"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"214",0,0,0,0,0,0,0,0,0.0296793136279859,4.79657772284160e-09
2,"672",0,0,0,0,0,0,0,0,0.0294238602960072,4.60358009216511e-09
3,"986",0,0,0,0,0,0,0,0,0.0291684115676085,4.41058246148863e-09
4,"1110",0,0,0,0,0,0,0,0,0.0289129672497923,4.21758483081215e-09
5,"1473",0,0,0,0,0,0,0,0,0.0286575271495609,4.02458720013567e-09
6,"1576",0,0,0,0,0,0,0,0,0.0284020910739167,3.83158956945919e-09
7,"1579",0,0,0,0,0,0,0,0,0.0281466588298621,3.63859193878271e-09
8,"2563",0,0,0,0,0,0,0,0,0.0278912302243995,3.44559430810622e-09
9,"2598",0,0,0,0,0,0,0,0,0.0276358050645311,3.25259667742974e-09
10,"2665",0,0,0,0,0,0,0,0,0.0273803831572595,3.05959904675326e-09
11,"2674",0,0,0,0,0,0,0,0,0.0271249643095868,2.86660141607678e-09
12,"3136",0,0,0,0,0,0,0,0,0.0268695483285156,2.6736037854003e-09
13,"3258",0,0,0,0,0,0,0,0,0.0266141350210482,2.48060615472382e-09
14,"4090",0,0,0,0,0,0,0,0,0.0263587241941869,2.28760852404733e-09
15,"4124",0,0,0,0,0,0,0,0,0.0261033156549342,2.09461089337085e-09
16,"4233",0,0,0,0,0,0,0,0,0.0258479092102923,1.90161326269437e-09
17,"4319",0,0,0,0,0,0,0,0,0.0255925046672637,1.70861563201789e-09
18,"4363",0,0,0,0,0,0,0,0,0.0253371018328507,1.51561800134141e-09
19,"4646",0,0,0,0,0,0,0,0,0.0250817005140558,1.32262037066493e-09
20,"5250",0,0,0,0,0,0,0,0,0.0248263005178812,1.12962273998844e-09
21,"5880",0,0,0,0,0,0,0,0,0.0245709016513293,9.36625109311964e-10
22,"6002",0,0,0,0,0,0,0,0,0.0243155037214026,7.43627478635483e-10
23,"6467",0,0,0,0,0,0,0,0,0.0240601065351033,5.50629847959e-10
24,"6473",0,0,0,0,0,0,0,0,0.0238047098994339,3.57632217282519e-10
25,"6569",0,0,0,0,0,0,0,0,0.0235493136213967,1.64634586606037e-10
26,"7324",0,0,0,0,0,0,0,0,0.0232939175079941,-2.8363044070444e-11
27,"7942",0,0,0,0,0,0,0,0,0.0230385213662285,-2.21360674746926e-10
28,"7955",0,0,0,0,0,0,0,0,0.0227831250031021,-4.14358305423408e-10
29,"8382",0,0,0,0,0,0,0,0,0.0225277282256175,-6.07355936099889e-10
30,"8595",0,0,0,0,0,0,0,0,0.0222723308407769,-8.0035356677637e-10
31,"8739",0,0,0,0,0,0,0,0,0.0220169326555828,-9.93351197452852e-10
32,"8841",0,0,0,0,0,0,0,0,0.0217615334770375,-1.18634882812933e-09
33,"9058",0,0,0,0,0,0,0,0,0.0215061331121433,-1.37934645880582e-09
34,"9593",0,0,0,0,0,0,0,0,0.0212507313679027,-1.5723440894823e-09
35,"9695",0,0,0,0,0,0,0,0,0.020995328051318,-1.76534172015878e-09
36,"9936",0,0,0,0,0,0,0,0,0.0207399229693915,-1.95833935083526e-09
37,"10008",0,0,0,0,0,0,0,0,0.0204845159291257,-2.15133698151174e-09
38,"10194",0,0,0,0,0,0,0,0,0.020229106737523,-2.34433461218822e-09
39,"10343",0,0,0,0,0,0,0,0,0.0199736952015856,-2.53733224286471e-09
40,"10879",0,0,0,0,0,0,0,0,0.019718281128316,-2.73032987354073e-09
41,"10937",0,0,0,0,0,0,0,0,0.0194628643247165,-2.92332750421767e-09
42,"11109",0,0,0,0,0,0,0,0,0.0192074445977895,-3.11632513489415e-09
43,"11309",0,0,0,0,0,0,0,0,0.0189520217545374,-3.30932276557063e-09
44,"11317",0,0,0,0,0,0,0,0,0.0186965956019625,-3.50232039624711e-09
45,"11500",0,0,0,0,0,0,0,0,0.0184411659470672,-3.69531802692359e-09
46,"11527",0,0,0,0,0,0,0,0,0.0181857325968539,-3.88831565760008e-09
47,"11538",0,0,0,0,0,0,0,0,0.0179302953583249,-4.08131328827656e-09
48,"12443",0,0,0,0,0,0,0,0,0.0176748540384826,-4.27431091895343e-09
49,"12931",0,0,0,0,0,0,0,0,0.0174194084443294,-4.46730854962952e-09
50,"12952",0,0,0,0,0,0,0,0,0.0171639583828677,-4.660306180306e-09
51,"13454",0,0,0,0,0,0,0,0,0.0169085036610998,-4.85330381098248e-09
52,"13530",0,0,0,0,0,0,0,0,0.016653044086028,-5.04630144165896e-09
