"feature_id","gene_symbol","lfc_shrunk","empirical_p","padj","HBFSS","hc_pass","weak_cnh_pass","strong_cnh_pass","standard_pass","hbfss_pass","plot_class","overlap_standard_hbfss"
"20","-",0.0139162722020009,0.794125327806652,0.966715781351354,0.00139317126378304,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"25","-",-0.918585093440463,0.0179010955444325,0.153749719043141,1.60487874619275,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"31","Pcmt1",-0.0084915733417657,0.955341519875457,0.994470319473388,0.000168484253867039,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"35","Pcmt1",-0.202148399544625,0.250057154147557,0.694917313316104,0.121685395277992,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"37","Pcmt1",-0.114001737435352,0.502538313158759,0.876952426163552,0.0340672329467931,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"38","Pcmt1",-0.203270959802045,0.255408256936214,0.700379318250285,0.120491924066954,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"89","Tab2",-0.0846259675985452,0.613243361422923,0.920712979535537,0.0179717750884424,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"90","Tab2",0.0747503765819061,0.641249250911173,0.92844122822707,0.0144248140786425,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"143","Ust",0.286302483679102,0.120909571795179,0.49598927799318,0.262693785300376,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"214","LOC365036",0.054521625693341,0.131017645648575,NA,0.0481246147450835,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"224","Sash1",-0.385580972726854,0.0742247225935904,0.37074567118371,0.435494975958608,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"304","Sash1",0.0923391689281578,0.285610602064763,0.72806421899296,0.050253346564956,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"576","-",-0.0265128827333582,0.653387399298214,0.932553227789508,0.0049003561045448,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"615","-",-0.0347862218375806,0.545766551151044,0.896119470946855,0.00914853579022715,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"672","-",0.0402401246960385,0.302404039000847,NA,0.020901220250171,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
