"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"5091",0,0,0,0,0,0,0,0,-0.0368192629527149,-1.11922314245871e-08
2,"7312",0,0,0,0,0,0,0,0,-0.0267985794171746,-1.21935967971859e-08
3,"7636",0,0,0,0,0,0,0,0,-0.0167779080752311,-1.31949621697847e-08
4,"7955",0,0,0,0,0,0,0,0,-0.00675724992824981,-1.41963275423836e-08
5,"9908",0,0,0,0,0,0,0,0,0.00326339402240397,-1.51976929149824e-08
6,"12336",0,0,0,0,0,0,0,0,0.0132840227753648,-1.61990582875812e-08
7,"15183",0,0,0,0,0,0,0,0,0.0233046353292674,-1.720042366018e-08
8,"17644",0,0,0,0,0,0,0,0,0.0333252306827463,-1.82017890327788e-08
9,"19727",0,0,0,0,0,0,0,0,0.0433458078344362,-1.92031544053777e-08
10,"24391",0,0,0,0,0,0,0,0,0.0533663657829717,-2.02045197779765e-08
11,"24944",0,0,0,0,0,0,0,0,0.0633869035269874,-2.12058851505753e-08
12,"30561",0,0,0,0,0,0,0,0,0.0734074200651179,-2.22072505231741e-08
13,"32323",0,0,0,0,0,0,0,0,0.083427914395998,-2.32086158957729e-08
14,"37050",0,0,0,0,0,0,0,0,0.0934483855182621,-2.42099812683718e-08
15,"38204",0,0,0,0,0,0,0,0,0.103468832430545,-2.52113466409706e-08
16,"38230",0,0,0,0,0,0,0,0,0.113489254131481,-2.62127120135694e-08
17,"38281",0,0,0,0,0,0,0,0,0.123509649619705,-2.72140773861682e-08
18,"41100",0,0,0,0,0,0,0,0,0.133530017893852,-2.82154427587671e-08
19,"44116",0,0,0,0,0,0,0,0,0.143550357952556,-2.92168081313659e-08
20,"45293",0,0,0,0,0,0,0,0,0.153570668794452,-3.02181735039647e-08
21,"49195",0,0,0,0,0,0,0,0,0.163590949418175,-3.12195388765635e-08
22,"49779",0,0,0,0,0,0,0,0,0.173611198822358,-3.22209042491623e-08
23,"50560",0,0,0,0,0,0,0,0,0.183631416005637,-3.32222696217612e-08
24,"54742",0,0,0,0,0,0,0,0,0.193651599966647,-3.422363499436e-08
25,"55981",0,0,0,0,0,0,0,0,0.203671749704022,-3.52250003669588e-08
26,"56261",0,0,0,0,0,0,0,0,0.213691864216396,-3.62263657395576e-08
27,"57848",0,0,0,0,0,0,0,0,0.223711942502405,-3.72277311121564e-08
28,"59667",0,0,0,0,0,0,0,0,0.233731983560682,-3.82290964847553e-08
29,"59804",0,0,0,0,0,0,0,0,0.243751986389863,-3.92304618573541e-08
30,"62174",0,0,0,0,0,0,0,0,0.253771949988582,-4.02318272299529e-08
31,"62330",0,0,0,0,0,0,0,0,0.263791873355474,-4.12331926025517e-08
32,"66062",0,0,0,0,0,0,0,0,0.273811755489174,-4.22345579751506e-08
33,"70033",0,0,0,0,0,0,0,0,0.283831595388315,-4.32359233477494e-08
34,"71027",0,0,0,0,0,0,0,0,0.293851392051533,-4.42372887203482e-08
35,"71677",0,0,0,0,0,0,0,0,0.303871144477462,-4.5238654092947e-08
36,"71688",0,0,0,0,0,0,0,0,0.313890851664737,-4.62400194655458e-08
