"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"214",0,0,0,0,0,0,0,0,0.0168601555362408,2.06288607986926e-09
2,"672",0,0,0,0,0,0,0,0,0.016634221382715,1.97730159954979e-09
3,"986",0,0,0,0,0,0,0,0,0.0164082892064908,1.89171711923032e-09
4,"1110",0,0,0,0,0,0,0,0,0.0161823589219837,1.80613263891086e-09
5,"1473",0,0,0,0,0,0,0,0,0.0159564304436093,1.72054815859139e-09
6,"1576",0,0,0,0,0,0,0,0,0.0157305036857831,1.63496367827192e-09
7,"1579",0,0,0,0,0,0,0,0,0.0155045785629205,1.54937919795245e-09
8,"2563",0,0,0,0,0,0,0,0,0.0152786549894371,1.46379471763298e-09
9,"2598",0,0,0,0,0,0,0,0,0.0150527328797484,1.37821023731351e-09
10,"2665",0,0,0,0,0,0,0,0,0.01482681214827,1.29262575699404e-09
11,"2674",0,0,0,0,0,0,0,0,0.0146008927094173,1.20704127667457e-09
12,"3136",0,0,0,0,0,0,0,0,0.0143749744776059,1.1214567963551e-09
13,"3258",0,0,0,0,0,0,0,0,0.0141490573672513,1.03587231603563e-09
14,"4090",0,0,0,0,0,0,0,0,0.013923141292769,9.50287835716161e-10
15,"4124",0,0,0,0,0,0,0,0,0.0136972261685746,8.64703355396692e-10
16,"4233",0,0,0,0,0,0,0,0,0.0134713119090835,7.79118875077222e-10
17,"4319",0,0,0,0,0,0,0,0,0.0132453984287112,6.93534394757753e-10
18,"4363",0,0,0,0,0,0,0,0,0.0130194856418734,6.07949914438283e-10
19,"4646",0,0,0,0,0,0,0,0,0.0127935734629855,5.22365434118814e-10
20,"5250",0,0,0,0,0,0,0,0,0.012567661806463,4.36780953799344e-10
21,"5880",0,0,0,0,0,0,0,0,0.0123417505867215,3.51196473479875e-10
22,"6002",0,0,0,0,0,0,0,0,0.0121158397181765,2.65611993160406e-10
23,"6467",0,0,0,0,0,0,0,0,0.0118899291152434,1.80027512840936e-10
24,"6473",0,0,0,0,0,0,0,0,0.0116640186923379,9.44430325214667e-11
25,"6569",0,0,0,0,0,0,0,0,0.0114381083638753,8.8585522019976e-12
26,"7324",0,0,0,0,0,0,0,0,0.0112121980442714,-7.67259281174718e-11
27,"7942",0,0,0,0,0,0,0,0,0.0109862876479415,-1.62310408436942e-10
28,"7955",0,0,0,0,0,0,0,0,0.0107603770893012,-2.47894888756411e-10
29,"8382",0,0,0,0,0,0,0,0,0.010534466282766,-3.3347936907588e-10
30,"8595",0,0,0,0,0,0,0,0,0.0103085551427515,-4.1906384939535e-10
31,"8739",0,0,0,0,0,0,0,0,0.0100826435836731,-5.04648329714819e-10
32,"8841",0,0,0,0,0,0,0,0,0.00985673151994633,-5.90232810034288e-10
33,"9058",0,0,0,0,0,0,0,0,0.00963081886598679,-6.75817290353758e-10
34,"9593",0,0,0,0,0,0,0,0,0.00940490553620996,-7.61401770673228e-10
35,"9695",0,0,0,0,0,0,0,0,0.00917899144503135,-8.46986250992697e-10
36,"9936",0,0,0,0,0,0,0,0,0.0089530765068665,-9.32570731312166e-10
37,"10008",0,0,0,0,0,0,0,0,0.00872716063613091,-1.01815521163164e-09
38,"10194",0,0,0,0,0,0,0,0,0.00850124374724011,-1.10373969195111e-09
39,"10343",0,0,0,0,0,0,0,0,0.00827532575460962,-1.18932417227057e-09
40,"10879",0,0,0,0,0,0,0,0,0.00804940657265496,-1.27490865258959e-09
41,"10937",0,0,0,0,0,0,0,0,0.00782348611579165,-1.36049313290951e-09
42,"11109",0,0,0,0,0,0,0,0,0.0075975642984352,-1.44607761322898e-09
43,"11309",0,0,0,0,0,0,0,0,0.00737164103500113,-1.53166209354845e-09
44,"11317",0,0,0,0,0,0,0,0,0.00714571623990498,-1.61724657386792e-09
45,"11500",0,0,0,0,0,0,0,0,0.00691978982756225,-1.70283105418739e-09
46,"11527",0,0,0,0,0,0,0,0,0.00669386171238847,-1.78841553450686e-09
47,"11538",0,0,0,0,0,0,0,0,0.00646793180879915,-1.87400001482633e-09
48,"12443",0,0,0,0,0,0,0,0,0.00624200003120982,-1.959584495146e-09
49,"12931",0,0,0,0,0,0,0,0,0.00601606629403599,-2.04516897546527e-09
50,"12952",0,0,0,0,0,0,0,0,0.00579013051169319,-2.13075345578474e-09
51,"13454",0,0,0,0,0,0,0,0,0.00556419259859693,-2.21633793610421e-09
52,"13530",0,0,0,0,0,0,0,0,0.00533825246916274,-2.30192241642368e-09
53,"13538",0,0,0,0,0,0,0,0,0.00511231003780613,-2.38750689674315e-09
54,"13558",0,0,0,0,0,0,0,0,0.00488636521894262,-2.47309137706262e-09
55,"14431",0,0,0,0,0,0,0,0,0.00466041792698774,-2.55867585738209e-09
56,"14660",0,0,0,0,0,0,0,0,0.004434468076357,-2.64426033770122e-09
