"feature_id","gene_symbol","lfc_shrunk","empirical_p","padj","HBFSS","hc_pass","weak_cnh_pass","strong_cnh_pass","standard_pass","hbfss_pass","plot_class","overlap_standard_hbfss"
"20","-",0.0213269418304732,0.798473287040674,0.961446243435879,0.0020844869476502,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"25","-",-1.36661438371966,0.00510191239952063,0.0550470638604464,3.13264505701521,TRUE,FALSE,FALSE,TRUE,TRUE,"HBFSS",TRUE
"31","Pcmt1",-0.0357825652375146,0.852034210219708,0.970472365188548,0.00248842576875005,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"35","Pcmt1",-0.298704588343516,0.0831846591266452,0.376276030839245,0.322588039035287,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"38","Pcmt1",-0.340707140676233,0.131316441909452,0.485495300020425,0.300394976120889,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"90","Tab2",0.0803470474456825,0.683981622171117,0.92980207082196,0.0132536927790251,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"143","Ust",0.435973460834882,0.0923487351119088,0.397983161028473,0.451044648615024,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"214","LOC365036",0.0856467339167917,0.114781463216391,NA,0.0805189134959828,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"304","Sash1",0.121623666303406,0.301800267404849,0.708579314754182,0.0632784072922887,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"576","-",-0.0432457540116319,0.61401602983993,0.905321056991766,0.00916032818976175,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"615","-",-0.0576750601902629,0.500522551156728,0.85174581205333,0.0173357591073043,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"672","-",0.057134673607532,0.306519625690257,NA,0.0293410381822991,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"673","-",0.0824159737398329,0.323854720260982,0.725374573967277,0.0403549624720294,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"708","-",-0.559157632099773,0.0535712130781476,0.281907178742193,0.710727663464598,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"774","-",0.0349187629486825,0.70112627835625,0.934725414937284,0.00538460437142885,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"829","-",-0.0724958970076026,0.495426960689116,0.850180760567013,0.0221127248352196,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"833","Stxbp5",-0.104482322854444,0.375165795398273,0.77029160561563,0.0444861453168441,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"845","Stxbp5",0.00153396360162205,0.990174763060936,0.998687729536549,6.57786123629926e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"926","-",0.120895433931689,0.218849280129218,0.622326231101819,0.0797734417585343,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"964","-",-0.0126442783855159,0.906395054911646,0.981895645309583,0.000539689065124463,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"969","LOC120098778",0.0639028542632818,0.38500088435408,0.777322612368079,0.026490178840191,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"984","Grm1",0.262636256729504,0.227345114139537,0.631727536662943,0.168957679286125,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"986","Grm1",0.0771939601089452,0.164225902404195,NA,0.0605631654366031,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1106","-",-0.0406013779101135,0.784636047135567,0.957811499516641,0.00427661393314376,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1110","Epm2a",0.0230940762697074,0.873357299389298,NA,0.0013581174911225,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1132","-",0.0421599181579453,0.539399294867338,NA,0.0113026366749892,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1138","Utrn",0.0327882460964454,0.765256246506486,0.953205020244757,0.00380976850603501,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1272","-",-0.0681149083751621,0.352034292210087,0.75120139134495,0.0308843231669922,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1282","Ltv1",-0.0794843037908936,0.599555818217413,0.900502620256458,0.0176590578324039,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1293","Phactr2",0.135454323317883,0.46733429279729,0.833103062934337,0.0447503630386055,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1295","Phactr2",-0.121708567803023,0.540835983014528,0.87282013177899,0.0324882061420402,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1345","Pex3",0.0468414098119056,0.633357823540452,0.911604948727273,0.00929103394170721,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1346","Pex3",-0.0227470882679742,0.898681427802308,0.981437122021914,0.00105533372157518,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1369","Aig1",-0.0824649903319832,0.644262886466479,0.915985287787308,0.0157456084568323,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1473","Adgrg6",0.0733063200565867,0.187089258419047,NA,0.0533634197276948,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1501","Vta1",-0.756513068153122,0.0154798320395937,0.12468112617889,1.36946549270587,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1576","-",0.0339524854804851,0.553679094870144,NA,0.00871702474011635,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1579","-",0.0507107794875275,0.281361040612101,NA,0.0279282538018062,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1656","Abracl",0.0164194881480996,0.899026295569938,0.981437122021914,0.000759033619406211,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1693","LOC102549339",-0.177183992181777,0.386095568898175,0.777669015711363,0.0732310622448768,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1713","Hebp2",0.19051990394229,0.263779364230261,0.667519483492479,0.110265143918222,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1741","-",0.276433924621464,0.0779715229928493,0.360776081471162,0.306306475486343,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1742","-",0.0633959438820929,0.639931298759266,0.914546414402968,0.0122903591472807,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1866","Tnfaip3",0.278937389246777,0.100643946417869,0.417741676974661,0.278159807244037,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1895","-",0.016209945301907,0.811754410704278,NA,0.00146822135470788,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1910","Slc35d3",-0.618964407469529,0.0431522373527591,0.24541649073816,0.84488436253974,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1918","Pex7",-0.0681141078530776,0.65323146389451,0.919637769101189,0.0125965398348668,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1929","Map3k5",-0.106852105969622,0.359473385275581,0.757420236761473,0.0474779444152334,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"1946","-",0.286886258453727,0.200264442025058,0.594506990035941,0.200360259845296,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2081","Pde7b",0.000558139385835895,0.994718094743876,NA,1.28371043543784e-06,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2104","LOC120098802",-0.128257737299234,0.293139291486838,0.699611082012224,0.0683518785685379,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2155","Ptprk",-0.10822102089488,0.534640034460664,0.869897277368442,0.0294294646761905,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2159","Ptprk",0.754806182849584,0.0207112412855837,0.153790016544599,1.27093802506481,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2181","Ptprk",0.0781690117912109,0.287894512855612,0.695341282152437,0.0422711917093729,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2244","-",0.051035788457114,0.587137835392447,0.895038610768133,0.0118025329994839,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2456","Med23",0.193647112073093,0.321989437420191,0.724550611339603,0.0953050479467951,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2500","Moxd1",-0.233418096968089,0.253579287859076,0.657969481248397,0.139090627982875,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2513","Stx7",-0.110984662939179,0.507720906531872,0.855479146440065,0.0326711049576228,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2515","Stx7",-0.0120472799727417,0.90401912015563,0.981597143957365,0.000527940529440864,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2554","-",0.0423772785502906,0.615406667179908,0.905321056991766,0.00893473230719535,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2555","Slc18b1",-0.266008360688546,0.218927591793816,0.622377282964462,0.175485582583525,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2563","LOC100910237",0.0342462250018672,0.54092547536462,NA,0.00913903543162015,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2569","-",-0.0976064528373762,0.506151225666124,0.854581376038934,0.0288641516492284,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2587","-",-0.0379630129833716,0.768612872530609,0.953205020244757,0.00433888182870897,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2598","Tbpl1",0.0445884556315214,0.443976974345749,NA,0.015723653053922,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2605","Slc2a12",0.0429060283654772,0.80377509357929,0.961949838918992,0.00407029991742872,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2665","Sgk1",0.0320926804920915,0.627970303991426,NA,0.00648467568137874,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2674","-",0.168424660957819,0.0252547926176954,0.174205681877271,0.269084702698939,TRUE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2704","Trdn",-0.162027765588241,0.367845187780451,0.76351902062207,0.0703743167837442,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2816","Hddc2",0.285812861649782,0.195531143849076,0.589802490106227,0.2025796002272,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2817","Hddc2",0.106687806766864,0.439113243696646,0.813030788155138,0.0381327254969951,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2845","-",-0.0322965715542827,0.783648853504873,0.957516005580554,0.00341951246903128,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2935","Kiaa0408L",0.0851690900060811,0.404161071048306,0.788465926014212,0.033509396924089,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2944","Kiaa0408L",0.0261435465599344,0.895211364892174,0.981103177796283,0.00125683565426839,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"2954","Kiaa0408L",-0.036736762453839,0.625601490199226,0.908364884474704,0.00748336026753111,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"3046","Ccdc127",0.160686668782424,0.26014887752241,0.663924404332153,0.0939660358090339,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
"3048","Ccdc127",0.0532714576438902,0.786167777891495,0.958208444834255,0.00556605548142931,FALSE,FALSE,FALSE,FALSE,FALSE,"Background",FALSE
