"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT0_ZT6","first_stable_crossing","crossing_1",0.167584543635771,5101,0.16,0.17,0.136894727527907,-0.0435969857536654
