"comparison","total_features","fixed_rank_reference","control_mode","control_cutoff_anchor_rank","control_terminal_anchor_rank","control_interval_rank_min","control_interval_rank_max","control_center_nb_support","control_nb_support_threshold","control_pre_evs_remainder_size","control_pre_evs_leading_edge_size","control_left_n","control_right_n","control_left_median_log_nb2","control_right_median_log_nb2","control_right_left_log_nb2_diff","control_left_median_nb_gap","control_right_median_nb_gap","control_right_left_nb_gap_diff","control_left_median_log_alpha_mu","control_right_median_log_alpha_mu","control_right_left_log_alpha_mu_diff","control_right_side_more_nb2","control_right_side_more_nb_gap","control_right_side_more_alpha_mu","treatment_mode","treatment_cutoff_anchor_rank","treatment_terminal_anchor_rank","treatment_interval_rank_min","treatment_interval_rank_max","treatment_center_nb_support","treatment_nb_support_threshold","treatment_pre_evs_remainder_size","treatment_pre_evs_leading_edge_size","treatment_left_n","treatment_right_n","treatment_left_median_log_nb2","treatment_right_median_log_nb2","treatment_right_left_log_nb2_diff","treatment_left_median_nb_gap","treatment_right_median_nb_gap","treatment_right_left_nb_gap_diff","treatment_left_median_log_alpha_mu","treatment_right_median_log_alpha_mu","treatment_right_left_log_alpha_mu_diff","treatment_right_side_more_nb2","treatment_right_side_more_nb_gap","treatment_right_side_more_alpha_mu"
"RT0_ZT6",31757,5000,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31741,31743,31741,31743,0.970286296923438,0.974789689962007,31740,17,17,17,6.39024066706535,7.63191651307125,1.2416758460059,3.25499894497109,3.36660593689254,0.111606991921449,3.32156923973068,3.40604671572359,0.0844774759929163,TRUE,TRUE,TRUE,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31738,31740,31738,31740,0.980012031326233,0.991490175258375,31737,20,20,20,5.75153073769477,6.86480908460958,1.11327834691481,3.18344670049968,3.35259950669628,0.1691528061966,3.25891398287392,3.41645506594456,0.157541083070633,TRUE,TRUE,TRUE
"RT2_ZT8",31757,5000,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31746,31748,31746,31748,0.997334007047592,0.997034380181267,31745,12,12,12,6.38384236263141,8.94006830137802,2.55622593874661,3.50695632338759,3.52006972975986,0.0131134063722711,3.58172523059397,3.60556210531766,0.0238368747236835,TRUE,TRUE,TRUE,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31738,31739,31738,31739,0.970327806520755,0.985043617935411,31737,20,20,20,7.16401207715132,8.18361469607872,1.01960261892739,4.03638762286766,4.11405093988886,0.0776633170211998,4.09679221202368,4.16535432241813,0.0685621103944491,TRUE,TRUE,TRUE
"RT4_ZT10",31757,5000,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31739,31740,31739,31740,0.98022437494649,0.982611629194382,31738,19,19,19,5.87211778947542,6.46287343851018,0.590755649034765,2.93778647535935,3.00179805205808,0.0640115766987313,3.01107708958536,3.05334918369575,0.0422720941103898,TRUE,TRUE,TRUE,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31740,31744,31740,31744,0.912990502511029,0.914288456412514,31739,18,18,18,5.70133834393647,6.13358493076937,0.4322465868329,2.7785234577596,2.79287879133255,0.0143553335729512,2.83618732394334,2.84490938381941,0.00872205987606511,TRUE,TRUE,TRUE
"RT8_ZT14",31757,5000,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31737,31740,31737,31740,0.968407121896061,0.991081038216894,31736,21,21,21,5.55875670260594,6.86003454277072,1.30127784016478,2.88450663844377,2.96471004495156,0.0802034065077892,2.95798097448445,3.04127903209235,0.0832980576078985,TRUE,TRUE,TRUE,"Study interval is defined by the first two terminal second-derivative zero-crossings on the right; the earlier zero is the cutoff anchor and the later zero is the terminal start.",31742,31744,31742,31744,0.969643685449279,0.978381628235476,31741,16,16,16,6.58877793003365,8.16041206885746,1.57163413882381,3.3114911281909,3.35870440537049,0.0472132771795857,3.37998022979404,3.42925184727185,0.0492716174778094,TRUE,TRUE,TRUE
