"comp","mode","topN","trtN","ctlN","trtCut","ctlCut","leadN","remN","input"
"RT0_ZT6","RawEVS",5000,5000,5000,0.000728725482842074,0.000877225975021205,6629,25128,"Raw counts; no log transform"
