"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss_only","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT0_ZT6","raw_evs","RawEVS","remainder_dataset","RT0_ZT6_RawEVS_remainder_dataset",24924,0.0620391746763378,1.20733398835515,1,3,41,160,1,0,41,119,41,0,3,41,5000,0.842554397455679,0.842554397455679,6629,25128
