"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","var_ctrl","var_trt","iod_ctrl","iod_trt","cv2_ctrl","cv2_trt","gene_symbol"
"20",0.0114142662330536,0.0110269056870457,1762,674,2.6,8.4,33.8,90.3,13,10.75,5,1.2797619047619,"-"
"25",0.00272186839759801,0.000538903453766287,17783,30489,20.4,10.6,194.3,36.3,9.52450980392157,3.42452830188679,0.466887735486351,0.323068707725169,"-"
"31",0.00188063790514546,0.00220468632651933,21416,26654,24.8,45.6,135.2,166.3,5.45161290322581,3.6469298245614,0.219823100936524,0.0799765312403817,"Pcmt1"
"35",0.00327474190296536,0.00430970722932612,15684,18031,111.2,179.6,1846.2,7351.8,16.6025179856115,40.93429844098,0.149303219295068,0.227919256352895,"Pcmt1"
"37",0.00134804516282786,0.00352102376974599,24088,21819,97.8,167,1338.7,6346.5,13.6881390593047,38.002994011976,0.13996052207878,0.227562838395066,"Pcmt1"
"38",0.00406503195239563,0.00427729827167273,12745,18172,37.4,55.8,188.3,743.2,5.03475935828877,13.3189964157706,0.134619234178844,0.2386916920389,"Pcmt1"
"89",0.00484690389431006,0.0039962699715173,10366,19648,42,73.2,345,1281.7,8.21428571428571,17.5095628415301,0.195578231292517,0.239201678162979,"Tab2"
"90",0.000178629708522703,0.00446951470791583,29235,17168,12.8,31,3.7,357.5,0.2890625,11.5322580645161,0.0225830078125,0.372008324661811,"Tab2"
"143",0.000502519618453187,0.00513189204972517,27889,13838,8.2,32.6,20.7,297.3,2.52439024390244,9.11963190184049,0.30785246876859,0.279743309872408,"Ust"
"214",0,0.000618744339082173,29910,30338,0,3.8,0,16.2,NA,4.26315789473684,NA,1.1218836565097,"LOC365036"
"224",0.000724965789953439,0.00395643241160734,26961,19821,41.2,55.6,67.7,1035.3,1.64320388349515,18.6205035971223,0.039883589405222,0.334901143833135,"Sash1"
"304",0.00731891132812865,0.00230639348549688,5878,26281,1.4,6.4,3.8,10.8,2.71428571428571,1.6875,1.93877551020408,0.263671875,"Sash1"
"576",0.00955577953491304,0.00797906647154662,3247,4233,2.6,3.6,13.8,14.3,5.30769230769231,3.97222222222222,2.0414201183432,1.10339506172839,"-"
"615",0.00745379331418747,0.00622752398338399,5694,9145,2.8,3.6,8.7,24.3,3.10714285714286,6.75,1.10969387755102,1.875,"-"
"672",0,0.00815672951498686,29911,3906,0,3.6,0,12.3,NA,3.41666666666667,NA,0.949074074074074,"-"
"673",0.00696102832323499,0.00583677474401406,6416,10723,0.8,5.6,3.2,27.3,4,4.875,5,0.870535714285714,"-"
"708",0.00471396924317502,0.0058989351545902,10965,10451,11.6,10.2,35.3,55.2,3.04310344827586,5.41176470588235,0.262336504161712,0.530565167243368,"-"
"774",0.0078886998126374,0.0109950408081773,5158,690,2.4,10.2,15.3,210.2,6.375,20.6078431372549,2.65625,2.02037677816225,"-"
