"comparison_name","arm","cutoff_anchor_rank","fixed_leading_edge_5000_rank","terminal_start_rank","interval_min_rank","interval_max_rank","pre_evs_remainder_size","pre_evs_leading_edge_size","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","center_nb_support","nb_support_threshold"
"RT2_ZT8","control",26757,26758,26759,26757,26759,26756,5001,5001,5001,1.82454929205105,1.94591014905531,0.121360857004267,2.86220088092947,3.69386699562498,0.831666114695507,1.2110902720948,1.82397308921171,0.61288281711691,1.66442004685145,2.08038806328387,0.415968016432413,0.453007614574859,0.381975152131865
