"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,317,1,317,317,10.2,135,1.73384637544896,13.4921875,1.25510204081633,22.4930596868767,1.84339980515086,12.0277008310249,20.4186599985118,2.32238772029023,2.32238772029023,1,0.235398113230502,1,0.408696268845325
0.02,633,318,633,316,5.6,44.3,1.61885073647988,7.60645161290323,1.1976148484085,13.315783968393,1.81191378331939,6.43542243767313,10.8589356433296,1.7227665977411,1.7227665977411,0.471376511704873,0.223660859970419,0.529137677956929,0.401075868083292
0.03,950,634,950,317,4.8,38,1.39839715323273,7.2,1.11807958477509,11.0240247893628,1.55118154572517,5.91096332644628,8.70897474722253,1.56861591791385,1.56861591791385,0.434871328061292,0.207422016268501,0.411553431639879,0.337972178684711
0.04,1266,951,1266,316,4.4,32.3,1.37426114782345,6.69607843137255,1.09375,8.91624900003336,1.51545727556001,5.22845687861922,7.1533943835107,1.48160454092422,1.48160454092422,0.389611944605268,0.202454605506952,0.303408898016361,0.329326016363955
0.05,1583,1267,1583,317,4,22.8,1.46472989705569,5.71084337349397,1.08725761772853,8.43951003197179,1.74223241898848,4.40816326530612,6.4314460436389,1.38629436111989,1.38629436111989,0.301123707437133,0.201129045294498,0.278948652471186,0.38421124400696
0.06,1899,1584,1899,316,3.6,20.6,1.52112459945964,5.80577803203661,1.19027449968907,8.30320578338191,1.78833170142234,4.00692520775623,6.05746345148816,1.28093384546206,1.28093384546206,0.309650201204707,0.22216216907374,0.271955233403902,0.39536841746217
0.07,2216,1900,2216,317,3.2,19.2,1.32663026620304,5.42857142857143,1.1060032449973,7.84696210678363,1.50375048645399,3.71875,5.61340763244681,1.16315080980568,1.16315080980568,0.275771638802873,0.20495637040044,0.248546548346325,0.326492682095754
0.08,2533,2217,2533,317,3.4,20,1.50952408023642,4.77450980392157,1.24565972222222,7.44995465159688,1.76950587049115,3.375,5.24385532820214,1.22377543162212,1.22377543162212,0.217027525200974,0.233470259737237,0.228177120865668,0.390812097926414
0.09,2849,2534,2849,316,4.2,18,1.04269229468399,4.46551724137931,1,6.33448872889654,1.34149867766663,2.94889082209656,4.3934289741721,1.43508452528932,1.43508452528932,0.189275561911824,0.183313516039119,0.170945444425486,0.287223706994906
0.1,3166,2850,3166,317,3,14.5,1.31325863493491,4,1.044921875,6.49048265900432,1.6408994516171,2.65334467120181,4.32038656320437,1.09861228866811,1.09861228866811,0.147465437788018,0.192485288075789,0.178949090214098,0.359686144395795
0.11,3482,3167,3482,316,3.4,13.7,1.19655960100433,4.5,1.12476370510397,5.91253682398545,1.48532603196611,3,3.98263736734706,1.22377543162212,1.22377543162212,0.192372608143217,0.208786723950942,0.149296181634266,0.322033505646882
0.12,3799,3483,3799,317,4,13.8,1.09355070423243,3.75,1.09375,6.17328681937872,1.41784094850512,2.52892561983471,3.86490775994748,1.38629436111989,1.38629436111989,0.125011852610419,0.202454605506952,0.162674590659977,0.305700436191975
