"index","rank","d1_here","d2_here","d1_left","d1_right","var_fit_here","gap_from_terminal","left_med_log_nb2","right_med_log_nb2","log_nb2_diff","left_med_gap","right_med_gap","gap_diff","left_med_amu","right_med_amu","amu_diff","variance_trough_score_raw","terminal_proximity_raw","passes_support_gate","nb2_score","gap_score","amu_score","trough_score","prox_score","candidate_score","role"
26885,26885,-6.89673104355967e-05,-2.67681861871531e-09,-6.89682529035648e-05,-6.89736065408022e-05,4.33657612918762,1761,3.22684399451738,3.94158180766969,0.714737813152313,1.30833281965018,1.8834398809818,0.575107061331623,1.39812881876689,1.98184215828138,0.583713339514483,0.00803345997200466,-1761,TRUE,0.95526162609524,1,1,1,0.419723677941877,0.92855085562276,"cutoff_center"
28646,28646,-0.000255085362389424,1.598859911284e-09,-0.000255084066370814,-0.000255080868650992,4.11587742770138,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"terminal_start"
