"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT8_ZT14","first_stable_crossing","crossing_1",0.14720018720268,4557,0.14,0.15,0.0312765117214872,-0.0121619584752967
