"feature_id","rank_trt","iod_fitted_trt","cv2_fitted_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_fitted_ctrl","cv2_fitted_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod","composite_cv2","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"286858",513,1.24010768165294,0.0951393737651038,1,2397,2397,46,1.87854601826101,0.637655015283059,1,1840,1840,280,3.11865369991395,0.732794389048163,2.38585931086579,1,2397,2397
"12092",347,1.34392920442062,0.124449486880806,1,2231,2231,313,1.36782519685698,0.528927695696879,1,2107,2107,330,2.7117544012776,0.653377182577685,2.05837721869992,1,2231,2231
"120304",500,1.24579129608367,0.0965904090611787,1,2384,2384,174,1.54321070671074,0.58123281974305,1,1968,1968,337,2.7890020027944,0.677823228804229,2.11117877399018,1,2384,2384
"352228",311,1.37594915368467,0.131960451134672,1,2195,2195,389,1.31653123110493,0.515243452810438,1,2183,2183,350,2.6924803847896,0.64720390394511,2.04527648084449,1,2195,2195
"89919",330,1.35912045998566,0.127386525171877,1,2214,2214,375,1.32421930408464,0.516231305958797,1,2169,2169,352,2.6833397640703,0.643617831130674,2.03972193293962,1,2214,2214
"436651",695,1.17016649118688,0.0796122145823404,1,2579,2579,78,1.77506045995952,0.628856251035586,1,1872,1872,386,2.9452269511464,0.708468465617926,2.23675848552847,1,2579,2579
"351465",180,1.52569237883893,0.174532406931789,1,2064,2064,600,1.24942784048369,0.500774226187275,1,2394,2394,390,2.77512021932262,0.675306633119064,2.09981358620356,1,2394,2394
"539062",352,1.34092088853279,0.123988898715723,1,2236,2236,526,1.26451420354408,0.50259472359717,1,2320,2320,439,2.60543509207687,0.626583622312893,1.97885146976398,1,2320,2320
"270943",45,1.75435050018109,0.226108025134494,1,1929,1929,864,1.21047362624961,0.497001113035196,1,2658,2658,454,2.9648241264307,0.72310913816969,2.24171498826101,1,2658,2658
"451497",557,1.22217973290117,0.0915004166164124,1,2441,2441,357,1.3340513556642,0.517277797380018,1,2151,2151,457,2.55623108856537,0.60877821399643,1.94745287456894,1,2441,2441
"127016",424,1.28853076307735,0.108364073746511,1,2308,2308,542,1.25859784200486,0.499136570337299,1,2336,2336,483,2.54712860508221,0.60750064408381,1.9396279609984,1,2336,2336
"344356",909,1.10759879546107,0.0564794904502151,1,2793,2793,90,1.74003126316586,0.622883758476888,1,1884,1884,500,2.84763005862693,0.679363248927103,2.16826680969982,1,2793,2793
"532202",913,1.10743433286385,0.057146972666942,1,2797,2797,116,1.67243161517695,0.6077593900701,1,1910,1910,514,2.77986594804079,0.664906362737042,2.11495958530375,1,2797,2797
"327942",884,1.11463640164872,0.0583582585655336,1,2768,2768,157,1.57794728081984,0.590535023628064,1,1951,1951,520,2.69258368246857,0.648893282193598,2.04369040027497,1,2768,2768
"158927",552,1.22374643580696,0.0916825625586455,1,2436,2436,490,1.2751728964962,0.505668450371559,1,2284,2284,521,2.49891933230316,0.597351012930204,1.90156831937296,1,2436,2436
"242903",671,1.18038579182922,0.0836014599428268,1,2555,2555,380,1.32149844113439,0.516449566387735,1,2174,2174,526,2.50188423296362,0.600051026330561,1.90183320663306,1,2555,2555
"87131",425,1.28795235870655,0.108202577230021,1,2309,2309,628,1.24357329036991,0.503866349515079,1,2422,2422,526,2.53152564907646,0.612068926745099,1.91945672233136,1,2422,2422
"375430",684,1.17426499379047,0.080189898796263,1,2568,2568,391,1.31551659752131,0.514792800664338,1,2185,2185,538,2.48978159131178,0.594982699460601,1.89479889185118,1,2568,2568
"172638",1020,1.0910363816491,0.0629457238357958,1,2904,2904,82,1.76336289246393,0.627180082513263,1,1876,1876,551,2.85439927411304,0.690125806349059,2.16427346776398,1,2904,2904
"120212",770,1.15023039477938,0.0746485321844759,1,2654,2654,379,1.3220384656704,0.516420769833161,1,2173,2173,574,2.47226886044979,0.591069302017637,1.88119955843215,1,2654,2654
"315590",107,1.63562242619524,0.204424239328333,1,1991,1991,1058,1.18995804384451,0.492153363979071,1,2852,2852,582,2.82558047003975,0.696577603307404,2.12900286673235,1,2852,2852
"556427",265,1.41901561454674,0.143069949172201,1,2149,2149,912,1.20868627151128,0.497002783540097,1,2706,2706,588,2.62770188605802,0.640072732712298,1.98762915334572,1,2706,2706
