"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","mu_ctrl","mu_trt","alpha_gene_wise","alpha_mu_ctrl","alpha_mu_trt","log_alpha_mu_ctrl","log_alpha_mu_trt","gene_symbol"
"20",0.00344609009844564,0.00607135809635737,16479,8989,1.4,2.2,10,14,22,2.63905732961526,3.09104245335832,"-"
"25",0.00491974724186247,0.00346903366113377,12014,19414,8,20.8,0.4149060932346,3.3192487458768,8.63004673927968,1.1997384759605,2.15524992098793,"-"
"31",0.00424592428329568,0.00154019095991372,13940,26911,26.6,24.6,0.239948237518687,6.38262311799708,5.9027266429597,1.85357915988041,1.77541438703107,"Pcmt1"
"35",0.00364962387515268,0.00230387404305889,15822,24487,151.6,142.2,0.0895732191628101,13.579300025082,12.7373117649516,2.60854657625731,2.54453562041818,"Pcmt1"
"37",0.00246183477260198,0.00670200337891512,20532,7441,156.2,120.2,0.0599845611071427,9.36958844493569,7.21014424507856,2.23746917265344,1.97548895734896,"Pcmt1"
"38",0.00085335077549729,0.00553647623387631,27325,10630,58.6,49.6,0.037349864462834,2.18870205752207,1.85255327735657,0.783308700333286,0.616564837481201,"Pcmt1"
"89",0.00190049897640163,0.00369838201726606,22909,18143,55,57.6,0.0532868496502866,2.93077673076576,3.06932253985651,1.07526748372178,1.12145686619115,"Tab2"
"90",0.00372977843036486,0.00536542830643088,15526,11244,28.8,17.2,0.0159633639665165,0.459744882235676,0.274569860224084,-0.777083547184077,-1.29254955050657,"Tab2"
"143",0.00924311322590416,0.00355430008808206,3272,19053,26.8,18,0.2502191384076,6.70587290932368,4.5039444913368,1.90298369607854,1.50495356645789,"Ust"
"214",0.00315405358096654,3.85353860451597e-05,17564,30817,4.6,2.8,0.23465654790416,1.07942012035914,0.657038334131649,0.0764239713465728,-0.420012914967318,"LOC365036"
"224",0.00316117090313224,0.00579023409436586,17537,9828,53.6,55.8,0.0604166383368758,3.23833181485654,3.37124841919767,1.1750583252543,1.21528312656481,"Sash1"
"304",0.00361293030760234,0.00122356754503924,15961,27788,4.4,1.2,3.3359712215095,14.6782733746418,4.0031654658114,2.68636839873767,1.38708541460741,"Sash1"
"576",0.00991094458885613,0.00642159733351341,2544,8064,3,4.8,1.76585805986311,5.29757417958934,8.47611868734295,1.66724901381628,2.13725264306202,"-"
"615",0.00721007424107706,0.0030819404151006,6645,21418,6.8,1.6,1.54538159693071,10.5085948591288,2.47261055508914,2.35219348033985,0.905274497403522,"-"
"672",0.00387265758854531,0,15070,30904,1.4,0,10,14,0,2.63905732961526,NA,"-"
