"percentile","center_rank_trt","iod_amplitude_trt","cv2_amplitude_trt","iod_center_trt","cv2_center_trt","local_fourier_score_trt","center_rank_ctrl","iod_amplitude_ctrl","cv2_amplitude_ctrl","iod_center_ctrl","cv2_center_ctrl","local_fourier_score_ctrl","combined_center_rank","combined_iod_amplitude","combined_cv2_amplitude","combined_center_distance","combined_center_agreement","combined_fourier_score","regime_difference","regime_direction"
0.24,7328,0.072731837680188,0.133768293532816,7042,7328,0.163978191739631,7388,0.0360902798972779,0.106523452297039,7102,6778.5,0.130161819348171,7358,0.108822117577466,0.240291745829855,18.75,0.0506329113924051,0.189006842875898,-0.131469628252389,"CV2_dominant"
0.25,7634,0.0660475087326567,0.150665039207794,7200.5,7634,0.172680080112163,7696,0.0336319231232354,0.194047813192443,8091,7696,0.303283805973121,7665,0.0996794318558921,0.344712852400237,19.25,0.0493827160493827,0.276656148325659,-0.245033420544345,"CV2_dominant"
0.26,7939,0.0539063556410432,0.21071338001067,7332,7939,0.223723383657408,8004,0.0352357082379095,0.112006494163445,8060,7978,0.148990142799792,7972,0.0891420638789527,0.322719874174115,262.5,0.00379506641366224,0.20306020478172,-0.233577810295162,"CV2_dominant"
0.27,8244,0.0418437339995301,0.192791629162258,7529,8244,0.185663130277465,8312,0.0507469475018278,0.108650984851788,8871.5,8185,0.154150383869285,8278,0.0925906815013579,0.301442614014046,14.25,0.0655737704918033,0.247905654740002,-0.208851932512688,"CV2_dominant"
0.28,8550,0.0789975257400418,0.145151862395028,8550,8454,0.192828468296736,8620,0.0374346380469163,0.163786780815332,8023.5,8620,0.246676459095187,8585,0.116432163786958,0.30893864321036,250.25,0.00398009950248756,0.210943700338653,-0.192506479423401,"CV2_dominant"
0.29,8855,0.0293597532953723,0.212218764115289,7900.5,8855,0.189831093920474,8928,0.033593332505898,0.131790378219881,8021,8928,0.175721520458433,8892,0.0629530858012703,0.34400914233517,930.75,0.00107324926214113,0.200341946816417,-0.2810560565339,"CV2_dominant"
0.3,9160,0.037942482221086,0.126449900818696,10290,8510.5,0.103003763550652,9236,0.036637245966047,0.0884945517329495,9236,9236,1.09136361038874,9198,0.074579728187133,0.214944452551646,889.75,0.00112264945270839,0.0907544470875613,-0.140364724364513,"CV2_dominant"
0.31,9466,0.0407463549467505,0.21398905876698,10140.5,9466,0.20854687210792,9543,0.0273400231820893,0.13364613015084,8201.5,9981,0.169849346383009,9504,0.0680863781288398,0.34763518891782,552.5,0.001806684733514,0.208223056455984,-0.27954881078898,"CV2_dominant"
0.32,9771,0.0417528358919549,0.194122128005137,10260.5,9771,0.18770488800435,9851,0.0190585546234162,0.124096785752921,9996,9849.5,0.144689123182242,9811,0.0608113905153712,0.318218913758058,318,0.00313479623824451,0.177169166469758,-0.257407523242687,"CV2_dominant"
0.33,10077,0.063274547397088,0.113740189612755,10768,9972,0.125232660339855,10159,0.045925558864759,0.197748110047957,10159,10159,1.32612411539614,10118,0.109200106261847,0.311488299660713,398,0.0025062656641604,0.206419227363826,-0.202288193398866,"CV2_dominant"
0.34,10382,0.056832270435033,0.121457802369016,10920,10032,0.124781763562827,10467,0.0277050261307428,0.116849053726935,10467,10456,0.219134627408544,10424,0.0845372965657757,0.238306856095951,449.5,0.00221975582685905,0.120683108674387,-0.153769559530175,"CV2_dominant"
0.35,10687,0.0395130959926057,0.0712136904910219,11020,10307.5,0.0425923421420164,10775,0.0260991242776548,0.166492912924116,10217.5,10775,0.235794777405377,10731,0.0656122202702605,0.237706603415138,77.5,0.0127388535031847,0.1165535657999,-0.172094383144878,"CV2_dominant"
0.36,10993,0.0510335489495704,0.266923785083526,12444.5,10993,0.283280201153667,11083,0.0282777930827297,0.108023096666669,12184.5,11083,0.119666865509076,11038,0.0793113420323001,0.374946881750195,1276.5,0.000782778864970646,0.240594712570686,-0.295635539717895,"CV2_dominant"
0.37,11298,0.0640720343641175,0.0825214712514081,11298,11459,0.0954037155745812,11390,0.0372084474595716,0.129129521285231,12410.5,11390,0.175465903081357,11344,0.101280481823689,0.211650992536639,429.75,0.00232153221125943,0.108825648493317,-0.11037051071295,"CV2_dominant"
0.38,11603,0.0833417524830904,0.090592746248027,11603,11465,0.133197963105468,11698,0.0340830317455591,0.0913493774313879,12174.5,11786.5,0.0960026526623774,11650,0.11742478422865,0.181942123679415,263,0.00378787878787879,0.0950882854890427,-0.0645173394507654,"CV2_dominant"
0.39,11909,0.027596282162613,0.225952158933717,12011.5,11909,0.211716259273175,12006,0.0495786032357915,0.0818420779933468,12006,11911.5,0.107175817417874,11958,0.0771748853984044,0.307794236927064,98.5,0.0100502512562814,0.186719735314551,-0.23061935152866,"CV2_dominant"
0.4,12214,0.027503369393476,0.103790176728074,12058,12214,0.067869744430989,12314,0.0301833029803829,0.225336685294473,12169,12314,0.365959922700732,12264,0.0576866723738589,0.329126862022547,150.5,0.0066006600660066,0.188305257878093,-0.271440189648688,"CV2_dominant"
0.41,12519,0.0256864043806279,0.164824695765164,13029,12519,0.131022061541155,12622,0.0328010223269149,0.102991860095455,12181,12622,0.117408762075522,12570,0.0584874267075428,0.267816555860619,34.5,0.028169014084507,0.154274251845793,-0.209329129153076,"CV2_dominant"
0.42,12825,0.0358463007582308,0.079709180524928,14157,12890.5,0.0465130693220261,12930,0.0869933288230543,0.139477929599076,12930,14384.5,0.268505863097118,12878,0.122839629581285,0.219187110124004,94,0.0105263157894737,0.139998640759061,-0.0963474805427184,"CV2_dominant"
0.43,13130,0.0270666235816124,0.282693779427877,14262.5,13130,0.267403689032955,13238,0.0445109880186643,0.0835438818224281,13336,14529,0.0936215664588438,13184,0.0715776116002768,0.366237661250305,30.25,0.032,0.258067889228382,-0.294660049650029,"CV2_dominant"
0.44,13435,0.0308439631633256,0.150841944086639,12999.5,13435,0.122642416387931,13545,0.0401317415225627,0.103639956519547,13194.5,13545,0.129960773638399,13490,0.0709757046858883,0.254481900606185,393,0.00253807106598985,0.125724301511155,-0.183506195920297,"CV2_dominant"
0.45,13741,0.0903165783816132,0.116062941903883,13741,15186.5,0.165924355008065,13853,0.0725795012309564,0.0664588180943925,13853,13157.5,0.100423994900895,13797,0.16289607961257,0.182521759998276,375,0.00265957446808511,0.128365645919535,-0.0196256803857062,"CV2_dominant"
0.46,14046,0.0444817398992934,0.0662714129826739,14046,13973.5,0.0562047929171423,14161,0.0305473093496103,0.179272060385404,15578,14161,0.267056032837462,14104,0.0750290492489037,0.245543473368078,744.75,0.00134093194770365,0.119353952587248,-0.170514424119174,"CV2_dominant"
0.47,14351,0.056239399542425,0.0680225053627473,14351,13986,0.0641209316187427,14469,0.0260444527807491,0.067938321895358,14284.5,14298,0.103299928484712,14410,0.082283852323174,0.135960827258105,175.75,0.00565770862800566,0.0286338563265306,-0.0536769749349313,"CV2_dominant"
0.48,14657,0.117883816081853,0.503315412695536,14657,14657,1.64970266232692,14777,0.0281208291808385,0.160360353549977,14709,14777,0.239016552772441,14717,0.146004645262691,0.663675766245513,34,0.0285714285714286,0.582710879384681,-0.517671120982822,"CV2_dominant"
0.49,14962,0.0425150154161835,0.134870675986806,15680.5,14959,0.120029991140922,15085,0.063496991002146,0.0564670559451085,15085,14742,0.0684564932580682,15024,0.10601200641833,0.191337731931914,532.25,0.00187529301453352,0.0932854560866028,-0.0853257255135846,"CV2_dominant"
0.5,15268,0.0486988617852389,0.136914697801101,15866.5,16748.5,0.1309514241542,15392,0.0490851342936479,0.0584284504160307,15392,15672,0.0521292410552877,15330,0.0977839960788868,0.195343148217132,581,0.00171821305841924,0.0906701126436964,-0.0975591521382451,"CV2_dominant"
0.51,15573,0.033732933820934,0.125122250274063,15120,16935.5,0.0954601099484457,15700,0.113402920506214,0.252888198324632,15700,15700,1.53588736003657,15636,0.147135854327148,0.378010448598695,907.75,0.00110041265474553,0.294247029914861,-0.230874594271547,"CV2_dominant"
0.52,15878,0.0473666404824913,0.128100762514126,16159.5,16957.5,0.119038240867141,16008,0.0436014610399105,0.10821756967181,17029,15315.5,0.142013642462622,15943,0.0909681015224018,0.236318332185936,457.75,0.00217983651226158,0.123611249589028,-0.145350230663535,"CV2_dominant"
0.53,16184,0.081494249648441,0.412549911068555,17613,16184,0.494146993885838,16316,0.0505780580644861,0.261105266189628,17773,16316,0.461882915798743,16250,0.132072307712927,0.673655177258183,1443,0.000692520775623269,0.553599854848406,-0.541582869545256,"CV2_dominant"
0.54,16489,0.0581422829238535,0.153578324365469,16489,16698,0.167209587016288,16624,0.0906609394176483,0.310933804937125,17901,17890,0.703712215189231,16556,0.148803222341502,0.464512129302595,99,0.01,0.383674581824338,-0.315708906961093,"CV2_dominant"
0.55,16794,0.100088643469072,0.228813138092904,16794,18289.5,0.309447574463512,16932,0.111222185059243,0.258381590410795,16932,17726.5,0.54509928302713,16863,0.211310828528316,0.487194728503699,1145,0.00087260034904014,0.44190341527364,-0.275883899975383,"CV2_dominant"
0.56,17100,0.0498042093577607,0.185755287298069,17100,15733,0.188267881586659,17240,0.0717081180376529,0.253266750164902,18643,18653,0.566949479004205,17170,0.121512327395414,0.439022037462971,678.5,0.00147167034584253,0.331451830042065,-0.317509710067557,"CV2_dominant"
0.57,17405,0.0265195799523814,0.112772957481627,17552.5,16836,0.071815754842018,17547,0.0591515809249903,0.220774729754197,17687,17696.5,0.487222426695116,17476,0.0856711608773716,0.333547687235825,353.5,0.00282087447108604,0.209424895458911,-0.247876526358453,"CV2_dominant"
0.58,17710,0.039534767473731,0.142906981638514,17844,18584,0.124980536922603,17855,0.0615601055783422,0.215312121238645,18773.5,18714.5,0.401089635695894,17782,0.101094873052073,0.35821910287716,340.5,0.00292825768667643,0.243635718794332,-0.257124229825086,"CV2_dominant"
0.59,18016,0.0618492681662133,0.222386979033936,19343,16657.5,0.247202739444915,18163,0.0611432924656465,0.313868975742961,18702,18642,0.59980543311338,18090,0.12299256063186,0.536255954776897,1372.75,0.000727934485896269,0.420933619847124,-0.413263394145037,"CV2_dominant"
0.6,18321,0.0340149491172763,0.401961093728915,18321,18321,1.41352993925589,18471,0.0690301138248946,0.267841953348802,19240.5,17688.5,0.502308517628581,18396,0.103045062942171,0.669803047077718,776,0.00128700128700129,0.529039353872499,-0.566757984135547,"CV2_dominant"
0.61,18626,0.122997993116927,0.270866742245961,18626,20132,0.390470666461599,18779,0.103629522420775,0.23936763191957,19411.5,19408.5,0.7442978079876,18702,0.226627515537702,0.510234374165531,751.5,0.00132890365448505,0.474887778881018,-0.283606858627829,"CV2_dominant"
0.62,18932,0.0556481377653587,0.201455759942951,19670.5,18475,0.214758337356292,19087,0.104144294097883,0.434188275515349,17642,19087,0.890283779709385,19010,0.159792431863242,0.6356440354583,124.75,0.00795228628230616,0.546669746818844,-0.475851603595058,"CV2_dominant"
0.63,19237,0.070063862078613,0.377608636545391,19867,19237,0.438558991271914,19395,0.0543362754768186,0.259494863609822,20893,20152,0.464746894582102,19316,0.124400137555432,0.637103500155213,685.5,0.00145666423889294,0.515145933661849,-0.512703362599782,"CV2_dominant"
0.64,19542,0.174129962380694,0.306065317030388,19542,19542,1.50322486813008,19702,0.137368576936219,0.314970781877231,19702,18388.5,0.697216204903212,19622,0.311498539316912,0.621036098907618,656.75,0.00152033447358419,0.639863694965267,-0.309537559590706,"CV2_dominant"
0.65,19848,0.0576816694085899,0.173973218203848,20459.5,20887,0.187567492823665,20010,0.098619612373173,0.250737482084384,20010,18635,0.510767366996461,19929,0.156301281781763,0.424710700288232,473.75,0.00210637177461822,0.344885468988392,-0.268409418506469,"CV2_dominant"
0.66,20153,0.124206700738489,0.326808610142778,20153,20153,1.45583524910695,20318,0.0235615149706145,0.182609272196262,18925.5,20318,0.263671309614539,20236,0.147768215709104,0.50941788233904,696.25,0.00143420580853352,0.415497528984942,-0.361649666629936,"CV2_dominant"
0.67,20458,0.0527124775398681,0.162621300624261,20458,19658.5,0.166343969346228,20626,0.0184068813062036,0.158093142079576,21814,20336.5,0.206487056339501,20542,0.0711193588460717,0.320714442703837,1138.5,0.000877577885037297,0.184878347015388,-0.249595083857766,"CV2_dominant"
0.68,20764,0.042913967088492,0.653748034987913,19391.5,20764,0.716377175350167,20934,0.0976455554562911,0.178732316617092,20934,22280.5,0.363543585540744,20849,0.140559522544783,0.832480351605005,1359.5,0.000735023888276369,0.705541223531575,-0.691920829060221,"CV2_dominant"
0.69,21069,0.0302543310163554,0.213643009901828,21124.5,21911.5,0.192967120266599,21242,0.051581650978516,0.18167938458779,22207.5,22454.5,0.305836893753112,21156,0.0818359819948714,0.395322394489617,517,0.00193050193050193,0.262299013852699,-0.313486412494746,"CV2_dominant"
0.7,21375,0.09501280073342,0.348251590950013,21375,21375,1.4388277583589,21550,0.0649060630550035,0.196014963212558,21146.5,21550,0.352679187127161,21462,0.159918863788424,0.544266554162571,201.75,0.00493218249075216,0.45998892245557,-0.384347690374147,"CV2_dominant"
0.71,21680,0.131993294045649,0.207172074857641,21680,21850.5,0.335257909837229,21857,0.0487181089800962,0.168596681575536,21884,22500.5,0.272766435175901,21768,0.180711403025745,0.375768756433176,393.5,0.00253485424588086,0.318639281214481,-0.195057353407431,"CV2_dominant"
0.72,21985,0.0267004810609455,0.476356857380728,20884,21985,0.489516369754639,22165,0.311843978240985,0.312087157760509,22165,23566,0.944971603117561,22075,0.338544459301931,0.788444015141237,1251,0.000798722044728434,0.812733257942957,-0.449899555839306,"CV2_dominant"
0.73,22291,0.179550262651442,0.228604806391992,22291,21856,0.42421391322802,22473,0.156971572724609,0.242677215097448,22735.5,21820.5,0.579637731959779,22382,0.336521835376052,0.47128202148944,675,0.0014792899408284,0.521202236915721,-0.134760186113388,"CV2_dominant"
0.74,22596,0.0492792907733997,0.295708718224734,23779.5,23420.5,0.315953850044531,22781,0.148126167400222,0.302587267559437,22707.5,22781,0.700438276209977,22688,0.197405458173622,0.598295985784171,142.75,0.00695652173913044,0.539461721509022,-0.400890527610549,"CV2_dominant"
0.75,22901,0.151048046854514,0.374683549494994,22901,22901,1.5491648482178,23089,0.1706716878093,0.248906388062534,24501.5,22436.5,0.611561698932976,22995,0.321719734663814,0.623589937557529,1032.5,0.000967585873246251,0.649266148295493,-0.301870202893714,"CV2_dominant"
0.76,23207,0.0562719515233208,0.208788985217556,22707.5,21938.5,0.224540683776462,23397,0.19212776839462,0.23471144836254,22773,22390,0.616126256938775,23302,0.24839971991794,0.443500433580095,576,0.00173310225303293,0.430344344987808,-0.195100713662155,"CV2_dominant"
0.77,23512,0.200225600416246,0.309584395126307,23512,23512,1.54450471619128,23704,0.17318167818518,0.189929154876963,22925.5,22365,0.497068233180883,23608,0.373407278601427,0.49951355000327,280.25,0.00355555555555556,0.576633247299193,-0.126106271401843,"CV2_dominant"
0.78,23817,0.0854174521621126,0.255903667065292,24333.5,23974.5,0.321763167803167,24012,0.129561445459852,0.131996997103224,24520.5,24409.5,0.323480363584944,23914,0.214978897621964,0.387900664168516,235,0.00423728813559322,0.356989573663316,-0.172921766546551,"CV2_dominant"
0.79,24123,0.163398474269314,0.293074441778072,24123,23761.5,0.47573855646605,24320,0.154909535542412,0.137208312205711,25070.5,24427,0.363506868421047,24222,0.318308009811726,0.430282753983783,502.5,0.00198609731876862,0.470561269396191,-0.111974744172057,"CV2_dominant"
0.8,24428,0.0445351473516616,0.151396415650266,25895.5,23803.5,0.141001974677718,24628,0.185898858097097,0.183108708532096,25224,24628,0.501637263245852,24528,0.230434005448759,0.334505124182361,1344,0.000743494423791822,0.316067882488605,-0.104071118733602,"CV2_dominant"
0.81,24733,0.109049312472034,0.0998551393608831,24733,25501.5,0.174631147661045,24936,0.189358234307207,0.125852454807389,23501.5,24472,0.390066625744356,24834,0.298407546779241,0.225707594168272,869.5,0.00114876507754164,0.267389047328789,0.0726999526109693,"IOD_dominant"
0.82,25039,0.242204422138742,0.599753898741489,25039,25039,1.9379436759417,25244,0.155660908084556,0.122995487657843,25226.5,24512.5,0.335662714426676,25142,0.397865330223299,0.722749386399332,357,0.00279329608938547,0.798705137994433,-0.324884056176033,"CV2_dominant"
0.83,25344,0.183028776448749,0.603753772622298,25344,25344,1.85810615953769,25552,0.289496134947917,0.216412101990054,25552,26140.5,0.719707814031294,25448,0.472524911396666,0.820165874612352,294.25,0.00338696020321761,0.944207492106437,-0.347640963215686,"CV2_dominant"
0.84,25649,0.122073821574607,0.670577016048858,25649,25649,1.84794339933537,25859,0.0799797891540666,0.158547750778313,25378,24364.5,0.29722836504781,25754,0.202053610728674,0.829124766827171,506.75,0.00196947316592811,0.749510756304505,-0.627071156098497,"CV2_dominant"
0.85,25955,0.191446917106973,0.444820887965066,25955,25955,1.68742907062009,26167,0.0402386686236112,0.145691968123288,25648.5,25672.5,0.252433986409869,26061,0.231685585730584,0.590512856088354,12,0.0769230769230769,0.627831791736496,-0.35882727035777,"CV2_dominant"
0.86,26260,0.245584922904801,0.744130272159399,26260,26260,2.1087234795137,26475,0.0742164960457598,0.3091168324365,26475,26475,1.59279316752726,26368,0.31980141895056,1.0532471045959,0,1,2.04068529473573,-0.733445685645339,"CV2_dominant"
0.87,26565,0.0821639439248302,0.370395397129148,26741,27747.5,0.446940459013165,26783,0.0807585873412,0.306279359296643,27233,26783,0.598774612139367,26674,0.16292253126603,0.676674756425791,278.25,0.0035810205908684,0.582238284973235,-0.513752225159761,"CV2_dominant"
0.88,26871,0.119367833995434,0.521229326326533,28398,26136,0.672853542781035,27091,0.0503069041970453,0.194063495271236,26886.5,26903.5,0.380587036480478,26981,0.16967473819248,0.715292821597769,1122.5,0.000890075656430797,0.619974080213565,-0.545618083405289,"CV2_dominant"
0.89,27176,0.093793128841211,0.415341404413906,26838,27761,0.515287437914349,27399,0.0325434598009394,0.256007989265105,27521.5,27399,0.432753623566095,27288,0.12633658864215,0.671349393679011,400.25,0.00249221183800623,0.549013215419634,-0.545012805036861,"CV2_dominant"
0.9,27482,0.212311550209121,0.619782304038961,27482,26907.5,0.920050458781382,27706,0.0424904916223431,0.190879909227344,27346.5,27706,0.309995014632331,27594,0.254802041831465,0.810662213266305,107.5,0.00921658986175115,0.779131007634273,-0.55586017143484,"CV2_dominant"
0.91,27787,0.0984094849089474,0.409528253101419,28359,27698.5,0.515621744851864,28014,0.0554162707032033,0.229750377248944,29364.5,29446,0.416852619960766,27900,0.153825755612151,0.639278630350363,289.5,0.00344234079173838,0.541046257468991,-0.485452874738212,"CV2_dominant"
0.92,28092,0.131069911416688,0.457540909132424,26647,26682,0.643678709322568,28322,0.0564745793045658,0.236389873770545,29542,29603.5,0.435716066557933,28207,0.187544490721254,0.693930782902969,48.25,0.0203045685279188,0.633120808027768,-0.506386292181715,"CV2_dominant"
0.93,28398,0.086330112724805,0.419469723843828,27629,27730.5,0.518057998437434,28630,0.0788904852901877,0.281649722926004,29674.5,29755,0.556232167358752,28514,0.165220598014993,0.701119446769832,91,0.0108695652173913,0.613644352266385,-0.53589884875484,"CV2_dominant"
0.94,28703,0.269244697632184,0.922508578727135,28703,28703,2.34752313186057,28938,0.0853235987081576,0.299387137197577,28938,29857.5,0.590322083553527,28820,0.354568296340342,1.22189571592471,459.75,0.0021703743895822,1.22333586148219,-0.86732741958437,"CV2_dominant"
0.95,29008,0.163600149713578,0.836650272947288,28855.5,28855.5,2.09809180342204,29246,0.0639296357963754,0.278184754027483,29657.5,29800,0.522164440009816,29127,0.227529785509953,1.11483502697477,71.25,0.013840830449827,1.04223762679225,-0.887305241464818,"CV2_dominant"
0.96,29314,0.0715119239965216,0.377449465545129,30029.5,30080,0.458274897584346,29554,0.0842656340308045,0.316713442527234,29293,29800,0.624755025730809,29434,0.155777558027326,0.694162908072364,278.75,0.00357462019660411,0.592938468030451,-0.538385350045038,"CV2_dominant"
0.97,29619,0.0914263275557808,0.447818564810242,29161,30125,0.549195887842879,29861,0.0935458909096825,0.466602107781737,29097.5,29399.5,0.943128882589843,29740,0.184972218465463,0.914420672591978,633,0.00157728706624606,0.814574232436182,-0.729448454126515,"CV2_dominant"
0.98,29924,0.0767708741715866,0.382081127547799,30067,30109,0.474940968121368,30169,0.0709233335449749,0.366429676223335,29690.5,30014,0.707156000487022,30046,0.147694207716561,0.748510803771133,182.75,0.0054421768707483,0.638598511979286,-0.600816596054572,"CV2_dominant"
0.99,30230,0.0814479901379954,0.375621602099376,29998,30044.5,0.471986336053029,30477,0.123770757477303,0.550251336952286,28898,28909,1.23650552979986,30354,0.205218747615298,0.925872939051661,28.75,0.0336134453781513,0.872190218185029,-0.720654191436363,"CV2_dominant"
1,30535,0.0828746493206955,0.381760359710184,29997.5,30028,0.491771694131112,30785,0.120613814962571,0.493158288830391,29814,29830,1.0917828746896,30660,0.203488464283266,0.874918648540576,23.25,0.0412371134020619,0.83182113183598,-0.671430184257309,"CV2_dominant"
