"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb","iod_emp_scaled","cv2_emp_scaled","iod_nb_scaled","cv2_nb_scaled"
0.01,315,1,315,315,11.2,249.5,2.67499282258962,23.25,1.99402700831025,35.200395344611,2.7905410363309,21.0887573964497,31.8598821192133,2.41591377830105,2.41591377830105,1,0.385884366750185,1,0.265377412516524
0.02,631,316,631,316,6.2,75.8,2.25045203795027,12.781862745098,1.73151680551566,22.3496631974153,2.44109876540306,10.8908723599633,19.1273515717919,1.82454929205105,1.82454929205105,0.506127554718951,0.332253938310068,0.568294027672066,0.230126176618693
0.03,946,632,946,315,4.8,48.8,2.4565639467954,9.85,1.65006790402897,18.4425967542425,2.65870592291378,7.68,15.1773506338464,1.56861591791385,1.56861591791385,0.367806267187883,0.315614053702895,0.437040500753928,0.252078075059883
0.04,1261,947,1261,315,4.4,39.2,2.37422179828921,8.48148148148148,1.56635802469136,15.6088907670946,2.58255513162254,6.9413988657845,12.0977032122742,1.48160454092422,1.48160454092422,0.303241429080068,0.298512254817541,0.341845317751054,0.244396092280621
0.05,1577,1262,1577,316,3.8,28.8,2.75364339487706,8.29721549636804,1.5376221578181,14.9483234539546,2.90361028653707,6.04676649305556,10.8129110475859,1.33500106673234,1.33500106673234,0.29454801109804,0.292641561657409,0.319654297742177,0.276783676564732
0.06,1892,1578,1892,315,4,24.2,2.58976351599912,7.48275862068965,1.40998959417274,14.3744726557885,2.83983776405586,5.54232684472612,10.6017694035443,1.38629436111989,1.38629436111989,0.25612304598986,0.266566426297557,0.300376422057286,0.270350395817627
0.07,2207,1893,2207,315,3.8,21.2,2.24411089600875,7.0948275862069,1.408203125,12.6251875808652,2.48241911842149,5,9.87562273357585,1.33500106673234,1.33500106673234,0.237820988619463,0.26620145340847,0.241611146624067,0.234294514661388
0.08,2523,2208,2523,316,4.2,24.65,2.12640658175813,6.140625,1.28329429651545,11.864509012532,2.35489176942547,4.19287507670453,8.44444444444444,1.43508452528932,1.43508452528932,0.192803011393111,0.240682772929521,0.216057000976188,0.221429738310927
0.09,2838,2524,2838,315,4.6,27.8,1.9307215464425,5.42857142857143,1.09375,11.3067271298132,2.13419873834685,4.125,8.44444444444444,1.52605630349505,1.52605630349505,0.1592092945809,0.201959166295236,0.197318942531902,0.199166541363107
0.1,3153,2839,3153,315,4.6,22.7,2.13860753060841,6.1875,1.280276816609,12.1057044078679,2.57609745371046,3.28943758573388,6.66415925909059,1.52605630349505,1.52605630349505,0.195014509992034,0.240066306451381,0.224159690493939,0.243744650980098
0.11,3469,3154,3469,316,4.6,26.3,2.13561664147906,4.94701086956522,1.24282986111111,10.8781410579961,2.39122656905798,4.02403033943904,7.91501296881527,1.52605630349505,1.52605630349505,0.136489923881406,0.23241595135756,0.182921072843178,0.22509514086725
0.12,3784,3470,3784,315,3.2,13.8,2.26730813149983,6.48076923076923,1.25313210185887,11.5067248534488,2.7085846545436,2.86882716049383,4.83566977883986,1.16315080980568,1.16315080980568,0.208850552508373,0.234520683209173,0.204037642350443,0.257109770081492
0.13,4099,3785,4099,315,5.4,25.8,1.42658102126346,4.95588235294118,0.934256055363322,9.80181473641942,1.62335715516028,3.8507785467128,7.12321785922489,1.68639895357023,1.68639895357023,0.136908468373273,0.169374800074765,0.14676309399216,0.147633573964753
0.14,4415,4100,4415,316,2.2,7.2,3.79205395301268,6,1.90082644628099,10.9874178179876,4.4637532394038,1.77777777777778,4.54387236456213,0.78845736036427,0.78845736036427,0.186168515596342,0.366843636068948,0.186592103363824,0.434168663560771
0.15,4730,4416,4730,315,4.6,21.7,1.49955429227602,4.7,0.903518470343392,9.435746513531,1.74034806714896,3.21523668639053,5.97291508933823,1.52605630349505,1.52605630349505,0.124836287786211,0.163095158993069,0.134465441508999,0.159435449637851
0.16,5045,4731,5045,315,4.8,22.7,1.41784345707851,4.78947368421053,1.04374447670749,9.70863290461067,1.69937965626722,3.4878892733564,6.87076258499514,1.56861591791385,1.56861591791385,0.129057534234682,0.191743115223697,0.14363275458087,0.155302615013932
0.17,5361,5046,5361,316,4.6,17.3,1.81729337103962,4.33799342105263,1.00737434075122,9.81257440153066,2.07130901413327,3.02479338842975,6.46737112980483,1.52605630349505,1.52605630349505,0.107757310887161,0.184312752696851,0.147124552906373,0.192822316041093
0.18,5676,5362,5676,315,2.4,7.2,3.33953177432206,5,1.35930309007232,9.62805791164269,3.61429601044024,1.77777777777778,3.35674431838591,0.8754687373539,0.8754687373539,0.138989878819319,0.256211251900149,0.140925927819086,0.348476634706323
0.19,5991,5677,5991,315,5.6,26.3,1.16629876946502,4.5,0.767431499220316,8.28145335668964,1.33038304854193,3.73012439156301,6.51485696134821,1.7227665977411,1.7227665977411,0.115400560430807,0.135292801260866,0.0956882540368886,0.118078765621338
0.2,6307,5992,6307,316,4.8,20.05,1.45029646000106,3.82142857142857,0.833333333333333,8.18913196672986,1.65576131744409,2.98765432098765,4.92102530951178,1.56861591791385,1.56861591791385,0.0833864854749693,0.148756444048252,0.0925868202070699,0.150902459453921
0.21,6622,6308,6622,315,3.6,14.3,1.98383718487605,4,1.15384615384615,8.47363874979823,2.4442065604204,2.52892561983471,5.24638414803329,1.28093384546206,1.28093384546206,0.0918112420422949,0.214236717583002,0.102144507349839,0.23043968652975
0.22,6937,6623,6937,315,3.4,10.7,2.36326458600416,4,1.21928166351607,8.72204721072728,2.64686232947277,1.85327783558793,3.55742168304147,1.22377543162212,1.22377543162212,0.0918112420422949,0.227605091007866,0.110489511738034,0.25088331031331
0.23,7253,6938,7253,316,4.2,16.8,1.87196986504702,4,1.13524202362042,8.37198608117375,2.13769793879151,2.69029751719362,3.60744176499744,1.43508452528932,1.43508452528932,0.0918112420422949,0.210435922550504,0.09872959965076,0.199519535693189
0.24,7568,7254,7568,315,7.8,35.3,0.814870869845423,5.63793103448276,0.559400230680508,8.2916442002241,0.95719501818427,4.52917729591837,6.89303393768517,2.05412373369555,2.05412373369555,0.169086595383972,0.0927923348334312,0.0960306040264841,0.0804320915156126
0.25,7884,7569,7884,316,6.3,32.95,0.714642541126993,5.3343653250774,0.569308072107799,7.90996695677055,0.901277678627393,4.67818451449778,6.519000733331,1.84042364120834,1.84042364120834,0.154764779041977,0.0948164915138409,0.0832085839568713,0.0747912303734709
0.26,8199,7885,8199,315,10.4,61.8,0.490105247875288,6.375,0.53125,8.12660278994597,0.604170139233539,5.50229568411387,6.6430273868442,2.34180580614733,2.34180580614733,0.203860504387726,0.0870412862417502,0.0904862224548829,0.044819447250645
0.27,8514,8200,8514,315,4.8,18.8,1.32881148456966,5,0.681423611111111,8.83705336995816,1.64336683929268,3.71875,5.93383393787459,1.56861591791385,1.56861591791385,0.138989878819319,0.117721522737511,0.114353015017518,0.149652122246618
0.28,8830,8515,8830,316,4.4,17.55,1.15644521232492,3.82142857142857,0.898150278205382,7.20023632725437,1.63208079125125,2.94365491365132,4.45438797497921,1.48160454092422,1.48160454092422,0.0833864854749693,0.161998445641567,0.0593659773258506,0.148513601881561
0.29,9145,8831,9145,315,0.6,1.8,6.84509682893522,3,5,6.08507833076299,8.51176349560189,-2,-3.22002863464878,-0.510825623765991,-0.510825623765991,0.0446326052652713,1,0.0219034917911541,0.842526141547591
0.3,9460,9146,9460,315,8.6,50.3,0.524745949908305,6.35714285714286,0.522032342348704,8.58789767027467,0.679544146532762,4.61880165289256,6.375,2.15176220325946,2.15176220325946,0.203018028730994,0.0851581330393578,0.105982907979191,0.0524230691731298
0.31,9776,9461,9776,316,9.7,47.5,0.528265141071643,5.75,0.466495616919365,8.59039556157649,0.632680530999955,4.93038280400918,6.97523299684671,2.27207274207516,2.27207274207516,0.174373856402086,0.0738120659256651,0.106066821843464,0.0476955347458098
0.32,10091,9777,10091,315,7.8,42.7,0.551032614752203,6.28571428571429,0.482638888888889,8.8044116339334,0.707162931780662,4.43767313019391,6.15838377201862,2.05412373369555,2.05412373369555,0.199648126104063,0.0771101114223132,0.113256452407106,0.0552092126794668
0.33,10406,10092,10406,315,8.8,40.2,0.510513934662989,5.20689655172414,0.466706302021403,7.90797607707573,0.606222639184026,4.30915576694411,6.22279258057018,2.17475172148416,2.17475172148416,0.14875097608353,0.0738551085661719,0.083141702580418,0.045026500506517
0.34,10722,10407,10722,316,10.1,47.05,0.430655545505071,5.96428571428571,0.446977788678061,8.13617520182383,0.518390422903442,4.75727081283396,6.05720300133109,2.31248640664214,2.31248640664214,0.184483564282877,0.0698246038016851,0.0908077969247204,0.0361661123018639
0.35,11037,10723,11037,315,13.4,78.7,0.275620118789397,6.30188679245283,0.395710059171598,8.7469089300964,0.346448488864259,5.70736917052332,6.38710340102386,2.59525470695687,2.59525470695687,0.200411122925255,0.0593506859527281,0.11132471339122,0.0188208562129226
0.36,11352,11038,11352,315,13.2,63.3,0.337183532732108,5.58653846153846,0.3719723183391,8.11236024949213,0.416343227532656,4.9502984389348,6.52889030402837,2.58021682959233,2.58021682959233,0.166661963851996,0.0545011022127643,0.0900077602392974,0.0258717373621174
0.37,11668,11353,11668,316,11.4,63.05,0.313614665318927,6,0.376275510204082,7.19460885808602,0.444669199565581,4.78613533591731,5.59201094208927,2.43361335540045,2.43361335540045,0.186168515596342,0.0553802376555858,0.0591769287937326,0.0287292208586524
0.38,11983,11669,11983,315,9.2,44.2,0.461345737840888,5.04761904761905,0.408950617283951,8.31372492648398,0.570821954312179,3.96844993141289,6.49628726263567,2.21920348405499,2.21920348405499,0.141236480570605,0.062055711497611,0.0967723813268387,0.0414553301096191
0.39,12298,11984,12298,315,8.2,30.7,0.430285235348871,5,0.425493060628196,8.58592750506385,0.604098317641137,3.71875,4.60775782883705,2.10413415427021,2.10413415427021,0.138989878819319,0.0654353070887675,0.105916722482657,0.0448122019912504
0.4,12614,12299,12614,316,11.8,50.75,0.328869073866568,4.92464246424642,0.346935001811375,7.77393192151853,0.423731452130363,4.23292441188826,6.10001907969416,2.46809953147162,2.46809953147162,0.135434613011589,0.0493860171681523,0.0786386391092577,0.0266170508797649
0.41,12929,12615,12929,315,13.6,62.7,0.227397013318926,5.33333333333333,0.333628399621501,7.44170650445368,0.273906247175597,4.60873745568175,5.73506093527998,2.61006979274201,2.61006979274201,0.154716091078326,0.0466674989203737,0.0674778978329462,0.0115028987502074
0.42,13244,12930,13244,315,15.8,89.7,0.2316706386298,5.9375,0.303638941398866,7.50508567111052,0.275673151712678,5.47926998611387,6.48562615515128,2.76000994003292,2.76000994003292,0.183219850797778,0.0405406989863332,0.0696070500441605,0.0116811415497411
0.43,13560,13245,13560,316,14,69.5,0.306314562825533,5.51450053705693,0.349580454904494,7.83945381049712,0.383359393620535,5.04396967120181,6.68203599638453,2.63905732961526,2.63905732961526,0.163263312778711,0.0499264791436938,0.0808397736801341,0.0225443754291612
0.44,13875,13561,13875,315,6.4,20.8,0.935899157968619,4,0.632530120481928,9,1.17571983099084,3.09375,4.22068812136197,1.85629799036563,1.85629799036563,0.0918112420422949,0.107732658219252,0.119827024790193,0.102476561708987
0.45,14190,13876,14190,315,15.6,62.3,0.269875379139017,4.87155963302752,0.3094482421875,7.65129392458654,0.343094641517425,4.41676097781802,5.84997702613812,2.74727091425549,2.74727091425549,0.132930237398416,0.0417275301529516,0.0745187527787792,0.0184825248952069
0.46,14506,14191,14506,316,9.4,35.85,0.428802983881977,4.68303788246722,0.365407515545281,7.27492170930651,0.54470201939377,3.7297019292259,4.44648485570381,2.24048329126439,2.24048329126439,0.124036038204163,0.0531599231549244,0.0618749491967287,0.0388203884782016
0.47,14821,14507,14821,315,19.8,93.3,0.207938039887254,6,0.244296321945214,7.08106666215134,0.254495735743477,5.4937700249199,5.66357167473865,2.98568193770049,2.98568193770049,0.186168515596342,0.0284170936095608,0.0553626057236713,0.00954479415234523
