"feature_id","rank","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb"
"299528",1,71.6,23724.3,9.26200433888055,331.344972067039,4.627723073562,664.159510663848,9.27597081932748,326.717248993477,654.88353984452,4.2710950739666,4.2710950739666
"329429",2,302.8,189657.2,7.4516974038536,626.344782034346,2.06850984819797,2257.37397388687,7.45499991376113,624.276272186148,2249.91897397311,5.71307252156329,5.71307252156329
"112224",3,44.4,4578.3,5.84851752105744,103.114864864865,2.32240686632579,260.67417793495,5.87104004357996,100.792457998539,254.80313789137,3.79323946943818,3.79323946943818
"217083",4,94.4,24397.3,1.763103701365,258.445974576271,2.73777515440965,167.436989408856,1.77369692170398,255.708199421862,165.663292487152,4.54754107315146,4.54754107315145
"157795",5,71.8,24712.7,8.0131098516484,344.188022284123,4.79370504573987,576.341287348355,8.02703742825007,339.394317238383,568.314249920105,4.27388447605418,4.27388447605418
"534198",6,33.6,5644.8,10,168,5,337,10.0297619047619,163,326.970238095238,3.51452606696916,3.51452606696916
"312769",7,35.2,3163.7,3.22923564486167,89.8778409090909,2.55334775309917,114.669094699131,3.25764473577076,87.3244931559917,111.41144996336,3.56104608260405,3.56104608260405
"167027",8,28,3330.5,6.55124461464553,118.946428571429,4.24808673469388,184.434849210075,6.58695890035982,114.698341836735,177.847890309715,3.3322045101752,3.3322045101752
"481724",9,23.8,2388.2,10,100.344537815126,4.21615705105572,239,10.0420168067227,96.1283807640703,228.957983193277,3.16968558067743,3.16968558067743
"10226",10,28.4,3756.8,6.74461275729693,132.281690140845,4.65780599087483,192.547002307233,6.77982402490256,127.62388414997,185.76717828233,3.34638914516716,3.34638914516716
"178462",11,40.4,3947.3,5.01681327570486,97.7054455445545,2.41845162238996,203.679256338476,5.04156575095239,95.2869939221645,198.637690587524,3.6988297849671,3.6988297849671
"11310",12,93,14774,2.34115520091554,158.860215053763,1.70817435541681,218.727433685145,2.35190788908759,157.152040698347,216.375525796058,4.53259949315326,4.53259949315326
"457865",13,23,2645,10,115,5,231,10.0434782608696,110,220.95652173913,3.13549421592915,3.13549421592915
"124536",14,22.4,1588.8,2.92065514308195,70.9285714285714,3.16645408163265,66.4226752050356,2.9652980002248,67.7621173469388,63.4573772048108,3.10906095886099,3.10906095886099
"379434",15,113.6,21391.3,1.81704768332217,188.303697183099,1.65760296816108,207.416616825399,1.82585050022358,186.646094214938,205.590766325175,4.73268350628705,4.73268350628705
"266648",16,26.4,2580.3,4.27628914166309,97.7386363636364,3.70222107438017,113.894033339905,4.31416792954187,94.0364152892562,109.579865410364,3.27336401015227,3.27336401015227
"531328",17,22.2,2464.2,10,111,5,223,10.045045045045,106,212.954954954955,3.10009228887823,3.10009228887823
"205134",18,29,3468,7.33028619861096,119.586206896552,4.12366230677765,213.578299759718,7.36476895723165,115.462544589774,206.213530802486,3.36729582998647,3.36729582998647
"419024",19,26,1816.5,1.82290134659994,69.8653846153846,2.68713017751479,48.3954350115983,1.86136288506147,67.1782544378698,46.5340721265369,3.25809653802148,3.25809653802148
"492548",20,21.2,1712.7,2.12305134513604,80.7877358490566,3.81074225703097,46.008688516884,2.17022115645679,76.9769935920256,43.8384673604272,3.05400118167797,3.05400118167797
"38928",21,22,1356.5,2.01584005784992,61.6590909090909,2.80268595041322,45.3484812726983,2.06129460330447,58.8564049586777,43.2871866693939,3.09104245335832,3.09104245335832
"200263",22,30.2,1895.2,3.24208903899902,62.7549668874172,2.07797903600719,98.9110889777704,3.27520162178048,60.67698785141,95.6358873559899,3.40784192438082,3.40784192438082
"351506",23,51.6,8630.3,3.77887022925769,167.253875968992,3.24135418544559,195.989703829697,3.79825007421893,164.012521783547,192.191453755478,3.94352167248752,3.94352167248752
"287107",24,89.4,3358.3,1.07003069549386,37.5648769574944,0.420188780285172,96.6607441771511,1.08121637782048,37.1446881772092,95.5795277993307,4.49312068217947,4.49312068217947
"553278",25,23.4,1338.3,1.63239206944571,57.1923076923077,2.44411571334648,39.1979744250297,1.67512711218076,54.7481919789612,37.5228473128489,3.15273602236366,3.15273602236366
"219715",26,17.4,1513.8,4.73291102430188,87,5,83.3526518228526,4.79038228866969,82,78.5622695341829,2.85647020622048,2.85647020622048
"37170",27,250.6,72557.8,1.4078683859491,289.536312849162,1.15537235773808,353.811817518844,1.41185880893394,288.380940491424,352.39995870991,5.52385804246197,5.52385804246197
"25153",28,16.2,1195.2,3.05365041871507,73.7777777777778,4.55418381344307,50.4691367831841,3.11537881377679,69.2235939643347,47.3537579694073,2.78501124223834,2.78501124223834
"425265",29,21.6,1289.3,2.57365003240268,59.6898148148148,2.76341735253772,56.5908406998979,2.61994632869898,56.9263974622771,53.9708943711989,3.07269331469012,3.07269331469012
