"feature_id","rank","mu","variance","alpha_gene_wise","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","log_ratio_emp","log_ratio_nb"
"320904",1,298.6,386404.8,4.00308867130952,1294.05492297388,4.33374053239745,1196.32227725302,4.00643763313136,1289.72118244148,1192.31583961989,5.69910488510509,5.69910488510509
"329429",2,99,14306,7.4516974038536,144.50505050505,1.45964697479849,738.718042981506,7.46179841395461,143.045403530252,731.256244567551,4.59511985013459,4.59511985013459
"257905",3,92.6,41502.8,10,448.194384449244,4.84011214308039,927,10.0107991360691,443.354272306164,916.989200863931,4.52828914165213,4.52828914165213
"320902",4,53.6,10361.3,6.78405233497254,193.307835820895,3.60648947427044,364.625205154528,6.80270905139045,189.701346346625,357.822496103138,3.98154906807676,3.98154906807676
"190379",5,192.6,132047.3,2.81416206804552,685.603842159917,3.55972919086146,543.007614305568,2.81935417604137,682.044112969055,540.188260129526,5.26061549936403,5.26061549936403
"485900",6,39.6,1902.3,3.14319324978886,48.0378787878788,1.21307774716866,125.470452691639,3.16844577504139,46.8248010407101,122.302006916597,3.67882911826043,3.67882911826043
"386526",7,28.8,1153.7,6.85469268148985,40.0590277777778,1.39093846450617,198.415149226908,6.88941490371207,38.6680893132716,191.525734323196,3.3603753871419,3.3603753871419
"58773",8,21.4,882.8,3.06495230007928,41.2523364485981,1.92767927329898,66.5899792216966,3.1116812720419,39.3246571752992,63.4782979496547,3.06339092202781,3.06339092202781
"68989",9,31.8,2886.2,3.18406076334582,90.7610062893082,2.85411969463233,102.253132274397,3.21550730422633,87.9068865946758,99.0376249701709,3.45946628978613,3.45946628978613
"60050",10,18.2,1251.2,4.31241007010473,68.7472527472528,3.77732157951938,79.4858632759061,4.36735512504978,64.9699311677334,75.1185081508563,2.90142159408275,2.90142159408275
"579569",11,58.8,15176.7,8.38619735078277,258.107142857143,4.38957725947522,494.108404226027,8.40320415350386,253.717565597668,485.705200072523,4.07414185490458,4.07414185490458
"360822",12,61.4,5710.3,2.8267660589941,93.0016286644951,1.5146845059364,174.563436022238,2.84305270394524,91.4869441585587,171.720383318293,4.1174098351531,4.1174098351531
"138767",13,23.4,1350.8,3.92393647039165,57.7264957264957,2.46694426181606,92.8201134071645,3.96667151312669,55.2595514646797,88.8534418940378,3.15273602236366,3.15273602236366
"71210",14,17.8,1141.2,5.24445901259508,64.1123595505618,3.60181795227875,94.3513704241925,5.30063878787598,60.510541598283,89.0507316363165,2.87919845729804,2.87919845729804
"229193",15,16.6,584.3,2.1925656097749,35.1987951807229,2.12040934823632,37.3965891222634,2.25280657363032,33.0783858324866,35.1437825486331,2.8094026953625,2.8094026953625
