"feature_id","rank_trt","iod_fitted_trt","cv2_fitted_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_fitted_ctrl","cv2_fitted_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod","composite_cv2","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"196303",118,1.79821016892191,0.548033973522635,1,1930,1930,3,2.13097060948358,0.666630096312933,1,1842,1842,60,3.92918077840549,1.21466406983557,2.71451670856992,1,1930,1930
"540830",57,1.98305668552428,0.599276584980259,1,1869,1869,85,1.85272908425537,0.5842441678775,1,1924,1924,71,3.83578576977965,1.18352075285776,2.65226501692189,1,1924,1924
"416922",36,2.06472459414584,0.631838722389062,1,1848,1848,173,1.66937600819881,0.521286254241886,1,2012,2012,104,3.73410060234465,1.15312497663095,2.58097562571371,1,2012,2012
"338003",245,1.56277829162104,0.48508947239884,1,2057,2057,20,2.06012184103822,0.649815892941675,1,1859,1859,132,3.62290013265927,1.13490536534052,2.48799476731875,1,2057,2057
"263350",213,1.60905719669654,0.495386911903267,1,2025,2025,74,1.88249939097295,0.593474030112546,1,1913,1913,144,3.49155658766949,1.08886094201581,2.40269564565368,1,2025,2025
"78329",106,1.82839459285117,0.553933542322881,1,1918,1918,184,1.65296482006227,0.517832974472242,1,2023,2023,145,3.48135941291343,1.07176651679512,2.40959289611831,1,2023,2023
"170932",204,1.6227903119601,0.494969134856888,1,2016,2016,117,1.77623390875368,0.559557592989108,1,1956,1956,160,3.39902422071378,1.054526727846,2.34449749286779,1,2016,2016
"435219",24,2.11709224375184,0.649926092504657,1,1836,1836,312,1.50965177891248,0.470905155165042,1,2151,2151,168,3.62674402266433,1.1208312476697,2.50591277499463,1,2151,2151
"157980",338,1.47541785018052,0.473218174111025,1,2150,2150,7,2.11428879328372,0.664834307903814,1,1846,1846,172,3.58970664346424,1.13805248201484,2.4516541614494,1,2150,2150
"373019",58,1.97911393674099,0.597783341386759,1,1870,1870,287,1.53107840851999,0.478940839957318,1,2126,2126,172,3.51019234526098,1.07672418134408,2.4334681639169,1,2126,2126
"433098",287,1.51931957011209,0.481351664484691,1,2099,2099,79,1.86867102492124,0.589356354958774,1,1918,1918,183,3.38799059503333,1.07070801944347,2.31728257558986,1,2099,2099
"81216",259,1.54658792927944,0.48201419740019,1,2071,2071,111,1.78872469998407,0.564152512230081,1,1950,1950,185,3.33531262926351,1.04616670963027,2.28914591963324,1,2071,2071
"1941",322,1.48822251964361,0.475325269199175,1,2134,2134,62,1.91811884652054,0.60551211726272,1,1901,1901,192,3.40634136616416,1.08083738646189,2.32550397970226,1,2134,2134
"294806",215,1.60607731279777,0.495773731268571,1,2027,2027,241,1.57919191638018,0.498861029502137,1,2080,2080,228,3.18526922917795,0.994634760770708,2.19063446840724,1,2080,2080
"351154",451,1.41571343667601,0.474608855872191,1,2263,2263,9,2.10756433236834,0.66339369580551,1,1848,1848,230,3.52327776904436,1.1380025516777,2.38527521736665,1,2263,2263
"233923",303,1.50402601990379,0.479879807814427,1,2115,2115,182,1.65597987146077,0.517584310338293,1,2021,2021,242,3.16000589136456,0.99746411815272,2.16254177321184,1,2115,2115
"461570",292,1.51435249317194,0.482433581050032,1,2104,2104,191,1.64265326205566,0.518537421924663,1,2030,2030,242,3.1570057552276,1.00097100297469,2.15603475225291,1,2104,2104
"73573",12,2.17335975509206,0.667481994875672,1,1824,1824,472,1.42393961296898,0.465700439225657,1,2311,2311,242,3.59729936806104,1.13318243410133,2.46411693395972,1,2311,2311
"417472",291,1.5153322800752,0.482234279723514,1,2103,2103,206,1.62488327665199,0.519692019715961,1,2045,2045,248,3.14021555672718,1.00192629943948,2.13828925728771,1,2103,2103
"9568",59,1.97531340578149,0.596324120619528,1,1871,1871,440,1.43586112045409,0.466165610479607,1,2279,2279,250,3.41117452623558,1.06248973109913,2.34868479513645,1,2279,2279
"116696",419,1.42963777377793,0.474962653448358,1,2231,2231,91,1.83732062096021,0.57957851320073,1,1930,1930,255,3.26695839473814,1.05454116664909,2.21241722808905,1,2231,2231
"433694",42,2.04028146158134,0.621018134645453,1,1854,1854,471,1.42431266512324,0.465669932791684,1,2310,2310,256,3.46459412670458,1.08668806743714,2.37790605926745,1,2310,2310
"578601",120,1.79389239499636,0.546681397412456,1,1932,1932,399,1.45321904666844,0.466590633605165,1,2238,2238,260,3.2471114416648,1.01327203101762,2.23383941064718,1,2238,2238
"429647",353,1.4667955316072,0.475919920960848,1,2165,2165,172,1.67097998209442,0.52210332169102,1,2011,2011,262,3.13777551370163,0.998023242651868,2.13975227104976,1,2165,2165
"2937",320,1.4898016322295,0.475562311569888,1,2132,2132,233,1.58958740980495,0.501166035174549,1,2072,2072,276,3.07938904203445,0.976728346744437,2.10266069529001,1,2132,2132
"543854",226,1.58936993996156,0.492879102645645,1,2038,2038,326,1.4986697434075,0.470858045983732,1,2165,2165,276,3.08803968336906,0.963737148629377,2.12430253473968,1,2165,2165
"487422",160,1.70258722431015,0.516054919541546,1,1972,1972,396,1.45459984937202,0.466900335826494,1,2235,2235,278,3.15718707368217,0.98295525536804,2.17423181831413,1,2235,2235
"264270",417,1.43059437257978,0.475069619571514,1,2229,2229,141,1.72532753026451,0.541215656093556,1,1980,1980,279,3.15592190284428,1.01628527566507,2.13963662717921,1,2229,2229
"121081",531,1.38968080931681,0.477300615995546,1,2343,2343,28,2.0311971258493,0.642411807995131,1,1867,1867,280,3.42087793516612,1.11971242399068,2.30116551117544,1,2343,2343
"313448",28,2.09749943089182,0.644169332137665,1,1840,1840,533,1.40303252328624,0.462724614357853,1,2372,2372,280,3.50053195417806,1.10689394649552,2.39363800768254,1,2372,2372
"410816",140,1.74613645445083,0.530965102885233,1,1952,1952,449,1.43227068435863,0.465906854652758,1,2288,2288,294,3.17840713880946,0.996871957537991,2.18153518127147,1,2288,2288
"220990",511,1.39536368529912,0.476222012325479,1,2323,2323,84,1.85532924022834,0.585148413759029,1,1923,1923,298,3.25069292552746,1.06137042608451,2.18932249944295,1,2323,2323
"330481",392,1.44402310807379,0.475320695308142,1,2204,2204,223,1.60009058674768,0.510700084952455,1,2062,2062,308,3.04411369482148,0.986020780260596,2.05809291456088,1,2204,2204
"562174",455,1.41412066232886,0.474633563934617,1,2267,2267,167,1.68034720780111,0.524842988033186,1,2006,2006,311,3.09446787012996,0.999476551967803,2.09499131816216,1,2267,2267
"450375",609,1.36946154253519,0.47317024534334,1,2421,2421,41,1.98568676873776,0.62745145859202,1,1880,1880,325,3.35514831127296,1.10062170393536,2.2545266073376,1,2421,2421
"179885",456,1.41369937755496,0.474641858029599,1,2268,2268,202,1.62877422615065,0.518896620010779,1,2041,2041,329,3.04247360370562,0.993538478040378,2.04893512566524,1,2268,2268
"410326",260,1.54508287719875,0.481441942806669,1,2072,2072,406,1.45021048751858,0.466940473265254,1,2245,2245,333,2.99529336471733,0.948382416071922,2.0469109486454,1,2245,2245
"472507",22,2.12747219694916,0.652358055753581,1,1834,1834,675,1.3668970045818,0.446203437949691,1,2514,2514,348,3.49436920153096,1.09856149370327,2.39580770782769,1,2514,2514
"214297",242,1.56615121850916,0.486623837243144,1,2054,2054,466,1.42595884097989,0.465749270235392,1,2305,2305,354,2.99211005948905,0.952373107478536,2.03973695201051,1,2305,2305
"39125",325,1.48618556502583,0.474648377971675,1,2137,2137,388,1.4592508244059,0.466831668557347,1,2227,2227,356,2.94543638943173,0.941480046529023,2.00395634290271,1,2227,2227
"88735",418,1.43002821108655,0.47494814932702,1,2230,2230,296,1.52425390502435,0.47546283642555,1,2135,2135,357,2.9542821161109,0.950410985752569,2.00387113035833,1,2230,2230
"15944",692,1.35211533164772,0.475464607528238,1,2504,2504,37,1.99907631814338,0.630997240654203,1,1876,1876,364,3.3511916497911,1.10646184818244,2.24472980160866,1,2504,2504
"128394",108,1.82318383817829,0.553011358483758,1,1920,1920,633,1.37741545485824,0.452773960343052,1,2472,2472,370,3.20059929303653,1.00578531882681,2.19481397420972,1,2472,2472
"315620",82,1.8977438488954,0.572852768096482,1,1894,1894,665,1.36874100652346,0.44549210896605,1,2504,2504,374,3.26648485541887,1.01834487706253,2.24813997835633,1,2504,2504
"419679",364,1.46015878553328,0.475830044827887,1,2176,2176,384,1.46132846194632,0.467352069840672,1,2223,2223,374,2.9214872474796,0.943182114668559,1.97830513281104,1,2223,2223
"449384",737,1.34285545429543,0.471788287220704,1,2549,2549,19,2.06417099772079,0.650090055198728,1,1858,1858,378,3.40702645201623,1.12187834241943,2.28514810959679,1,2549,2549
"237065",297,1.50992236161255,0.482457143453814,1,2109,2109,474,1.42323783413917,0.465696512256045,1,2313,2313,386,2.93316019575173,0.948153655709859,1.98500654004187,1,2313,2313
"38366",635,1.36448714187929,0.473340960583471,1,2447,2447,144,1.71924995522409,0.539154196367036,1,1983,1983,390,3.08373709710338,1.01249515695051,2.07124194015287,1,2447,2447
"251515",446,1.41774655774793,0.474608756667919,1,2258,2258,366,1.4716231544453,0.467882620313048,1,2205,2205,406,2.88936971219323,0.942491376980968,1.94687833521226,1,2258,2258
"443456",97,1.85301999685447,0.560988639835898,1,1909,1909,719,1.35336273745639,0.442952340031979,1,2558,2558,408,3.20638273431086,1.00394097986788,2.20244175444299,1,2558,2558
"94192",593,1.37282838160479,0.471247976933,1,2405,2405,231,1.5924710365382,0.502627958989564,1,2070,2070,412,2.96529941814299,0.973875935922564,1.99142348222043,1,2405,2405
"65376",293,1.51337941944439,0.48262456207965,1,2105,2105,534,1.40258615753055,0.462409640566761,1,2373,2373,414,2.91596557697494,0.945034202646411,1.97093137432853,1,2373,2373
"402598",706,1.34832715330197,0.475212741388532,1,2518,2518,124,1.76019112254261,0.553743465113314,1,1963,1963,415,3.10851827584457,1.02895620650185,2.07956206934273,1,2518,2518
"556848",278,1.527797106854,0.48148449889112,1,2090,2090,563,1.39387281559971,0.457609331443564,1,2402,2402,420,2.9216699224537,0.939093830334684,1.98257609211902,1,2402,2402
"329429",66,1.95046155369516,0.588493416093883,1,1878,1878,779,1.34499240660648,0.438069377295562,1,2618,2618,422,3.29545396030164,1.02656279338945,2.2688911669122,1,2618,2618
"21619",398,1.44018330090978,0.474968218740059,1,2210,2210,469,1.42495613079984,0.465706235017933,1,2308,2308,434,2.86513943170962,0.940674453757993,1.92446497795163,1,2308,2308
"463187",19,2.1407548152589,0.656620521334091,1,1831,1831,853,1.33337506061491,0.423501069040714,1,2692,2692,436,3.47412987587381,1.08012159037481,2.39400828549901,1,2692,2692
"469917",641,1.3627983730853,0.473405912769636,1,2453,2453,234,1.58811640362944,0.500322632774214,1,2073,2073,438,2.95091477671474,0.97372854554385,1.97718623117089,1,2453,2453
"355309",79,1.90720357844202,0.575605556753516,1,1891,1891,804,1.33927691264557,0.439323414523585,1,2643,2643,442,3.2464804910876,1.0149289712771,2.23155151981049,1,2643,2643
"186870",557,1.38167505475496,0.475364865803954,1,2369,2369,339,1.48916802129725,0.470976760072631,1,2178,2178,448,2.87084307605221,0.946341625876585,1.92450145017563,1,2369,2369
"116878",220,1.59841024216132,0.496060671363011,1,2032,2032,700,1.35787818490235,0.445080819461339,1,2539,2539,460,2.95628842706367,0.94114149082435,2.01514693623932,1,2539,2539
"225502",332,1.48032610904374,0.474166127961666,1,2144,2144,604,1.38396658520833,0.454404286863564,1,2443,2443,468,2.86429269425207,0.928570414825231,1.93572227942684,1,2443,2443
"141038",889,1.31829367858234,0.457178195805227,1,2701,2701,64,1.91174088645181,0.603023595135795,1,1903,1903,476,3.23003456503415,1.06020179094102,2.16983277409312,1,2701,2701
"82010",369,1.45731702997682,0.47529479434877,1,2181,2181,611,1.38277455633613,0.454247032710043,1,2450,2450,490,2.84009158631295,0.929541827058813,1.91054975925414,1,2450,2450
"220839",274,1.53239763779061,0.483430497264635,1,2086,2086,735,1.34980144882985,0.437052792631917,1,2574,2574,504,2.88219908662046,0.920483289896552,1.96171579672391,1,2574,2574
"317080",801,1.32954588814732,0.467400756541622,1,2613,2613,239,1.58169997885966,0.499131956902318,1,2078,2078,520,2.91124586700698,0.966532713443939,1.94471315356304,1,2613,2613
"220782",875,1.3195318107264,0.461713562366356,1,2687,2687,181,1.65724447707726,0.518666599337848,1,2020,2020,528,2.97677628780366,0.980380161704204,1.99639612609946,1,2687,2687
"234870",832,1.32563452971067,0.464331481141471,1,2644,2644,235,1.58672502507795,0.499546990591,1,2074,2074,534,2.91235955478862,0.963878471732471,1.94848108305615,1,2644,2644
"312838",879,1.31883664547888,0.459798142496709,1,2691,2691,195,1.63692454780539,0.518812079781867,1,2034,2034,537,2.95576119328427,0.978610222278576,1.9771509710057,1,2691,2691
"244779",648,1.36104964302115,0.473875603976239,1,2460,2460,429,1.44004470320954,0.46625083713684,1,2268,2268,538,2.80109434623068,0.94012644111308,1.8609679051176,1,2460,2460
"7548",709,1.3474441280066,0.47503305682153,1,2521,2521,368,1.47029637346748,0.467874468366176,1,2207,2207,538,2.81774050147408,0.942907525187707,1.87483297628637,1,2521,2521
"116908",150,1.72388174910304,0.523073296046675,1,1962,1962,930,1.32152411644762,0.421866374855568,1,2769,2769,540,3.04540586555066,0.944939670902244,2.10046619464842,1,2769,2769
"59055",628,1.36605508766513,0.474083988859718,1,2440,2440,453,1.43076374892564,0.465829065459275,1,2292,2292,540,2.79681883659077,0.939913054318993,1.85690578227178,1,2440,2440
"336624",837,1.32511785694192,0.463338279593131,1,2649,2649,254,1.56456672852278,0.493314011703717,1,2093,2093,546,2.88968458546469,0.956652291296848,1.93303229416784,1,2649,2649
"441933",526,1.3909905119317,0.476939918533958,1,2338,2338,573,1.39070073641869,0.453979778245412,1,2412,2412,550,2.7816912483504,0.93091969677937,1.85077155157103,1,2412,2412
"474574",700,1.34998020615126,0.474306410742884,1,2512,2512,401,1.45239631464688,0.466716816905773,1,2240,2240,550,2.80237652079813,0.941023227648657,1.86135329314948,1,2512,2512
"555084",673,1.35507598879497,0.472467129394261,1,2485,2485,428,1.44046113215325,0.466343409811088,1,2267,2267,550,2.79553712094821,0.938810539205349,1.85672658174286,1,2485,2485
"200138",422,1.42819974139866,0.474873567008842,1,2234,2234,697,1.35838187735487,0.445760099280733,1,2536,2536,560,2.78658161875353,0.920633666289575,1.86594795246396,1,2536,2536
"492869",811,1.32635401102596,0.46763246704387,1,2623,2623,313,1.50915805206898,0.471350127745382,1,2152,2152,562,2.83551206309494,0.938982594789252,1.89652946830569,1,2623,2623
"17916",931,1.30993034382902,0.453105784984587,1,2743,2743,196,1.63551047914314,0.518865216158829,1,2035,2035,564,2.94544082297216,0.971971001143416,1.97346982182874,1,2743,2743
"196968",1039,1.28769141568932,0.443900447108746,1,2851,2851,103,1.80764493115259,0.57034196689817,1,1942,1942,571,3.09533634684192,1.01424241400692,2.081093932835,1,2851,2851
"282173",340,1.47379203787614,0.472949840434126,1,2152,2152,814,1.33846546054502,0.439716434641639,1,2653,2653,577,2.81225749842116,0.912666275075765,1.8995912233454,1,2653,2653
"84957",1141,1.27210651518607,0.434795435676847,1,2953,2953,13,2.08986395591738,0.658410750706656,1,1852,1852,577,3.36197047110345,1.0932061863835,2.26876428471994,1,2953,2953
"183624",428,1.42540939366677,0.474564545921396,1,2240,2240,730,1.35081917172778,0.436977101053898,1,2569,2569,579,2.77622856539455,0.911541646975294,1.86468691841925,1,2569,2569
"136912",286,1.52033368281161,0.481109110874058,1,2098,2098,889,1.32532493640122,0.421534737574106,1,2728,2728,588,2.84565861921283,0.902643848448164,1.94301477076466,1,2728,2728
"85804",254,1.55238489026829,0.483018155411401,1,2066,2066,925,1.32296435701755,0.421997809819004,1,2764,2764,590,2.87534924728584,0.905015965230405,1.97033328205544,1,2764,2764
"576100",538,1.38734794435607,0.477052021989721,1,2350,2350,649,1.3724891521299,0.451473810203652,1,2488,2488,594,2.75983709648597,0.928525832193372,1.83131126429259,1,2488,2488
"96144",699,1.35025881925787,0.474749728246593,1,2511,2511,493,1.41665783266114,0.465707769440655,1,2332,2332,596,2.76691665191902,0.940457497687248,1.82645915423177,1,2511,2511
"336349",308,1.49956151217725,0.478470696493673,1,2120,2120,887,1.32619128511533,0.421229716736889,1,2726,2726,598,2.82575279729258,0.899700413230562,1.92605238406202,1,2726,2726
"492950",573,1.37655725692423,0.473611917694029,1,2385,2385,624,1.37902342802533,0.453557300319574,1,2463,2463,598,2.75558068494956,0.927169218013603,1.82841146693596,1,2463,2463
"144708",252,1.5546770246533,0.482792783225136,1,2064,2064,961,1.31641762409873,0.417052745694818,1,2800,2800,606,2.87109464875203,0.899845528919954,1.97124911983208,1,2800,2800
"347457",155,1.7119503281416,0.518401090485725,1,1967,1967,1080,1.30142390579965,0.403230284217955,1,2919,2919,618,3.01337423394125,0.921631374703679,2.09174285923757,1,2919,2919
"206358",799,1.32976841741754,0.46769063558537,1,2611,2611,443,1.4346539718839,0.46603436819953,1,2282,2282,621,2.76442238930144,0.9337250037849,1.83069738551654,1,2611,2611
"301431",434,1.42286771375404,0.474518796162215,1,2246,2246,865,1.32886003673718,0.419340658047886,1,2704,2704,650,2.75172775049123,0.893859454210101,1.85786829628113,1,2704,2704
"317751",662,1.3563321508758,0.471363636991441,1,2474,2474,650,1.37218203776865,0.450945246959861,1,2489,2489,656,2.72851418864445,0.922308883951303,1.80620530469315,1,2489,2489
"441932",808,1.32770280861189,0.46740582348599,1,2620,2620,521,1.407282464329,0.464062140501255,1,2360,2360,664,2.73498527294089,0.931467963987245,1.80351730895364,1,2620,2620
"55036",1056,1.28671994603405,0.443684086490919,1,2868,2868,281,1.53733511013013,0.480270334974534,1,2120,2120,668,2.82405505616418,0.923954421465453,1.90010063469873,1,2868,2868
"292529",1007,1.29393732518656,0.44514218448407,1,2819,2819,343,1.48648800948581,0.471466669261076,1,2182,2182,675,2.78042533467237,0.916608853745146,1.86381648092723,1,2819,2819
"146923",789,1.33225195957141,0.468648950418185,1,2601,2601,566,1.39286115152686,0.456498762433796,1,2405,2405,678,2.72511311109827,0.925147712851981,1.79996539824629,1,2601,2601
"386298",237,1.57358237395738,0.489516767250791,1,2049,2049,1120,1.29533318250492,0.40273746837893,1,2959,2959,678,2.8689155564623,0.892254235629721,1.97666132083258,1,2959,2959
"68989",1318,1.24833490719209,0.427297269455231,1,3130,3130,57,1.93424501237081,0.610326523967956,1,1896,1896,688,3.1825799195629,1.03762379342319,2.14495612613971,1,3130,3130
"467094",588,1.37352818259251,0.470903568093462,1,2400,2400,801,1.34170309324384,0.438402313021868,1,2640,2640,694,2.71523127583635,0.90930588111533,1.80592539472102,1,2640,2640
"477302",677,1.35445308531757,0.473427065562191,1,2489,2489,731,1.35092235119015,0.436893522159266,1,2570,2570,704,2.70537543650772,0.910320587721458,1.79505484878626,1,2570,2570
"478668",536,1.38834213976065,0.477384343894414,1,2348,2348,898,1.32512395951761,0.420539876664591,1,2737,2737,717,2.71346609927826,0.897924220559005,1.81554187871926,1,2737,2737
"108381",1256,1.25633432112369,0.42874298245059,1,3068,3068,179,1.66053922680669,0.52021867314096,1,2018,2018,718,2.91687354793038,0.94896165559155,1.96791189233883,1,3068,3068
"391048",1172,1.26741451405763,0.430814525110785,1,2984,2984,285,1.53291168744715,0.479066714537566,1,2124,2124,728,2.80032620150479,0.909881239648351,1.89044496185644,1,2984,2984
