"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,5838.07207904611,4202.21545692242,5838.07207904611,5020.14376798426,20.1437679842629,1635.85662212369,0.624454424730204,FALSE
