"feature_id","gene_symbol","rank","abs_loading","mu","variance","alpha","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu","var_smooth","d1_sm","d2_sm","nb2_smooth","nb_gap_smooth","alpha_mu_smooth","combined_nb_support"
"214","LOC365036",1,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.236840791942954,0.000224825712131959,-5.31524874341758e-08,0,0,NA,0
"672","-",2,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.236615992460345,0.00022477359980632,-5.1072163843732e-08,0,0,NA,0
"926","-",3,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.2363912440499,0.000224723567804272,-4.89918402532882e-08,0,0,NA,0
"1576","-",4,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.236166544631295,0.000224675616125814,-4.69115166628444e-08,0,0,NA,0
"3279","-",5,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.235941892124207,0.000224629744770946,-4.48311930724006e-08,0,0,NA,0
"4456","Dynlt1",6,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.235717284448312,0.000224585953739669,-4.27508694819568e-08,0,0,NA,0
"5332","Pde10a",7,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.235492719523287,0.000224544243031982,-4.0670545891513e-08,0,0,NA,0
"6396","Cnot3",8,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.235268195268807,0.000224504612647886,-3.85902223010692e-08,0,0,NA,0
"6569","Prkcg",9,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.23504370960455,0.00022446706258738,-3.65098987106254e-08,0,0,NA,0
"6612","-",10,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.234819260450191,0.000224431592850465,-3.44295751201816e-08,0,0,NA,0
"7638","-",11,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.234594845725407,0.00022439820343714,-3.23492515297378e-08,0,0,NA,0
"7955","Fkrp",12,0,0,0,NA,0,0,NA,0,0,0,0,NA,-0.234370463349876,0.000224366894347405,-3.0268927939294e-08,0,0,NA,0
