"comparison","group","manual_leading_edge_n","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","pre_cutoff_size","post_cutoff_size","pre_cutoff_median_log_nb2","post_cutoff_median_log_nb2","post_minus_pre_log_nb2","pre_cutoff_median_nb2_nb1_contrast","post_cutoff_median_nb2_nb1_contrast","post_minus_pre_nb2_nb1_contrast","pre_cutoff_median_log_alpha_mu","post_cutoff_median_log_alpha_mu","post_minus_pre_log_alpha_mu","pre_cutoff_mean_combined_nb_support","post_cutoff_mean_combined_nb_support","post_minus_pre_mean_combined_nb_support","post_cutoff_more_nb2","selection_mode"
"RT2_ZT8","control",5000,5000,5838.07207904611,4202.21545692242,5838.07207904611,4999,26758,2.30258509299405,3.40119738166216,1.09861228866811,0.204946192262302,1.22050210627715,1.01555591401484,0.693147180559946,1.38629436111989,0.693147180559945,0.22780011046768,0.462701764923516,0.234901654455836,TRUE,"manual_5000_local_pair"
"RT2_ZT8","treatment",5000,5000,6660.30752300755,4764.2681341809,6660.30752300755,4999,26758,1.6094379124341,3.51154543883102,1.90210752639692,0.635988766719997,1.26025364022453,0.624264873504529,1.17445048966267,1.46040233327361,0.285951843610947,0.217757394162948,0.396625453706061,0.178868059543112,TRUE,"manual_5000_local_pair"
