"manual_cutoff_rank","cutoff_center_rank","terminal_start_rank","cutoff_range_rank_min","cutoff_range_rank_max","midpoint_rank","midpoint_distance_to_manual","pair_width","support_score","all_supported"
5000,5000,6660.30752300755,4764.2681341809,6660.30752300755,5712.28782859423,712.287828594226,1896.03938882665,0.749507084652452,TRUE
