"feature_id","pc1_loading","pc1_loading_abs","baseMean","dispGeneEst","gene_symbol","rank"
"157795",-0.0309990404522689,0.0309990404522689,104.001183561597,6.09747880149874,"-",1
"133139",-0.0256314265915497,0.0256314265915497,77.9711684312922,2.88364864363288,"LOC102547127",2
"32631",-0.0255738496524268,0.0255738496524268,83.5851409097663,2.56623372198095,"LOC365050",3
"534198",-0.0241861738042019,0.0241861738042019,36.3725644351864,4.97966319297556,"-",4
"135069",-0.0238815887304611,0.0238815887304611,29.1257740290555,4.56836238676484,"Atp2b4",5
"37466",0.0238814948551706,0.0238814948551706,17.0865849247357,10,"-",6
"120304",-0.0231263610673475,0.0231263610673475,31.9839866767522,4.89274893791686,"Ywhag",7
"191103",-0.0223423016227251,0.0223423016227251,22.9717879504104,4.34644479969274,"Pcdh9",8
"248384",-0.022209518586489,0.022209518586489,26.4928075961334,5.13735957467796,"-",9
"257893",-0.0221885555747482,0.0221885555747482,22.5860490616864,4.44215222458653,"Prkaca",10
"71209",-0.0219780827193043,0.0219780827193043,81.0813855838298,7.93608900119659,"Vamp2",11
"3656",0.021927991557496,0.021927991557496,12.1226680364846,10,"Zbtb2",12
"424073",-0.0218991751164638,0.0218991751164638,28.5101851966385,4.93169663504984,"LOC688867",13
"56517",0.0216892353688538,0.0216892353688538,48.9161064549916,6.11072109190579,"LOC689961",14
"416922",-0.0216595076006897,0.0216595076006897,35.7065882410997,2.37956301891204,"-",15
"172745",-0.0213649136672032,0.0213649136672032,19.1722829558282,4.03705141052538,"Usp34",16
"242641",-0.0212842715127707,0.0212842715127707,18.9223624059487,4.06381126927748,"Srp19",17
"129813",-0.021269180911999,0.021269180911999,19.0493453498604,4.06367467585757,"Tctn1",18
"22582",-0.0212668228681284,0.0212668228681284,19.1422493876428,4.05480979838729,"Plpp4",19
"85211",-0.0211165832024418,0.0211165832024418,19.5800890582677,4.16556864451911,"Cyfip2",20
"313448",-0.0208269576620033,0.0208269576620033,43.2176003068052,2.08478073413055,"Gja1",21
"499613",0.0207491857156132,0.0207491857156132,15.1040620953314,5.75450265551297,"LOC120093719",22
"457865",-0.0207174387691123,0.0207174387691123,34.5176778273521,2.51177440542686,"-",23
"104836",0.0207130564576885,0.0207130564576885,15.6444859501682,5.78967769254035,"Lsamp",24
"372804",0.0206382779020618,0.0206382779020618,9.91098655540821,10,"Alms1",25
"83253",-0.0206266949205532,0.0206266949205532,52.2434721888688,2.04611245408737,"Paqr4",26
"56594",-0.0205360576502424,0.0205360576502424,53.398503900135,2.23159310655772,"Otub1",27
"92285",-0.0205341758823143,0.0205341758823143,20.4854302129129,4.49717334151604,"Usp32",28
"426214",0.0205260153532895,0.0205260153532895,9.52743705215127,10,"-",29
"544520",0.0204351508045829,0.0204351508045829,10.8171668770704,10,"Ranbp3",30
"125388",-0.020397337453944,0.020397337453944,37.8169128091867,1.78194852024689,"Gpr12",31
"481991",-0.0202260614407978,0.0202260614407978,18.6387041520793,4.17000535176586,"Rpl26-ps1",32
"71208",-0.0202088014827465,0.0202088014827465,41.1008815446758,1.9620152673424,"Vamp2",33
"354681",0.0201945568278957,0.0201945568278957,17.1444934144732,5.76208887369882,"Macrod2",34
"329429",-0.0200435247535504,0.0200435247535504,165.82519635926,10,"Mdk",35
"212124",0.0199650426890802,0.0199650426890802,9.03957656253307,10,"Arhgef10",36
"3039",-0.019694624528149,0.019694624528149,55.830513800917,1.71749409321369,"Lrrc14b",37
"435218",-0.019619153632499,0.019619153632499,14.9465051283611,3.8030944014592,"-",38
"359327",-0.0194925411299778,0.0194925411299778,18.3337138278863,4.95728501019896,"-",39
"541696",-0.0193870931281387,0.0193870931281387,33.5126626474799,2.08810409918777,"Ncl",40
"220852",-0.0193714721870506,0.0193714721870506,13.7893091310734,3.79759382232909,"Nmt2",41
"209715",-0.0193488123749166,0.0193488123749166,14.0332707191297,3.66821542995068,"-",42
"28553",-0.0193441274397669,0.0193441274397669,14.3285677011581,3.99348913675286,"LOC120100022",43
