"comparison_name","selected_reason","crossing_id","crossing_rank","rank_cutoff","n_total","leading_edge_union_n","remainder_union_n"
"RT8_ZT14","last_local_amplitude_crossing_before_divergence","crossing_74",30461,30461,31580,31564,16
