"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,155,77,233,0.0576945545417124,0.0674908347011961,1.56495705992097,0.514393130372624,113,202,77,233,157,0.0862861827459374,0.0298239010135625
0.01,310,232,388,0.0791872827364027,0.0916262464011437,1.47041541706783,0.452131463655824,337,388,331,388,157,0.1337403070439,0.047897616712936
0.015,465,387,543,0.0492814198922268,0.0488139496510521,1.36434442470769,0.403567197010301,543,484,476,543,157,0.0677106936886285,0.0158377832401119
0.02,620,542,698,0.0409998925450701,0.0502400094189511,1.32440287399203,0.464211743873636,574,657,542,698,157,0.0494257824131007,0.0169056829360337
0.025,775,697,853,0.0358554630286713,0.0276643739205961,1.28167375550806,0.404371947405531,697,763,729,838,157,0.0380673175638776,0
0.03,930,852,1008,0.0767318692917017,0.0862861474442931,1.30137882652905,0.405519858802425,1008,927,987,897,157,0.128318962031194,0.0438987029362612
0.035,1086,1008,1164,0.0446155439468492,0.0709701727503221,1.23444370991826,0.359715910544135,1034,1117,1049,1119,157,0.0574088346102859,0.03242939071905
0.04,1241,1163,1319,0.077200926288803,0.0312467300174228,1.19708126457464,0.371533810462675,1163,1229,1290,1174,157,0.129354600170831,0.00268263439765992
0.045,1396,1318,1474,0.128664950283391,0.0654692238043081,1.17328669197927,0.362704133791308,1318,1474,1318,1378,157,0.242982808250799,0.0283100250101468
0.05,1551,1473,1629,0.0724171819463887,0.108421372970744,1.14386130491435,0.407088187926184,1509,1607,1473,1567,157,0.118792497650468,0.0604745864587895
0.055,1706,1628,1784,0.120978262224856,0.051688984571777,1.19182069588331,0.333736694636758,1784,1628,1784,1729,157,0.226011251765966,0.0179907427350215
0.06,1861,1783,1939,0.0875243648117059,0.0605956860226771,1.04785045886407,0.311052452576993,1859,1939,1845,1783,157,0.15214787845596,0.0246604938809328
0.065,2016,1938,2094,0.0442080140564152,0.0284331787058712,1.08828423209045,0.237764823986072,2059,1972,1966,2048,157,0.0565090431133382,0.000575716680955172
0.07,2171,2093,2249,0.0735825898028362,0.0863898658552655,1.11943874584055,0.294172551106285,2249,2187,2249,2093,157,0.121365619535076,0.0439763720929348
0.075,2326,2248,2404,0.0697297759359726,0.086879828723337,1.09126012215351,0.337459276293576,2248,2304,2248,2307,157,0.112858932692955,0.0443432790133912
0.08,2481,2403,2559,0.0430016976990181,0.0826807927433776,1.08685899865174,0.286005389045387,2559,2495,2559,2403,157,0.0538455987219124,0.0411988461171671
