"comparison_name","arm","analysis_track","ranking_method","metric_matrix_used","cutoff_anchor_rank","fixed_leading_edge_reference_rank","terminal_start_rank","interval_min_rank","interval_max_rank","left_n","right_n","left_median_log_nb1","right_median_log_nb1","right_left_log_nb1_diff","left_median_log_nb2","right_median_log_nb2","right_left_log_nb2_diff","left_median_nb_gap","right_median_nb_gap","right_left_nb_gap_diff","left_median_log_alpha_mu","right_median_log_alpha_mu","right_left_log_alpha_mu_diff","pre_evs_remainder_size","pre_evs_leading_edge_size","directional_call_nb2","directional_call_gap","directional_call_alpha_mu"
"RT0_ZT6","control","main_cpm","Main analysis: log-transformed CPM-style library-size normalization","raw_counts",26714,26758,27348,26714,27348,5044,5044,1.56861591791385,1.94591014905531,0.377294231141468,2.4423470353692,3.47815842279828,1.03581138742908,1.00786185087685,1.62276690693443,0.614905056057587,1.50407739677627,1.94591014905531,0.441832752279039,26713,5044,"more_NB2_like_on_right","more_NB2_like_on_right","more_NB2_like_on_right"
