"rank","feature_id","mu","empirical_variance.x","log_nb1","log_nb2","log_alpha_mu","nb_gap","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d1_spline","d2_spline"
1,"304",0,0,0,0,0,0,0,0,0,-0.0514994688988008,-0.000263803246551976,-1.41159422415266e-08
2,"672",0,0,0,0,0,0,0,0,0,-0.0517632791124302,-0.000263817089813223,-1.35705802518731e-08
3,"845",0,0,0,0,0,0,0,0,0,-0.0520271028966399,-0.00026383038771248,-1.30252182622196e-08
4,"926",0,0,0,0,0,0,0,0,0,-0.0522909397060679,-0.000263843140249747,-1.24798562725661e-08
5,"1110",0,0,0,0,0,0,0,0,0,-0.0525547889953521,-0.000263855347425025,-1.19344942829126e-08
6,"2081",0,0,0,0,0,0,0,0,0,-0.0528186502191306,-0.000263867009238313,-1.13891322932592e-08
7,"2515",0,0,0,0,0,0,0,0,0,-0.0530825228320414,-0.000263878125689611,-1.08437703036057e-08
8,"2598",0,0,0,0,0,0,0,0,0,-0.0533464062887225,-0.00026388869677892,-1.02984083139522e-08
9,"2674",0,0,0,0,0,0,0,0,0,-0.0536103000438119,-0.000263898722506239,-9.75304632429872e-09
10,"3299",0,0,0,0,0,0,0,0,0,-0.0538742035519476,-0.000263908202871569,-9.20768433464524e-09
11,"4060",0,0,0,0,0,0,0,0,0,-0.0541381162677677,-0.000263917137874909,-8.66232234499176e-09
12,"4233",0,0,0,0,0,0,0,0,0,-0.0544020376459101,-0.000263925527516259,-8.11696035533828e-09
13,"4256",0,0,0,0,0,0,0,0,0,-0.0546659671410129,-0.000263933371795619,-7.57159836568479e-09
14,"4279",0,0,0,0,0,0,0,0,0,-0.054929904207714,-0.00026394067071299,-7.02623637603131e-09
15,"5576",0,0,0,0,0,0,0,0,0,-0.0551938483006515,-0.000263947424268371,-6.48087438637783e-09
16,"5911",0,0,0,0,0,0,0,0,0,-0.0554577988744634,-0.000263953632461763,-5.93551239672435e-09
17,"6569",0,0,0,0,0,0,0,0,0,-0.0557217553837877,-0.000263959295293165,-5.39015040707086e-09
18,"6892",0,0,0,0,0,0,0,0,0,-0.0559857172832625,-0.000263964412762577,-4.84478841741738e-09
19,"7603",0,0,0,0,0,0,0,0,0,-0.0562496840275256,-0.00026396898487,-4.2994264277639e-09
20,"7900",0,0,0,0,0,0,0,0,0,-0.0565136550712151,-0.000263973011615433,-3.75406443811042e-09
21,"7942",0,0,0,0,0,0,0,0,0,-0.0567776298689691,-0.000263976492998876,-3.20870244845693e-09
22,"8136",0,0,0,0,0,0,0,0,0,-0.0570416078754255,-0.00026397942902033,-2.66334045880345e-09
23,"8529",0,0,0,0,0,0,0,0,0,-0.0573055885452224,-0.000263981819679794,-2.11797846914997e-09
24,"8595",0,0,0,0,0,0,0,0,0,-0.0575695713329978,-0.000263983664977268,-1.57261647949649e-09
25,"8739",0,0,0,0,0,0,0,0,0,-0.0578335556933896,-0.000263984964912753,-1.02725448984301e-09
26,"8820",0,0,0,0,0,0,0,0,0,-0.058097541081036,-0.000263985719486248,-4.81892500189526e-10
27,"9679",0,0,0,0,0,0,0,0,0,-0.0583615269505748,-0.000263985928697753,6.34694894639592e-11
28,"9694",0,0,0,0,0,0,0,0,0,-0.0586255127566441,-0.000263985592547269,6.0883147911744e-10
29,"9751",0,0,0,0,0,0,0,0,0,-0.058889497953882,-0.000263984711034795,1.15419346877092e-09
30,"9936",0,0,0,0,0,0,0,0,0,-0.0591534819969264,-0.000263983284160331,1.6995554584244e-09
31,"10879",0,0,0,0,0,0,0,0,0,-0.0594174643404153,-0.000263981311923878,2.24491744807789e-09
32,"10937",0,0,0,0,0,0,0,0,0,-0.0596814444389868,-0.000263978794325435,2.79027943773137e-09
33,"11017",0,0,0,0,0,0,0,0,0,-0.0599454217472789,-0.000263975731365002,3.33564142738485e-09
34,"11317",0,0,0,0,0,0,0,0,0,-0.0602093957199295,-0.00026397212304258,3.88100341703833e-09
35,"11500",0,0,0,0,0,0,0,0,0,-0.0604733658115767,-0.000263967969358168,4.42636540669182e-09
36,"11734",0,0,0,0,0,0,0,0,0,-0.0607373314768585,-0.000263963270311767,4.9717273963453e-09
37,"11758",0,0,0,0,0,0,0,0,0,-0.0610012921704129,-0.000263958025903376,5.51708938599878e-09
38,"12059",0,0,0,0,0,0,0,0,0,-0.0612652473468779,-0.000263952236132995,6.06245137565226e-09
39,"12336",0,0,0,0,0,0,0,0,0,-0.0615291964608916,-0.000263945901000624,6.60781336530575e-09
40,"12384",0,0,0,0,0,0,0,0,0,-0.0617931389670918,-0.000263939020506264,7.15317535495967e-09
41,"12443",0,0,0,0,0,0,0,0,0,-0.0620570743201168,-0.000263931594649914,7.69853734461271e-09
42,"12931",0,0,0,0,0,0,0,0,0,-0.0623210019746043,-0.000263923623431575,8.24389933426619e-09
43,"14858",0,0,0,0,0,0,0,0,0,-0.0625849213851926,-0.000263915106851246,8.78926132391967e-09
44,"14901",0,0,0,0,0,0,0,0,0,-0.0628488320065195,-0.000263906044908927,9.33462331357315e-09
45,"16502",0,0,0,0,0,0,0,0,0,-0.0631127332932231,-0.000263896437604619,9.87998530322663e-09
46,"16970",0,0,0,0,0,0,0,0,0,-0.0633766246999414,-0.000263886284938321,1.04253472928801e-08
47,"17119",0,0,0,0,0,0,0,0,0,-0.0636405056813124,-0.000263875586910033,1.09707092825336e-08
48,"17197",0,0,0,0,0,0,0,0,0,-0.0639043756919741,-0.000263864343519756,1.15160712721871e-08
49,"17276",0,0,0,0,0,0,0,0,0,-0.0641682341865646,-0.000263852554767489,1.20614332618406e-08
50,"17327",0,0,0,0,0,0,0,0,0,-0.0644320806197218,-0.000263840220653232,1.2606795251494e-08
51,"17379",0,0,0,0,0,0,0,0,0,-0.0646959144460837,-0.000263827341176986,1.31521572411475e-08
52,"17636",0,0,0,0,0,0,0,0,0,-0.0649597351202885,-0.00026381391633875,1.3697519230801e-08
53,"17662",0,0,0,0,0,0,0,0,0,-0.0652235420969739,-0.000263799946138524,1.42428812204545e-08
54,"18165",0,0,0,0,0,0,0,0,0,-0.0654873348307782,-0.000263785430576309,1.4788243210108e-08
55,"19428",0,0,0,0,0,0,0,0,0,-0.0657511127763392,-0.000263770369652104,1.53336051997615e-08
56,"19850",0,0,0,0,0,0,0,0,0,-0.066014875388295,-0.000263754763365909,1.58789671894153e-08
57,"20801",0,0,0,0,0,0,0,0,0,-0.0662786221212837,-0.000263738611717725,1.64243291790684e-08
58,"20805",0,0,0,0,0,0,0,0,0,-0.0665423524299431,-0.000263721914707551,1.69696911687219e-08
59,"21012",0,0,0,0,0,0,0,0,0,-0.0668060657689115,-0.000263704672335388,1.75150531583754e-08
60,"21107",0,0,0,0,0,0,0,0,0,-0.0670697615928266,-0.000263686884601234,1.80604151480289e-08
61,"22044",0,0,0,0,0,0,0,0,0,-0.0673334393563266,-0.000263668551505092,1.86057771376823e-08
62,"22297",0,0,0,0,0,0,0,0,0,-0.0675970985140495,-0.000263649673046959,1.91511391273358e-08
63,"22347",0,0,0,0,0,0,0,0,0,-0.0678607385206332,-0.000263630249226837,1.96965011169893e-08
64,"22472",0,0,0,0,0,0,0,0,0,-0.0681243588307158,-0.000263610280044725,2.02418631066428e-08
65,"22789",0,0,0,0,0,0,0,0,0,-0.0683879588989353,-0.000263589765500624,2.07872250962963e-08
66,"22825",0,0,0,0,0,0,0,0,0,-0.0686515381799297,-0.000263568705594532,2.13325870859498e-08
67,"22966",0,0,0,0,0,0,0,0,0,-0.068915096128337,-0.000263547100326452,2.18779490756032e-08
68,"22967",0,0,0,0,0,0,0,0,0,-0.0691786321987953,-0.000263524949696381,2.24233110652567e-08
69,"23297",0,0,0,0,0,0,0,0,0,-0.0694421458459425,-0.000263502253704321,2.29686730549102e-08
70,"24206",0,0,0,0,0,0,0,0,0,-0.0697056365244166,-0.000263479012350271,2.35140350445637e-08
71,"24252",0,0,0,0,0,0,0,0,0,-0.0699691036888557,-0.000263455225634232,2.40593970342172e-08
72,"24364",0,0,0,0,0,0,0,0,0,-0.0702325467938977,-0.000263430893556203,2.46047590238707e-08
73,"24864",0,0,0,0,0,0,0,0,0,-0.0704959652941808,-0.000263406016116184,2.51501210135241e-08
74,"25473",0,0,0,0,0,0,0,0,0,-0.0707593586443428,-0.000263380593314176,2.56954830031776e-08
75,"25630",0,0,0,0,0,0,0,0,0,-0.0710227262990218,-0.000263354625150178,2.62408449928311e-08
76,"25853",0,0,0,0,0,0,0,0,0,-0.0712860677128558,-0.00026332811162419,2.67862069824846e-08
77,"26562",0,0,0,0,0,0,0,0,0,-0.0715493823404828,-0.000263301052736213,2.73315689721381e-08
78,"28553",0,0,0,0,0,0,0,0,0,-0.0718126696365409,-0.000263273448486246,2.78769309617915e-08
79,"28759",0,0,0,0,0,0,0,0,0,-0.072075929055668,-0.000263245298874289,2.8422292951445e-08
80,"29511",0,0,0,0,0,0,0,0,0,-0.0723391600525021,-0.000263216603900343,2.89676549410985e-08
81,"30241",0,0,0,0,0,0,0,0,0,-0.0726023620816813,-0.000263187363564407,2.9513016930752e-08
82,"30514",0,0,0,0,0,0,0,0,0,-0.0728655345978436,-0.000263157577866482,3.00583789204055e-08
83,"31054",0,0,0,0,0,0,0,0,0,-0.073128677055627,-0.000263127246806566,3.0603740910059e-08
84,"31074",0,0,0,0,0,0,0,0,0,-0.0733917889096694,-0.000263096370384661,3.11491028997124e-08
