"Comparison","Analysis","PAS","Gene","Direction","Apeglm_LFC","Std_p","Std_BH","Strong_p","Strong_BH","Weak_p","Weak_BH","EmpP","HBFSS","HCp","Htau","Std","Strong","Weak","HBFSS_sig","Ovlp","Support"
"RT4_ZT10","RawEVS Rem","52694","Rbbp6","downregulated",-3.29833030975196,2.67142228325206e-15,5.74622933127518e-11,2.3335627529627e-08,0.000479453803223717,0.999999988332186,0.999999988332186,4.40980585381112e-13,40.7527857578928,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","248301","-","downregulated",-2.2619837383249,1.85729831793505e-14,1.99752434093915e-10,1.14305452247026e-05,0.0293564977733424,0.999994284727388,0.999999988332186,2.25552909682847e-12,26.34476264668,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","4760","Prkn","downregulated",-2.77907659085464,7.22678231347207e-14,5.18160291875948e-10,1.02060371985976e-06,0.00524233100705966,0.99999948969814,0.999999988332186,7.07922609421985e-12,30.9867434983876,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","529640","Impdh2","downregulated",-2.02217061487176,1.4580894310152e-11,7.84087591528422e-08,0.000372757053049568,0.136761900213508,0.999813621473475,0.999999988332186,6.18128437324117e-10,18.6220099989993,0.0475021845337043,1.3232864175516,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Rem","97948","Rac3","upregulated",2.14558231463906,5.31382167871554e-10,1.95071488399922e-06,0.000530143872902569,0.159085369576871,0.999734928063549,0.999999988332186,1.27960753104617e-08,16.9349164556916,0.0475021845337043,1.3232864175516,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Rem","393496","Mogs","upregulated",2.46419585926682,6.69423016587563e-10,1.95071488399922e-06,0.00014532015114194,0.0895665230131938,0.999927339924429,0.999999988332186,1.55462054340916e-08,19.2413668153115,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","405939","Cntfr","upregulated",7.73412499573828,7.4401078462557e-10,1.95071488399922e-06,1.83921075984494e-07,0.00188942121358871,0.999999908039462,0.999999988332186,1.69942260264122e-08,60.0918202277629,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","57184","Cpsf7","downregulated",-2.00950516324164,8.08996413017172e-10,1.95071488399922e-06,0.00115625088331789,0.255444415576875,0.999421874558341,0.999999988332186,1.82373074419928e-08,15.5516393928116,0.0475021845337043,1.3232864175516,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS"
"RT4_ZT10","RawEVS Rem","18364","-","upregulated",3.40751443426345,8.16198696233984e-10,1.95071488399922e-06,9.14344030736608e-06,0.0268373035078776,0.999995428279846,0.999999988332186,1.83740918036079e-08,26.3598301177901,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
"RT4_ZT10","RawEVS Rem","320258","Snx3","upregulated",2.56939307660649,9.41086812318285e-10,2.02427773329663e-06,0.000110472281128761,0.0782677064852246,0.999944763859436,0.999999988332186,2.07174291055878e-08,19.7423534407507,0.0475021845337043,1.3232864175516,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Strong+HBFSS"
