"percentile","center_rank","lo_rank","hi_rank","iod_local_amplitude","cv2_local_amplitude","iod_local_midpoint","cv2_local_midpoint","iod_peak_rank","iod_trough_rank","cv2_peak_rank","cv2_trough_rank","local_window_n","iod_local_amplitude_scaled","cv2_local_amplitude_scaled"
0.005,155,78,232,0.106764581637383,0.058827630024411,1.57303243180666,0.507043745622962,78,232,113,162,155,0.186893864914472,0.0469840831078293
0.01,309,232,386,0.139372250642977,0.130168860667142,1.41689853937084,0.456258849903669,232,386,232,279,155,0.243974342286695,0.103962450384262
0.015,464,387,541,0.0917759385753135,0.14141655655798,1.26843153764481,0.34355371533274,430,541,431,541,155,0.160655899207756,0.112945689693536
0.02,618,541,695,0.177950946946174,0.119010350290378,1.33562065652435,0.415549683685872,695,655,695,618,155,0.311507240790009,0.0950504412027957
0.025,773,696,850,0.137388919583046,0.130700474900852,1.18969006555642,0.303354898852937,696,850,814,771,155,0.240502475479269,0.104387036710918
0.03,927,850,1004,0.142415648420469,0.329390284306949,1.19973593969364,0.570734456220337,1004,850,1004,850,155,0.249301880355822,0.263075369284257
0.035,1082,1005,1159,0.0880270246776613,0.163447174790754,1.04626498184678,0.26339246726614,1058,1159,1049,1159,155,0.154093338882802,0.130540965884945
0.04,1236,1159,1313,0.0935327783365608,0.193609131506575,1.09125052051081,0.335604805917569,1231,1313,1226,1176,155,0.163731287768075,0.15463052856906
0.045,1391,1314,1468,0.0887284115455511,0.103965044586707,1.04864807903632,0.280193982481791,1429,1468,1380,1335,155,0.155321132787202,0.0830341506728066
0.05,1545,1468,1622,0.0908234276753755,0.194902178448765,1.01893100291329,0.336101583368351,1498,1596,1504,1595,155,0.158988506887827,0.155663251202437
0.055,1700,1623,1777,0.151972889039328,0.199946050133633,1.02106251417331,0.284991163737595,1663,1704,1754,1713,155,0.266032050696796,0.159691659049715
0.06,1854,1777,1931,0.186254772166357,0.360329575543269,1.03510981416927,0.389700339518357,1845,1888,1850,1892,155,0.326043278539355,0.287785768634722
0.065,2009,1932,2086,0.157299521308909,0.198000108707387,1.00200867525944,0.326461462663981,2086,2041,2086,2004,155,0.275356443454885,0.158137486738919
0.07,2163,2086,2240,0.113716382671511,0.0981119943992713,0.955150007124874,0.209107729430488,2101,2235,2100,2149,155,0.199063153113413,0.0783594732070197
0.075,2318,2241,2395,0.217642157772937,0.466789671013968,1.06392515044571,0.458920174198624,2336,2384,2336,2241,155,0.380987621650243,0.372812650920943
0.08,2472,2395,2549,0.148879255578886,0.150219998161413,0.908401977564594,0.182824127869256,2509,2549,2549,2395,155,0.260616573904926,0.11997676729702
0.085,2627,2550,2704,0.188839817899044,0.378560772291792,0.989005419987933,0.385037112166499,2704,2550,2606,2655,155,0.330568460772575,0.302346546671036
0.09,2781,2704,2858,0.379892313115431,0.310828360218383,0.953940805643967,0.194635766498099,2704,2740,2704,2738,155,0.665010264270844,0.248250448007358
0.095,2936,2859,3013,0.277345000509883,0.65773392521941,0.964374048577737,0.516962107700415,2963,3013,2967,3013,155,0.485498826156118,0.525314811977379
0.1,3090,3013,3167,0.196266664219348,0.217335668230925,0.914776199353869,0.237031676961137,3100,3050,3106,3061,155,0.343569326711822,0.173580290319707
0.105,3245,3168,3322,0.269759299965299,0.304640446524179,0.775826263421768,0.196268443541758,3168,3322,3168,3322,155,0.472219882229973,0.24330832385325
0.11,3399,3322,3476,0.204160695355302,0.119291939328518,0.893408654511404,0.206904623358759,3476,3383,3459,3394,155,0.357388010456255,0.0952753389721726
0.115,3554,3477,3631,0.293951100127803,0.198978866288574,0.790721924841951,0.196726095912231,3477,3631,3601,3631,155,0.514568186904319,0.158919194713859
0.12,3708,3631,3785,0.272824250199459,0.233542668030898,0.843782252126437,0.139419762586262,3722,3631,3719,3764,155,0.477585148372056,0.186524395414789
0.125,3863,3786,3940,0.129577284707301,0.485156085662454,0.992242272017136,0.621438172629599,3894,3791,3882,3805,155,0.226828028290526,0.387481423942723
0.13,4017,3940,4094,0.171914484711367,0.143149791433113,0.834076516088454,0.217755005772487,3969,4019,3940,3985,155,0.300940274290714,0.11432997886828
0.135,4172,4095,4249,0.151834924573273,0.200256763423072,1.04421383509695,0.298530712485843,4095,4249,4249,4209,155,0.265790540713929,0.159939817593713
0.14,4326,4249,4403,0.145452566703458,0.152500401660724,0.898117855373075,0.232422647856045,4374,4333,4365,4264,155,0.254618075920236,0.121798065681581
0.145,4481,4404,4558,0.247612496858588,0.278505226469592,0.86447715218875,0.336286345345095,4470,4422,4529,4420,155,0.433451392112424,0.222434809986099
0.15,4635,4558,4712,0.190453357357474,0.177893694749113,0.82363970330239,0.173679668413968,4684,4636,4558,4712,155,0.333392998844594,0.14207902196609
0.155,4790,4713,4867,0.375217999449325,0.354149723579919,0.709676808134914,0.088696672403052,4791,4836,4867,4713,155,0.656827770287508,0.282850083173322
0.16,4944,4867,5021,0.174654333375814,0.204418422699863,0.802561146212623,0.192326306657695,4967,4867,4985,5021,155,0.305736442629748,0.163263625560243
0.165,5099,5022,5176,0.258094754132059,0.464377534038324,0.971461528965652,0.512075380494717,5022,5115,5176,5071,155,0.451800825462154,0.370886140468557
0.17,5254,5177,5331,0.0267207471632859,0.439875003009338,0.991400381037482,0.669516168646706,5177,5331,5269,5331,155,0.0467752847822742,0.351316612446769
0.175,5408,5331,5485,0.348378779869999,0.237216866599222,0.65674253742148,0.147945352314019,5412,5485,5387,5485,155,0.609845096805912,0.189458881315668
0.18,5563,5486,5640,0.287140317533771,0.26951613618258,0.788585871704116,0.117010800987998,5604,5486,5581,5486,155,0.502645754740307,0.215255459654741
0.185,5717,5640,5794,0.164786816941192,0.227986659418433,0.951071452820254,0.402521325809874,5766,5646,5753,5708,155,0.288463127310279,0.182086957253714
0.19,5872,5795,5949,0.189396741129071,0.341666152277683,0.978365123481238,0.244689759640992,5795,5949,5795,5834,155,0.331543367743821,0.272879782630815
0.195,6026,5949,6103,0.111564829792122,0.233664985192606,1.00147029313807,0.287091166026215,6103,5949,5998,6042,155,0.195296810127473,0.186622086919423
