"feature_id","gene_symbol","rank","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","nb_gap","log_alpha_mu"
"24364","Ano1",72,0,0,0,0,0,NA,0,0,0,0,NA
"24864","Rbm14",73,0,0,0,0,0,NA,0,0,0,0,NA
"25473","Arl2",74,0,0,0,0,0,NA,0,0,0,0,NA
"25630","Vegfb",75,0,0,0,0,0,NA,0,0,0,0,NA
"25853","Rtn3",76,0,0,0,0,0,NA,0,0,0,0,NA
"26562","Lpxn",77,0,0,0,0,0,NA,0,0,0,0,NA
"28553","LOC120100022",78,0,0,0,0,0,NA,0,0,0,0,NA
"28759","Pcgf5",79,0,0,0,0,0,NA,0,0,0,0,NA
"29511","Exosc1",80,0,0,0,0,0,NA,0,0,0,0,NA
"30241","Borcs7",81,0,0,0,0,0,NA,0,0,0,0,NA
"30514","-",82,0,0,0,0,0,NA,0,0,0,0,NA
"31054","-",83,0,0,0,0,0,NA,0,0,0,0,NA
"31074","-",84,0,0,0,0,0,NA,0,0,0,0,NA
"33486","LOC686007",85,0,0,0,0,0,NA,0,0,0,0,NA
"34554","Rnf217",86,0,0,0,0,0,NA,0,0,0,0,NA
"34738","-",87,0,0,0,0,0,NA,0,0,0,0,NA
"35099","Ube2ql1",88,0,0,0,0,0,NA,0,0,0,0,NA
"35207","Adcy2",89,0,0,0,0,0,NA,0,0,0,0,NA
"35342","LOC102549842",90,0,0,0,0,0,NA,0,0,0,0,NA
"35804","Esr1",91,0,0,0,0,0,NA,0,0,0,0,NA
"36502","Tmem181",92,0,0,0,0,0,NA,0,0,0,0,NA
"36945","Qk",93,0,0,0,0,0,NA,0,0,0,0,NA
"37691","LOC100365363",94,0,0,0,0,0,NA,0,0,0,0,NA
"37858","LOC682225",95,0,0,0,0,0,NA,0,0,0,0,NA
"38593","Leng8",96,0,0,0,0,0,NA,0,0,0,0,NA
"38926","LOC102549530",97,0,0,0,0,0,NA,0,0,0,0,NA
"39525","Sympk",98,0,0,0,0,0,NA,0,0,0,0,NA
"39747","Exoc3l2",99,0,0,0,0,0,NA,0,0,0,0,NA
"39984","Zfp574",100,0,0,0,0,0,NA,0,0,0,0,NA
"40007","LOC103691054",101,0,0,0,0,0,NA,0,0,0,0,NA
"40151","Lipe",102,0,0,0,0,0,NA,0,0,0,0,NA
"40563","Eid2",103,0,0,0,0,0,NA,0,0,0,0,NA
"40877","LOC103690163",104,0,0,0,0,0,NA,0,0,0,0,NA
"40922","Zfp14",105,0,0,0,0,0,NA,0,0,0,0,NA
"41242","-",106,0,0,0,0,0,NA,0,0,0,0,NA
"41341","Rhpn2",107,0,0,0,0,0,NA,0,0,0,0,NA
"41591","LOC102548320",108,0,0,0,0,0,NA,0,0,0,0,NA
"41750","-",109,0,0,0,0,0,NA,0,0,0,0,NA
"42016","Lrrc4b",110,0,0,0,0,0,NA,0,0,0,0,NA
"42030","Lrrc4b",111,0,0,0,0,0,NA,0,0,0,0,NA
"42356","Tulp2",112,0,0,0,0,0,NA,0,0,0,0,NA
"43888","Gabrb3",113,0,0,0,0,0,NA,0,0,0,0,NA
"44030","Gabrb3",114,0,0,0,0,0,NA,0,0,0,0,NA
"44156","Ube3a",115,0,0,0,0,0,NA,0,0,0,0,NA
"44165","LOC102548730",116,0,0,0,0,0,NA,0,0,0,0,NA
"44628","Trpm1",117,0,0,0,0,0,NA,0,0,0,0,NA
"45323","Mctp2",118,0,0,0,0,0,NA,0,0,0,0,NA
"46126","-",119,0,0,0,0,0,NA,0,0,0,0,NA
"46486","-",120,0,0,0,0,0,NA,0,0,0,0,NA
"47506","Dlg2",121,0,0,0,0,0,NA,0,0,0,0,NA
"49550","Map6",122,0,0,0,0,0,NA,0,0,0,0,NA
"49779","Pgm2l1",123,0,0,0,0,0,NA,0,0,0,0,NA
"49780","Pgm2l1",124,0,0,0,0,0,NA,0,0,0,0,NA
"50560","-",125,0,0,0,0,0,NA,0,0,0,0,NA
"51131","-",126,0,0,0,0,0,NA,0,0,0,0,NA
"51725","Sox6",127,0,0,0,0,0,NA,0,0,0,0,NA
"51746","RGD1311703",128,0,0,0,0,0,NA,0,0,0,0,NA
"52285","Vwa3a",129,0,0,0,0,0,NA,0,0,0,0,NA
"52869","Tnrc6a",130,0,0,0,0,0,NA,0,0,0,0,NA
"52948","-",131,0,0,0,0,0,NA,0,0,0,0,NA
"53311","Sgf29",132,0,0,0,0,0,NA,0,0,0,0,NA
"53450","Cdipt",133,0,0,0,0,0,NA,0,0,0,0,NA
"54190","-",134,0,0,0,0,0,NA,0,0,0,0,NA
"54469","Dhx32",135,0,0,0,0,0,NA,0,0,0,0,NA
"54850","Stk32c",136,0,0,0,0,0,NA,0,0,0,0,NA
"55080","Sirt3",137,0,0,0,0,0,NA,0,0,0,0,NA
"55738","Unc93b1",138,0,0,0,0,0,NA,0,0,0,0,NA
"56078","Yif1a",139,0,0,0,0,0,NA,0,0,0,0,NA
"56217","Kat5",140,0,0,0,0,0,NA,0,0,0,0,NA
"56299","-",141,0,0,0,0,0,NA,0,0,0,0,NA
"57342","Patl1",142,0,0,0,0,0,NA,0,0,0,0,NA
"57482","-",143,0,0,0,0,0,NA,0,0,0,0,NA
"57487","-",144,0,0,0,0,0,NA,0,0,0,0,NA
"59338","LOC681078",145,0,0,0,0,0,NA,0,0,0,0,NA
"59543","-",146,0,0,0,0,0,NA,0,0,0,0,NA
"60018","Lgi1",147,0,0,0,0,0,NA,0,0,0,0,NA
"60551","Abcc2",148,0,0,0,0,0,NA,0,0,0,0,NA
"60651","-",149,0,0,0,0,0,NA,0,0,0,0,NA
"60661","Hif1an",150,0,0,0,0,0,NA,0,0,0,0,NA
"60764","Twnk",151,0,0,0,0,0,NA,0,0,0,0,NA
"61340","Taf5",152,0,0,0,0,0,NA,0,0,0,0,NA
"61418","Neurl1",153,0,0,0,0,0,NA,0,0,0,0,NA
"61768","LOC102554335",154,0,0,0,0,0,NA,0,0,0,0,NA
"62254","Vti1a",155,0,0,0,0,0,NA,0,0,0,0,NA
"62662","-",156,0,0,0,0,0,NA,0,0,0,0,NA
"63502","-",157,0,0,0,0,0,NA,0,0,0,0,NA
"64538","Rbfox1",158,0,0,0,0,0,NA,0,0,0,0,NA
"65114","Zfp174",159,0,0,0,0,0,NA,0,0,0,0,NA
"65138","-",160,0,0,0,0,0,NA,0,0,0,0,NA
"65149","Zfp213",161,0,0,0,0,0,NA,0,0,0,0,NA
"65155","-",162,0,0,0,0,0,NA,0,0,0,0,NA
"65774","Stub1",163,0,0,0,0,0,NA,0,0,0,0,NA
"66062","Nsg2",164,0,0,0,0,0,NA,0,0,0,0,NA
"66239","LOC100910596",165,0,0,0,0,0,NA,0,0,0,0,NA
"66344","Ranbp17",166,0,0,0,0,0,NA,0,0,0,0,NA
"68733","Adamts2",167,0,0,0,0,0,NA,0,0,0,0,NA
"68826","Phykpl",168,0,0,0,0,0,NA,0,0,0,0,NA
"68944","Ube2b",169,0,0,0,0,0,NA,0,0,0,0,NA
"69012","Fstl4",170,0,0,0,0,0,NA,0,0,0,0,NA
"69589","Gemin5",171,0,0,0,0,0,NA,0,0,0,0,NA
"69905","Tom1l2",172,0,0,0,0,0,NA,0,0,0,0,NA
"70034","Shmt1",173,0,0,0,0,0,NA,0,0,0,0,NA
"71060","Cfap52",174,0,0,0,0,0,NA,0,0,0,0,NA
"71223","Aloxe3",175,0,0,0,0,0,NA,0,0,0,0,NA
"71654","Slc16a13",176,0,0,0,0,0,NA,0,0,0,0,NA
"71719","Chrne",177,0,0,0,0,0,NA,0,0,0,0,NA
"71729","Slc25a11",178,0,0,0,0,0,NA,0,0,0,0,NA
"72104","Cyb5d2",179,0,0,0,0,0,NA,0,0,0,0,NA
"72424","Sgsm2",180,0,0,0,0,0,NA,0,0,0,0,NA
"72482","Ovca2",181,0,0,0,0,0,NA,0,0,0,0,NA
"73097","Pipox",182,0,0,0,0,0,NA,0,0,0,0,NA
"73234","Sarm1",183,0,0,0,0,0,NA,0,0,0,0,NA
"73566","-",184,0,0,0,0,0,NA,0,0,0,0,NA
"75162","Ppm1e",185,0,0,0,0,0,NA,0,0,0,0,NA
"75508","Akap1",186,0,0,0,0,0,NA,0,0,0,0,NA
"76415","LOC108352124",187,0,0,0,0,0,NA,0,0,0,0,NA
"76416","LOC108352124",188,0,0,0,0,0,NA,0,0,0,0,NA
"76967","Med24",189,0,0,0,0,0,NA,0,0,0,0,NA
"77109","Krt15",190,0,0,0,0,0,NA,0,0,0,0,NA
"77313","Dhx58",191,0,0,0,0,0,NA,0,0,0,0,NA
"77441","-",192,0,0,0,0,0,NA,0,0,0,0,NA
"77485","Ezh1",193,0,0,0,0,0,NA,0,0,0,0,NA
"78060","Acbd4",194,0,0,0,0,0,NA,0,0,0,0,NA
"78062","Hexim1",195,0,0,0,0,0,NA,0,0,0,0,NA
"78149","Lrrc37a",196,0,0,0,0,0,NA,0,0,0,0,NA
"78501","LOC303590",197,0,0,0,0,0,NA,0,0,0,0,NA
"78544","Tanc2",198,0,0,0,0,0,NA,0,0,0,0,NA
"79142","Pitpnc1",199,0,0,0,0,0,NA,0,0,0,0,NA
"79424","LOC120095200",200,0,0,0,0,0,NA,0,0,0,0,NA
"79685","Kcnj2",201,0,0,0,0,0,NA,0,0,0,0,NA
"80127","Nt5c",202,0,0,0,0,0,NA,0,0,0,0,NA
"80578","Ube2o",203,0,0,0,0,0,NA,0,0,0,0,NA
"80611","-",204,0,0,0,0,0,NA,0,0,0,0,NA
"80656","Mgat5b",205,0,0,0,0,0,NA,0,0,0,0,NA
"80746","Dnah17",206,0,0,0,0,0,NA,0,0,0,0,NA
"81210","LOC102555825",207,0,0,0,0,0,NA,0,0,0,0,NA
"81353","Faap100",208,0,0,0,0,0,NA,0,0,0,0,NA
"82008","LOC120095007",209,0,0,0,0,0,NA,0,0,0,0,NA
"82098","Pdxdc1",210,0,0,0,0,0,NA,0,0,0,0,NA
"82296","Zc3h7a",211,0,0,0,0,0,NA,0,0,0,0,NA
"82567","-",212,0,0,0,0,0,NA,0,0,0,0,NA
"82808","Ppl",213,0,0,0,0,0,NA,0,0,0,0,NA
"83596","Zfp598",214,0,0,0,0,0,NA,0,0,0,0,NA
"83605","-",215,0,0,0,0,0,NA,0,0,0,0,NA
"83889","-",216,0,0,0,0,0,NA,0,0,0,0,NA
"83992","Luc7l",217,0,0,0,0,0,NA,0,0,0,0,NA
"84675","LOC120095317",218,0,0,0,0,0,NA,0,0,0,0,NA
"85382","Mgat1",219,0,0,0,0,0,NA,0,0,0,0,NA
"85815","Col23a1",220,0,0,0,0,0,NA,0,0,0,0,NA
"85944","-",221,0,0,0,0,0,NA,0,0,0,0,NA
"86225","Shroom1",222,0,0,0,0,0,NA,0,0,0,0,NA
"86259","Septin8",223,0,0,0,0,0,NA,0,0,0,0,NA
"86562","Hint1",224,0,0,0,0,0,NA,0,0,0,0,NA
"87637","Myo15a",225,0,0,0,0,0,NA,0,0,0,0,NA
"87977","Ttc19",226,0,0,0,0,0,NA,0,0,0,0,NA
"88122","Tvp23b",227,0,0,0,0,0,NA,0,0,0,0,NA
"88327","Myh3",228,0,0,0,0,0,NA,0,0,0,0,NA
"88336","Myh8",229,0,0,0,0,0,NA,0,0,0,0,NA
"88480","Ntn1",230,0,0,0,0,0,NA,0,0,0,0,NA
"88624","Myh10",231,0,0,0,0,0,NA,0,0,0,0,NA
"88722","Hes7",232,0,0,0,0,0,NA,0,0,0,0,NA
"88837","Sat2",233,0,0,0,0,0,NA,0,0,0,0,NA
"88968","Plscr3",234,0,0,0,0,0,NA,0,0,0,0,NA
"88976","Acap1",235,0,0,0,0,0,NA,0,0,0,0,NA
"89083","Dlg4",236,0,0,0,0,0,NA,0,0,0,0,NA
"89508","Wscd1",237,0,0,0,0,0,NA,0,0,0,0,NA
"89941","-",238,0,0,0,0,0,NA,0,0,0,0,NA
"90388","Dbil5",239,0,0,0,0,0,NA,0,0,0,0,NA
"90491","Blmh",240,0,0,0,0,0,NA,0,0,0,0,NA
"91651","LOC108352110",241,0,0,0,0,0,NA,0,0,0,0,NA
"92046","Ddx52",242,0,0,0,0,0,NA,0,0,0,0,NA
"92424","-",243,0,0,0,0,0,NA,0,0,0,0,NA
"92585","Trim37",244,0,0,0,0,0,NA,0,0,0,0,NA
"92782","-",245,0,0,0,0,0,NA,0,0,0,0,NA
"92978","LOC688126",246,0,0,0,0,0,NA,0,0,0,0,NA
"93917","Copz2",247,0,0,0,0,0,NA,0,0,0,0,NA
"93955","Mrpl10",248,0,0,0,0,0,NA,0,0,0,0,NA
"93993","Npepps",249,0,0,0,0,0,NA,0,0,0,0,NA
"94265","Med1",250,0,0,0,0,0,NA,0,0,0,0,NA
"94375","Zpbp2",251,0,0,0,0,0,NA,0,0,0,0,NA
"94464","Msl1",252,0,0,0,0,0,NA,0,0,0,0,NA
"94939","Aoc3",253,0,0,0,0,0,NA,0,0,0,0,NA
"95599","Tlk2",254,0,0,0,0,0,NA,0,0,0,0,NA
"95976","Psmc5",255,0,0,0,0,0,NA,0,0,0,0,NA
"95980","Smarcd2",256,0,0,0,0,0,NA,0,0,0,0,NA
"96153","Helz",257,0,0,0,0,0,NA,0,0,0,0,NA
"96247","Cep112",258,0,0,0,0,0,NA,0,0,0,0,NA
"96871","LOC120095212",259,0,0,0,0,0,NA,0,0,0,0,NA
"97129","Sap30bp",260,0,0,0,0,0,NA,0,0,0,0,NA
"97235","Aanat",261,0,0,0,0,0,NA,0,0,0,0,NA
"98043","Foxk2",262,0,0,0,0,0,NA,0,0,0,0,NA
"98062","Fn3krp",263,0,0,0,0,0,NA,0,0,0,0,NA
"98747","Cadm2",264,0,0,0,0,0,NA,0,0,0,0,NA
"99255","Robo2",265,0,0,0,0,0,NA,0,0,0,0,NA
"99665","Robo2",266,0,0,0,0,0,NA,0,0,0,0,NA
"99942","Robo2",267,0,0,0,0,0,NA,0,0,0,0,NA
"100675","-",268,0,0,0,0,0,NA,0,0,0,0,NA
"101373","Gart",269,0,0,0,0,0,NA,0,0,0,0,NA
"101706","Vps26c",270,0,0,0,0,0,NA,0,0,0,0,NA
"102694","Tmem45a",271,0,0,0,0,0,NA,0,0,0,0,NA
"102882","-",272,0,0,0,0,0,NA,0,0,0,0,NA
"103239","LOC100360368",273,0,0,0,0,0,NA,0,0,0,0,NA
"103397","Nepro",274,0,0,0,0,0,NA,0,0,0,0,NA
"103403","-",275,0,0,0,0,0,NA,0,0,0,0,NA
"104046","Lsamp",276,0,0,0,0,0,NA,0,0,0,0,NA
"104291","Lsamp",277,0,0,0,0,0,NA,0,0,0,0,NA
"104828","Lsamp",278,0,0,0,0,0,NA,0,0,0,0,NA
"106953","Tm4sf19",279,0,0,0,0,0,NA,0,0,0,0,NA
"107036","-",280,0,0,0,0,0,NA,0,0,0,0,NA
"108572","Ccdc74a",281,0,0,0,0,0,NA,0,0,0,0,NA
"108727","Ube2l3",282,0,0,0,0,0,NA,0,0,0,0,NA
"108741","Ppil2",283,0,0,0,0,0,NA,0,0,0,0,NA
"109194","Cadm2",284,0,0,0,0,0,NA,0,0,0,0,NA
"109875","-",285,0,0,0,0,0,NA,0,0,0,0,NA
"109923","Robo2",286,0,0,0,0,0,NA,0,0,0,0,NA
"110705","Ncam2",287,0,0,0,0,0,NA,0,0,0,0,NA
"110970","N6amt1",288,0,0,0,0,0,NA,0,0,0,0,NA
"111314","Ifnar1",289,0,0,0,0,0,NA,0,0,0,0,NA
"111535","Slc5a3",290,0,0,0,0,0,NA,0,0,0,0,NA
"112606","Epha6",291,0,0,0,0,0,NA,0,0,0,0,NA
"113059","-",292,0,0,0,0,0,NA,0,0,0,0,NA
"113093","-",293,0,0,0,0,0,NA,0,0,0,0,NA
"113838","Atp6v1a",294,0,0,0,0,0,NA,0,0,0,0,NA
"114907","Kalrn",295,0,0,0,0,0,NA,0,0,0,0,NA
"114932","Kalrn",296,0,0,0,0,0,NA,0,0,0,0,NA
"115442","Ppp1r2",297,0,0,0,0,0,NA,0,0,0,0,NA
"116994","Lrrc74b",298,0,0,0,0,0,NA,0,0,0,0,NA
"117146","Ypel1",299,0,0,0,0,0,NA,0,0,0,0,NA
"117432","N4bp2l2",300,0,0,0,0,0,NA,0,0,0,0,NA
"117645","-",301,0,0,0,0,0,NA,0,0,0,0,NA
"117972","Fry",302,0,0,0,0,0,NA,0,0,0,0,NA
"118133","-",303,0,0,0,0,0,NA,0,0,0,0,NA
"118444","Wasf3",304,0,0,0,0,0,NA,0,0,0,0,NA
"118832","Pms2",305,0,0,0,0,0,NA,0,0,0,0,NA
"119572","LOC102547493",306,0,0,0,0,0,NA,0,0,0,0,NA
"119681","LOC680456",307,0,0,0,0,0,NA,0,0,0,0,NA
"119699","-",308,0,0,0,0,0,NA,0,0,0,0,NA
"119825","LOC102554070",309,0,0,0,0,0,NA,0,0,0,0,NA
"119928","-",310,0,0,0,0,0,NA,0,0,0,0,NA
"120566","Dnajc30",311,0,0,0,0,0,NA,0,0,0,0,NA
"121116","Nupr2",312,0,0,0,0,0,NA,0,0,0,0,NA
"121323","-",313,0,0,0,0,0,NA,0,0,0,0,NA
"121375","Glt1d1",314,0,0,0,0,0,NA,0,0,0,0,NA
"121426","-",315,0,0,0,0,0,NA,0,0,0,0,NA
"121469","Tmem132b",316,0,0,0,0,0,NA,0,0,0,0,NA
"121589","Aacs",317,0,0,0,0,0,NA,0,0,0,0,NA
"122430","Brap",318,0,0,0,0,0,NA,0,0,0,0,NA
"122465","Naa25",319,0,0,0,0,0,NA,0,0,0,0,NA
"122664","Oas1b",320,0,0,0,0,0,NA,0,0,0,0,NA
"122778","-",321,0,0,0,0,0,NA,0,0,0,0,NA
"122963","Fbxo21",322,0,0,0,0,0,NA,0,0,0,0,NA
"123018","Ksr2",323,0,0,0,0,0,NA,0,0,0,0,NA
"123209","Vsig10",324,0,0,0,0,0,NA,0,0,0,0,NA
"123819","Ficd",325,0,0,0,0,0,NA,0,0,0,0,NA
"124755","Cers4",326,0,0,0,0,0,NA,0,0,0,0,NA
"124789","LOC688432",327,0,0,0,0,0,NA,0,0,0,0,NA
"125263","-",328,0,0,0,0,0,NA,0,0,0,0,NA
"125362","-",329,0,0,0,0,0,NA,0,0,0,0,NA
"125473","Pdap1",330,0,0,0,0,0,NA,0,0,0,0,NA
"126242","Mrm2",331,0,0,0,0,0,NA,0,0,0,0,NA
"126270","Mad1l1",332,0,0,0,0,0,NA,0,0,0,0,NA
"126373","LOC498154",333,0,0,0,0,0,NA,0,0,0,0,NA
"126708","Zscan21",334,0,0,0,0,0,NA,0,0,0,0,NA
"126847","Agfg2",335,0,0,0,0,0,NA,0,0,0,0,NA
"126896","Zan",336,0,0,0,0,0,NA,0,0,0,0,NA
"127151","Prkrip1",337,0,0,0,0,0,NA,0,0,0,0,NA
"127293","Styxl1",338,0,0,0,0,0,NA,0,0,0,0,NA
"129294","-",339,0,0,0,0,0,NA,0,0,0,0,NA
"130000","Erp29",340,0,0,0,0,0,NA,0,0,0,0,NA
"130458","Rfc5",341,0,0,0,0,0,NA,0,0,0,0,NA
"130487","Taok3",342,0,0,0,0,0,NA,0,0,0,0,NA
"130718","Gcn1",343,0,0,0,0,0,NA,0,0,0,0,NA
"131006","Alkbh2",344,0,0,0,0,0,NA,0,0,0,0,NA
"131036","Svop",345,0,0,0,0,0,NA,0,0,0,0,NA
"131525","Miat",346,0,0,0,0,0,NA,0,0,0,0,NA
"131708","Fbrsl1",347,0,0,0,0,0,NA,0,0,0,0,NA
"132594","-",348,0,0,0,0,0,NA,0,0,0,0,NA
"133439","-",349,0,0,0,0,0,NA,0,0,0,0,NA
"133963","Dpp10",350,0,0,0,0,0,NA,0,0,0,0,NA
"134026","Slc35f5",351,0,0,0,0,0,NA,0,0,0,0,NA
"136201","LOC108352547",352,0,0,0,0,0,NA,0,0,0,0,NA
"136338","-",353,0,0,0,0,0,NA,0,0,0,0,NA
"136546","RGD1309104",354,0,0,0,0,0,NA,0,0,0,0,NA
"137463","Fam20b",355,0,0,0,0,0,NA,0,0,0,0,NA
"138085","Suco",356,0,0,0,0,0,NA,0,0,0,0,NA
"138444","LOC120096180",357,0,0,0,0,0,NA,0,0,0,0,NA
"139182","-",358,0,0,0,0,0,NA,0,0,0,0,NA
"139228","Rgs4",359,0,0,0,0,0,NA,0,0,0,0,NA
"139238","-",360,0,0,0,0,0,NA,0,0,0,0,NA
"139733","Atp1a2",361,0,0,0,0,0,NA,0,0,0,0,NA
"139752","Atp1a2",362,0,0,0,0,0,NA,0,0,0,0,NA
"139847","Kcnj9",363,0,0,0,0,0,NA,0,0,0,0,NA
"140530","Akt3",364,0,0,0,0,0,NA,0,0,0,0,NA
"141098","Stum",365,0,0,0,0,0,NA,0,0,0,0,NA
"141676","Mtarc2",366,0,0,0,0,0,NA,0,0,0,0,NA
"141689","RGD1310587",367,0,0,0,0,0,NA,0,0,0,0,NA
"142518","Traf3ip3",368,0,0,0,0,0,NA,0,0,0,0,NA
"143037","-",369,0,0,0,0,0,NA,0,0,0,0,NA
"143968","Cdh20",370,0,0,0,0,0,NA,0,0,0,0,NA
"144462","LOC100910715",371,0,0,0,0,0,NA,0,0,0,0,NA
"144755","Ccdc93",372,0,0,0,0,0,NA,0,0,0,0,NA
"144863","Dpp10",373,0,0,0,0,0,NA,0,0,0,0,NA
"145234","Ubxn4",374,0,0,0,0,0,NA,0,0,0,0,NA
"145639","LOC102556277",375,0,0,0,0,0,NA,0,0,0,0,NA
"145704","Dstyk",376,0,0,0,0,0,NA,0,0,0,0,NA
"146223","Lgr6",377,0,0,0,0,0,NA,0,0,0,0,NA
"146409","Kif21b",378,0,0,0,0,0,NA,0,0,0,0,NA
"146643","Dennd1b",379,0,0,0,0,0,NA,0,0,0,0,NA
"146908","-",380,0,0,0,0,0,NA,0,0,0,0,NA
"147641","Lamc2",381,0,0,0,0,0,NA,0,0,0,0,NA
"148037","Abl2",382,0,0,0,0,0,NA,0,0,0,0,NA
"148666","Mrps14",383,0,0,0,0,0,NA,0,0,0,0,NA
"148932","-",384,0,0,0,0,0,NA,0,0,0,0,NA
"149381","Tmco1",385,0,0,0,0,0,NA,0,0,0,0,NA
"149557","LOC102549303",386,0,0,0,0,0,NA,0,0,0,0,NA
"150407","-",387,0,0,0,0,0,NA,0,0,0,0,NA
"150955","-",388,0,0,0,0,0,NA,0,0,0,0,NA
"150962","Acbd3",389,0,0,0,0,0,NA,0,0,0,0,NA
"151778","Ptpn14",390,0,0,0,0,0,NA,0,0,0,0,NA
"151921","Ints7",391,0,0,0,0,0,NA,0,0,0,0,NA
