"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",26566,26566,0.000419336955024618,-1.1462974815696e-08,3.69545370403874
"leading_edge_5000_reference",26758,26758,0.000165584000340696,-1.73800152041249e-06,3.75711025234655
"terminal_start",27042,27042,-0.000192608007180824,6.3504050421491e-09,3.74343924412896
