"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT4_ZT10","raw_wald_bracket_total_distortion_selected","raw_wald_bracket_selected",0.19,5926,0.19,0.19,NA,NA
