"rank","feature_id","mu","empirical_variance.x","NB2","NB2_NB1","alpha_mu","abs_pc1_loading","empirical_variance.y","log1p_empirical_variance","smooth_log1p_empirical_variance","d2_spline"
1,"672",0,0,0,0,0,0,0,0,-0.939447978619567,-1.92369940170298e-07
2,"926",0,0,0,0,0,0,0,0,-0.936349573601458,-1.84782513647967e-07
3,"1110",0,0,0,0,0,0,0,0,-0.933251353365863,-1.77195087125636e-07
4,"4605",0,0,0,0,0,0,0,0,-0.930153310325355,-1.69607660603305e-07
5,"6569",0,0,0,0,0,0,0,0,-0.927055436892508,-1.62020234080974e-07
6,"6683",0,0,0,0,0,0,0,0,-0.923957725479895,-1.54432807558643e-07
7,"7324",0,0,0,0,0,0,0,0,-0.920860168500089,-1.46845381036312e-07
8,"7942",0,0,0,0,0,0,0,0,-0.917762758365664,-1.39257954513981e-07
9,"7955",0,0,0,0,0,0,0,0,-0.914665487489194,-1.3167052799165e-07
10,"8482",0,0,0,0,0,0,0,0,-0.911568348283252,-1.24083101469319e-07
11,"8739",0,0,0,0,0,0,0,0,-0.908471333160411,-1.16495674946988e-07
12,"8841",0,0,0,0,0,0,0,0,-0.905374434533245,-1.08908248424657e-07
13,"9271",0,0,0,0,0,0,0,0,-0.902277644814328,-1.01320821902326e-07
14,"9936",0,0,0,0,0,0,0,0,-0.899180956416233,-9.37333953799948e-08
15,"10986",0,0,0,0,0,0,0,0,-0.896084361751532,-8.61459688576637e-08
16,"10988",0,0,0,0,0,0,0,0,-0.892987853232801,-7.85585423353327e-08
17,"11527",0,0,0,0,0,0,0,0,-0.889891423272612,-7.09711158130017e-08
18,"12220",0,0,0,0,0,0,0,0,-0.886795064283539,-6.33836892906706e-08
19,"16357",0,0,0,0,0,0,0,0,-0.883698768678155,-5.57962627683395e-08
20,"16970",0,0,0,0,0,0,0,0,-0.880602528869034,-4.82088362460085e-08
21,"17644",0,0,0,0,0,0,0,0,-0.87750633726875,-4.06214097236775e-08
22,"18903",0,0,0,0,0,0,0,0,-0.874410186289875,-3.30339832013464e-08
23,"19175",0,0,0,0,0,0,0,0,-0.871314068344983,-2.54465566790154e-08
24,"19850",0,0,0,0,0,0,0,0,-0.868217975846648,-1.78591301566843e-08
25,"21012",0,0,0,0,0,0,0,0,-0.865121901207443,-1.02717036343533e-08
26,"21102",0,0,0,0,0,0,0,0,-0.862025836839942,-2.68427711202224e-09
27,"22472",0,0,0,0,0,0,0,0,-0.858929775156717,4.90314941030883e-09
28,"22831",0,0,0,0,0,0,0,0,-0.855833708570344,1.24905759326399e-08
29,"23669",0,0,0,0,0,0,0,0,-0.852737629493394,2.00780024549709e-08
30,"24206",0,0,0,0,0,0,0,0,-0.849641530338442,2.76654289773019e-08
31,"24210",0,0,0,0,0,0,0,0,-0.846545403518061,3.5252855499633e-08
32,"24797",0,0,0,0,0,0,0,0,-0.843449241444824,4.2840282021964e-08
33,"24864",0,0,0,0,0,0,0,0,-0.840353036531306,5.04277085442951e-08
34,"24944",0,0,0,0,0,0,0,0,-0.837256781190079,5.80151350666261e-08
35,"25630",0,0,0,0,0,0,0,0,-0.834160467833717,6.56025615889572e-08
36,"25923",0,0,0,0,0,0,0,0,-0.831064088874793,7.31899881112882e-08
37,"26562",0,0,0,0,0,0,0,0,-0.827967636725881,8.07774146336193e-08
38,"26603",0,0,0,0,0,0,0,0,-0.824871103799555,8.83648411559503e-08
39,"26618",0,0,0,0,0,0,0,0,-0.821774482508387,9.59522676782814e-08
40,"27115",0,0,0,0,0,0,0,0,-0.818677765264952,1.03539694200605e-07
