"feature_id","mu","alpha","stat","rank","x","iod","cv2","iod_fit","cv2_fit","delta_fit"
"320904",102.367801247548,4.00308867130952,-1.78359242408047,1,0,410.787385480926,4.01285736798771,391.140066403394,4.76275748511773,386.377308918277
"329429",159.568142570478,7.4516974038536,0.72451418621058,2,3.17128088034757e-05,1190.05351373017,7.4579643189401,371.579671275244,4.76031858429387,366.81935269095
"257905",30.9044467969931,10,-1.15140195803456,3,6.34256176069514e-05,310.044467969931,10.0323578029585,353.006688013876,4.7578740149445,348.248813998931
"320902",19.1724296367411,6.78405233497254,-1.2710096745308,4,9.51384264104272e-05,131.06676604423,6.83621056525148,335.37305021149,4.75542382312763,330.617626388362
"299528",38.1485160083153,9.26200433888055,0.466622636029202,5,0.000126851235213903,354.33172079087,9.28821767834,318.632971948739,4.75296805501916,313.88000389372
"190379",81.8127699987098,2.81416206804552,-1.07893111555194,6,0.000158564044017379,231.234394012102,2.82638509875351,302.742841647571,4.75050675691202,297.992334890659
"112224",25.6939548275264,5.84851752105744,0.537382313593363,7,0.000190276852820854,151.271544994046,5.88743718160455,287.661120792089,4.7480399752151,282.913080816874
"217083",72.2210276689846,1.763103701365,0.0905862709139813,8,0.00022198966162433,128.33316119957,1.77695008422988,273.348247297119,4.74556775645232,268.602679540667
"157795",55.4640076338562,8.0131098516484,-0.0169195790052158,9,0.000253702470427806,445.439185982755,8.03113956213382,259.766543312974,4.74309014726168,255.023453165713
"485900",24.1192103604752,3.14319324978886,-0.516176648855598,10,0.000285415279231282,76.811339195283,3.18465397694594,246.880127266178,4.74060719439421,242.139520071784
"534198",22.5138025229205,10,0.123424564505596,11,0.000317128088034757,226.138025229205,10.0444171969165,234.654829943153,4.73811894471304,229.91671099844
"312769",31.2320339957083,3.22923564486167,-0.176212061642079,12,0.000348840896838233,101.855597440473,3.26125405263291,223.05811443358,4.73562544519242,218.322488988388
"386526",15.6716506295075,6.85469268148985,-0.456816927347163,13,0.000380553705641709,108.424348876951,6.91850216931222,212.058999758061,4.73312674291671,207.325873015144
"167027",12.3498273134004,6.55124461464553,1.12801539962939,14,0.000412266514445184,81.9067396787167,6.63221740678449,201.627988012615,4.73062288507937,196.897365127535
"58773",19.8321754170105,3.06495230007928,0.449775626561841,15,0.00044397932324866,61.7846716599419,3.11537541196555,191.736994870104,4.72811391898204,187.008880951122
"68989",14.6410334466859,3.18406076334582,-1.12033015829854,16,0.000475692132052136,47.6179401324265,3.25236195285143,182.359283285869,4.72559989203348,177.633683393835
"481724",9.08289632187997,10,2.22934643307269,17,0.000507404940855612,91.8289632187997,10.1100970400368,173.469400261723,4.72308085174859,168.746319409974
"60050",9.64673439369679,4.31241007010473,-0.407007645023479,18,0.000539117749659087,42.6006745430037,4.4160720928358,165.043116529008,4.72055684574744,160.322559683261
"579569",21.8644107925596,8.38619735078277,-0.88772712647821,19,0.000570830558462563,184.35926386499,8.43193377649704,157.057369017908,4.71802792175425,152.339341096154
"360822",42.6574734114122,2.8267660589941,-0.0587618283712185,20,0.000602543367266039,121.582698001824,2.85020861008838,149.490205985523,4.71549412759637,144.774711857926
"138767",21.7905844656843,3.92393647039165,0.429866629019681,21,0.000634256176069514,86.5048690960481,3.9698278507525,142.320734682094,4.71295551120331,137.607779170891
"10226",11.9944037145421,6.74461275729693,1.29236375946644,22,0.00066596898487299,81.8976083092701,6.82798497185625,135.52907143908,4.71041212060572,130.818659318475
"178462",59.8759516844914,5.01681327570486,-0.696725228665835,23,0.000697681793676466,301.386469306219,5.03351447162521,129.096294068702,4.70786400393436,124.388430064768
