"feature_id","rank_trt","iod_fitted_trt","cv2_fitted_trt","window_left_trt","window_right_trt","window_n_trt","rank_ctrl","iod_fitted_ctrl","cv2_fitted_ctrl","window_left_ctrl","window_right_ctrl","window_n_ctrl","combined_rank","composite_iod","composite_cv2","regime_difference","local_window_left_rank","local_window_right_rank","local_window_n"
"157795",1,2.03026060644061,0.599753582338508,1,1855,1855,13,1.87014948559109,0.612941903513221,1,1873,1873,7,3.90041009203169,1.21269548585173,2.68771460617996,1,1873,1873
"56517",14,1.97837546064115,0.592828828932596,1,1868,1868,66,1.749501872119,0.562644093322945,1,1926,1926,40,3.72787733276015,1.15547292225554,2.57240441050461,1,1926,1926
"129813",18,1.96541817947234,0.591840234762756,1,1872,1872,146,1.6136451692492,0.508512695500002,1,2006,2006,82,3.57906334872153,1.10035293026276,2.47871041845877,1,2006,2006
"22582",19,1.96232188665145,0.591697078167215,1,1873,1873,188,1.56155096154652,0.484478755572979,1,2048,2048,104,3.52387284819797,1.07617583374019,2.44769701445777,1,2048,2048
"576013",44,1.8762094887542,0.582011900580024,1,1898,1898,240,1.51183324988062,0.468362119310882,1,2100,2100,142,3.38804273863482,1.05037401989091,2.33766871874392,1,2100,2100
"158772",198,1.50226880583955,0.460679634307382,1,2052,2052,97,1.6895052863369,0.536906456675837,1,1957,1957,148,3.19177409217644,0.997586090983219,2.19418800119323,1,2052,2052
"359327",39,1.89418998258515,0.585925621174493,1,1893,1893,323,1.44315733008045,0.45283979419375,1,2183,2183,181,3.3373473126656,1.03876541536824,2.29858189729736,1,2183,2183
"410853",146,1.59836409381501,0.496037373349793,1,2000,2000,226,1.52505700966651,0.474441669907833,1,2086,2086,186,3.12342110348152,0.970479043257626,2.15294206022389,1,2086,2086
"534198",4,2.01578633260126,0.593108663501935,1,1858,1858,436,1.37662569062638,0.432846207319557,1,2296,2296,220,3.39241202322764,1.02595487082149,2.36645715240615,1,2296,2296
"484764",77,1.77040484602327,0.554464308592067,1,1931,1931,367,1.41329717514992,0.444597530467519,1,2227,2227,222,3.18370202117319,0.999061839059586,2.1846401821136,1,2227,2227
"96223",57,1.83259320169037,0.572045230474135,1,1911,1911,396,1.39739712506733,0.440196277278694,1,2256,2256,226,3.2299903267577,1.01224150775283,2.21774881900487,1,2256,2256
"359012",245,1.44775454309308,0.447983593581768,1,2099,2099,257,1.49598191385894,0.465954798962514,1,2117,2117,251,2.94373645695202,0.913938392544281,2.02979806440774,1,2117,2117
