"feature_id","gene_symbol","ctrl_abs_loading","trt_abs_loading","ctrl_rank","trt_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","nb1_ctrl","nb1_trt","nb2_ctrl","nb2_trt","alpha_mu_ctrl","alpha_mu_trt"
"183390","Ggact",0.00259608612389726,0.00684980357051307,13414,24694,3.4,14.4,36.8,189.8,3.4,14.4,33.4,175.4,9.82352941176471,12.1805555555556
"183395","Tmtc4",0.000373553442016633,0.00506433128065326,3287,17578,19.4,47.4,61.3,647.8,19.4,47.4,41.9,600.4,2.15979381443299,12.6666666666667
"183414","Nalcn",0.00437520250726999,0.00538334962784894,19945,19083,355.6,644,20333.3,125541.5,355.6,644,19977.7,124897.5,56.1802587176603,193.940217391304
"183575","Itgbl1",0.00645907054708175,0.00525444681635845,24534,18487,3.8,29.8,14.2,349.7,3.8,29.8,10.4,319.9,2.73684210526316,10.7348993288591
"183582","Itgbl1",0.00951134598205719,0.009205650194928,28465,29504,5.4,5.2,48.3,42.7,5.4,5.2,42.9,37.5,7.94444444444444,7.21153846153846
"183583","-",0.00583679943075618,0.00798995640677983,23323,27542,3.2,8.8,19.2,55.7,3.2,8.8,16,46.9,5,5.32954545454546
"183587","Fgf14",0.000241281134749096,0.00298552166968613,2771,7822,4.4,5.2,4.3,11.7,4.4,5.2,0,6.5,-0.0227272727272728,1.25
"183624","Fgf14",0.0155215182052287,0.00362709823198271,31429,10397,8.2,12.6,76.2,124.8,8.2,12.6,68,112.2,8.29268292682927,8.90476190476191
"183715","Fgf14",0,0.00280716914232636,636,7202,0,4.2,0,24.2,0,4.2,0,20,NA,4.76190476190476
"183971","Fgf14",0.00506941191464579,0.00664543918595523,21822,24061,2.6,7.2,6.3,25.7,2.6,7.2,3.7,18.5,1.42307692307692,2.56944444444444
"183977","Fgf14",0.00217088850831833,0.00627569288455468,11590,22810,53.6,91.2,294.3,3681.7,53.6,91.2,240.7,3590.5,4.49067164179105,39.3695175438597
"183989","Dlg5",0.00175081266022034,0.00696861386284209,9797,25031,384.6,1192.6,16590.3,833182.8,384.6,1192.6,16205.7,831990.2,42.1365054602184,697.627201073285
"184016","Dlg5",0.000464580738037058,0.0043825573429069,3715,14094,23.4,44.6,58.3,700.3,23.4,44.6,34.9,655.7,1.49145299145299,14.7017937219731
"184025","Kcnma1",0.0100385606707735,0.00887603358599042,28960,29051,5,27.8,14.5,462.7,5,27.8,9.5,434.9,1.9,15.6438848920863
"184261","Kcnma1",0.00467720529560006,0.00313619761533093,20710,8397,1.8,0.8,7.2,3.2,1.8,0.8,5.4,2.4,3,3
"184282","Kcnma1",0.0019771579184183,0.00979912397042346,10739,30142,18.2,25,56.7,293.5,18.2,25,38.5,268.5,2.11538461538462,10.74
"184311","-",0.00257199399744794,0.00364858085750205,13340,10494,307,537.4,6503.5,54545.3,307,537.4,6196.5,54007.9,20.1840390879479,100.498511350949
"184357","Lrmda",0.0053853411764288,0.00515265709795508,22487,18005,50.2,20.4,704.7,165.8,50.2,20.4,654.5,145.4,13.0378486055777,7.12745098039216
"184369","Zfp503",0.00142581620723974,0.00215085011003656,8088,4981,0.6,4,1.8,15.5,0.6,4,1.2,11.5,2,2.875
"184371","Zfp503",0.00955589148316877,0.00445604187449058,28517,14476,1.8,10.6,7.2,95.3,1.8,10.6,5.4,84.7,3,7.99056603773585
"184373","-",0.00838684453047473,0.00526286831249959,27172,18520,1.4,2.4,3.8,10.8,1.4,2.4,2.4,8.4,1.71428571428571,3.5
"184375","Comtd1",9.84841565239405e-05,0.00169962020169602,2205,3541,27.8,42.2,10.7,585.7,27.8,42.2,0,543.5,-0.615107913669065,12.8791469194313
"184378","Comtd1",0.000426341885669383,0.00547700491062545,3547,19518,4.8,10,3.2,59,4.8,10,0,49,-0.333333333333333,4.9
"184393","LOC102553460",0.00965491595353835,0.0111307518170282,28603,31139,1.6,7.8,5.3,61.2,1.6,7.8,3.7,53.4,2.3125,6.84615384615385
"184406","Adk",0.00283280471460962,0.00305160293334146,14464,8068,4.6,3.2,24.8,3.7,4.6,3.2,20.2,0.5,4.39130434782609,0.15625
"184425","Ap3m1",0.00210753458033458,0.00106658016970309,11294,2204,47.6,83.6,122.8,590.3,47.6,83.6,75.2,506.7,1.57983193277311,6.061004784689
"184525","Camk2g",0.000846505725496246,0.00247493807697194,5269,5947,5.6,12.2,41.3,35.2,5.6,12.2,35.7,23,6.375,1.88524590163934
"184526","Camk2g",0.00211128569859712,0.00530196835838882,11311,18736,360.4,619.4,4836.3,114109.3,360.4,619.4,4475.9,113489.9,12.419256381798,183.22554084598
"184534","Ndst2",0.00408797482841641,0.0038066667246328,19068,11206,10.6,26.8,35.8,170.2,10.6,26.8,25.2,143.4,2.37735849056604,5.35074626865672
"184547","Synpo2l",0.00229837749160561,0.0089499528316943,12166,29147,6,9.8,4,80.7,6,9.8,0,70.9,-0.333333333333333,7.23469387755102
"184569","Usp54",0.00282080132183852,0.00510830518635464,14405,17801,1.8,2.4,7.2,12.8,1.8,2.4,5.4,10.4,3,4.33333333333333
"184585","Usp54",0.00172222778999104,0.00505021506127512,9687,17519,81,285.4,597.5,23703.3,81,285.4,516.5,23417.9,6.37654320987654,82.0529081990189
"184588","Usp54",0.0038075728362502,0.0075206500546925,18270,26509,2.8,3,15.2,8,2.8,3,12.4,5,4.42857142857143,1.66666666666667
"184663","Usp54",0.00122663971654141,0.00517756970814824,7073,18135,11,45.2,39,667.7,11,45.2,28,622.5,2.54545454545455,13.7721238938053
"184667","Ppp3cb",0,0.00348668169938329,637,9831,0,4,0,21.5,0,4,0,17.5,NA,4.375
"184692","Ppp3cb",0.00085756368332859,0.00434934611831482,5306,13918,27.8,49.2,63.7,624.7,27.8,49.2,35.9,575.5,1.29136690647482,11.6971544715447
"184703","Ppp3cb",0,0.00254309699214392,638,6257,0,1,0,5,0,1,0,4,NA,4
"184706","Ppp3cb",0.00536973769366277,0.00370535227107653,22460,10758,135.2,297.2,4658.7,26124.7,135.2,297.2,4523.5,25827.5,33.4578402366864,86.9027590847914
"184707","Ppp3cb",0.000404856679116299,0.00609184399774348,3437,22078,11,26.4,5.5,260.3,11,26.4,0,233.9,-0.5,8.85984848484849
"184729","Anxa7",0.0012252364827787,0.00321638101899079,7069,8763,118.2,179.2,1250.2,5418.7,118.2,179.2,1132,5239.5,9.57698815566836,29.23828125
"184730","Anxa7",0.00180281512961874,0.00363464937815044,9989,10422,27.6,44.4,53.3,480.3,27.6,44.4,25.7,435.9,0.931159420289855,9.81756756756757
"184752","Mrps16",0.000753653789040685,0.00520326052278158,4919,18258,63.2,202.8,325.2,15184.7,63.2,202.8,262,14981.9,4.14556962025316,73.8752465483235
"184754","Mrps16",0.00275673711594951,0.00773248133136712,14138,26989,5.4,21.8,7.3,246.7,5.4,21.8,1.9,224.9,0.351851851851852,10.3165137614679
"184766","Dnajc9",0.000666721741816437,0.00957669370052007,4559,29932,5.2,16,0.2,201.5,5.2,16,0,185.5,-0.961538461538461,11.59375
"184767","Dnajc9",0.000525259492122869,0.00387061539965114,3978,11505,36.8,111.4,36.7,2442.3,36.8,111.4,0,2330.9,-0.00271739130434767,20.9236983842011
"184782","Ecd",0.0123117926922971,0.0047317729079234,30506,15910,7,25.4,30.5,270.8,7,25.4,23.5,245.4,3.35714285714286,9.66141732283465
"184804","-",0.00856129661406173,0.0059457420300872,27450,21491,1.2,2.6,2.7,12.8,1.2,2.6,1.5,10.2,1.25,3.92307692307692
"184809","Kcnk5",0.00278845833425094,0.00605004710028753,14254,21911,2.2,10.4,4.2,61.3,2.2,10.4,2,50.9,0.909090909090909,4.89423076923077
"184816","Saysd1",0.00292025695394828,0.00594813225735123,14790,21501,49,86.4,296.5,2782.8,49,86.4,247.5,2696.4,5.05102040816327,31.2083333333333
"184886","Gng2",0.00101510294891709,0.00642206278666101,5905,23316,34.2,74.2,113.2,2189.7,34.2,74.2,79,2115.5,2.30994152046784,28.510781671159
"184890","Gng2",0.00439781402129962,0.00628050968978654,20006,22830,24.2,62,73.2,1917.5,24.2,62,49,1855.5,2.02479338842975,29.9274193548387
"184905","Gng2",0.000414875400200413,0.00581949225485858,3491,20970,74,105.8,755.5,3798.2,74,105.8,681.5,3692.4,9.20945945945946,34.8998109640832
"184908","LOC102554918",0.0174064627540367,0.000403355618502044,31599,1044,7.6,6,84.3,24.5,7.6,6,76.7,18.5,10.0921052631579,3.08333333333333
"184913","Rtraf",0.000518865518940753,0.00112305382590792,3941,2315,210.4,171.8,3152.8,1762.7,210.4,171.8,2942.4,1590.9,13.9847908745247,9.26018626309662
"184917","-",0.00916315876771371,0.00574469918934665,28118,20655,1.4,2.6,3.8,15.8,1.4,2.6,2.4,13.2,1.71428571428571,5.07692307692308
"184945","Zfp385d",0.0039692306749217,0.00432797741766867,18759,13820,3,6,17,42,3,6,14,36,4.66666666666667,6
"184947","Zfp385d",0.00401997166237139,0.00507454741017504,18910,17626,2.6,5.2,6.8,13.7,2.6,5.2,4.2,8.5,1.61538461538461,1.63461538461538
"184962","-",0.00829163213228655,0.00228432263618337,27077,5335,11.4,0.8,453.8,3.2,11.4,0.8,442.4,2.4,38.8070175438597,3
"184963","-",0.00482218739551051,0.00275712527457421,21146,6989,0.6,1,1.8,5,0.6,1,1.2,4,2,4
"185096","Ube2e2",0.000867032836620735,0.00298058699962395,5348,7800,35.8,48.8,71.7,311.2,35.8,48.8,35.9,262.4,1.00279329608939,5.37704918032787
"185098","Ube2e2",0.00116033549307316,0.00358224589061575,6719,10214,33.2,58.8,47.7,761.7,33.2,58.8,14.5,702.9,0.436746987951807,11.9540816326531
"185134","Ube2e1",0.00527198441178142,0.00556608820040182,22258,19907,379.6,921,35957.3,313895,379.6,921,35577.7,312974,93.7241833508957,339.819761129207
"185139","Rpl15",0.00156996651588517,0.00354380076272214,8893,10053,688.2,1111.8,28524.2,231717.2,688.2,1111.8,27836,230605.4,40.4475443185121,207.416261917611
"185142","Rpl15",0.000730433951271318,0.00823696122995627,4822,28011,5.6,9,15.3,49,5.6,9,9.7,40,1.73214285714286,4.44444444444444
"185143","Rpl15",0.00484351528744534,0.00476259116079068,21385,16051,9.8,19.8,26.2,225.2,9.8,19.8,16.4,205.4,1.6734693877551,10.3737373737374
"185146","-",0.00298241768333509,0.00651734256583699,15012,23679,1.6,7.8,5.3,29.7,1.6,7.8,3.7,21.9,2.3125,2.80769230769231
"185171","Nr1d2",0.00077595633798594,0.00326293041714174,5017,8931,73.4,122.8,77.3,2775.7,73.4,122.8,3.89999999999999,2652.9,0.0531335149863759,21.6034201954397
"185282","Rarb",0.00539835103227223,0.00671431140018929,22510,24263,2.8,8.2,7.2,44.2,2.8,8.2,4.4,36,1.57142857142857,4.39024390243902
"185308","-",0.00798877798760898,0.0115837189945793,26706,31320,5,9.6,12.5,140.3,5,9.6,7.5,130.7,1.5,13.6145833333333
"185352","Lrrc3b",0.0035198447864113,0.00427548632108225,17040,13575,12,32.6,16.5,267.8,12,32.6,4.5,235.2,0.375,7.21472392638037
"185362","-",0.00442925221242158,0.00390424237680783,20079,11658,4.2,13.6,36.2,82.3,4.2,13.6,32,68.7,7.61904761904762,5.05147058823529
"185367","LOC498453",0.00256539317625724,0.00295141263144178,13277,7662,1.2,1.4,2.7,9.8,1.2,1.4,1.5,8.4,1.25,6
"185399","Psmd6",0.00197045633438658,0.00286616681337576,10710,7391,13.8,11.6,98.7,72.8,13.8,11.6,84.9,61.2,6.15217391304348,5.27586206896552
"185414","Thoc7",0.000617002937758127,0.00134839411211278,4349,2764,159.2,187.6,6903.2,4639.3,159.2,187.6,6744,4451.7,42.3618090452261,23.7297441364606
"185423","-",0.00810060529225248,0.00890884296192104,26843,29101,1.4,4.6,3.8,25.8,1.4,4.6,2.4,21.2,1.71428571428571,4.60869565217391
"185448","-",0,0.00196760842096119,639,4294,0,0.6,0,1.8,0,0.6,0,1.2,NA,2
"185492","Cadps",0.00219493472216143,0.00454854784229681,11674,15003,32.2,37.2,230.7,468.7,32.2,37.2,198.5,431.5,6.16459627329192,11.5994623655914
"185699","Cadps",0.00165532135486785,0.00938138463218948,9339,29716,0.8,5,3.2,26,0.8,5,2.4,21,3,4.2
"185724","Cadps",0.00457994165916345,0.00521667943390101,20476,18334,46,104.6,263.5,3379.3,46,104.6,217.5,3274.7,4.72826086956522,31.3068833652008
"185726","Cadps",0.00916315876771371,0.0031694251473351,28119,8515,1.4,5.2,3.8,11.2,1.4,5.2,2.4,6,1.71428571428571,1.15384615384615
"185727","Cadps",0.00210248309158916,0.00545041883633978,11278,19400,11.4,17.4,64.3,146.8,11.4,17.4,52.9,129.4,4.64035087719298,7.4367816091954
"185728","Cadps",0.000597074207379031,0.00507540621507106,4260,17632,185.2,487,876.2,86737.5,185.2,487,691,86250.5,3.73110151187905,177.105749486653
"185733","Fezf2",0.00843391018903284,0.01029320597436,27307,30558,1.8,6.6,6.2,51.8,1.8,6.6,4.4,45.2,2.44444444444444,6.84848484848485
"185734","Fezf2",0.00352141231934682,0.0062878708973499,17041,22861,10.2,58.6,10.7,1520.3,10.2,58.6,0.5,1461.7,0.0490196078431373,24.9436860068259
"185769","-",0.00933749541477501,0.0025009807198659,28282,6074,1.4,1.2,3.8,7.2,1.4,1.2,2.4,6,1.71428571428571,5
"185774","-",0.0049566526287871,0.00558110782474547,21608,19969,3.4,2.6,10.8,13.8,3.4,2.6,7.4,11.2,2.17647058823529,4.30769230769231
"185918","Fhit",0.0038814226264811,0.00326828207290151,18472,8956,3.6,8.2,36.8,28.7,3.6,8.2,33.2,20.5,9.22222222222222,2.5
"186070","Fhit",0.000546559001479252,0.00875786588065054,4052,28872,8.6,19.4,49.3,283.3,8.6,19.4,40.7,263.9,4.73255813953488,13.6030927835052
"186179","Cfap20dc",0.000747400103399135,0.00268095355966197,4883,6733,1.8,9,7.2,50.5,1.8,9,5.4,41.5,3,4.61111111111111
"186180","Cfap20dc",0.0022900569137683,0.00339453265809334,12133,9459,84,161.8,445.5,4979.2,84,161.8,361.5,4817.4,4.30357142857143,29.7737948084054
"186181","Cfap20dc",0.00642257230320212,0.00462734195231603,24496,15384,2.6,10.4,8.3,44.3,2.6,10.4,5.7,33.9,2.19230769230769,3.25961538461538
"186217","Fam107a",0.00350130604255692,0.00886001967747123,16954,29021,4.4,17,23.3,160,4.4,17,18.9,143,4.29545454545454,8.41176470588235
"186218","Fam107a",0.00347574185586603,0.00729889081355211,16856,25938,92,188.8,880,16113.7,92,188.8,788,15924.9,8.56521739130435,84.3479872881356
"186224","Fam107a",0.000712974398537894,0.00239091835665271,4757,5697,496.2,985.8,16355.7,124308.2,496.2,985.8,15859.5,123322.4,31.9619105199516,125.098803002637
"186244","Pdhb",0.00229568270686826,0.00769897040743943,12153,26906,5.8,13,13.7,143.5,5.8,13,7.9,130.5,1.36206896551724,10.0384615384615
"186245","Pdhb",0.000858218567614488,0.00162754532428591,5310,3355,18.6,35,10.3,72.5,18.6,35,0,37.5,-0.446236559139785,1.07142857142857
"186246","Pdhb",0.00216896883502576,0.00656734638769166,11583,23840,123.4,278.2,779.3,36020.7,123.4,278.2,655.9,35742.5,5.31523500810373,128.47771387491
"186270","LOC103693818",0.00482218739551051,0.0100076647205571,21147,30326,0.6,5.8,1.8,30.2,0.6,5.8,1.2,24.4,2,4.20689655172414
"186275","LOC103693818",0.000354303318142107,0.0032959888116138,3204,9063,3.4,10,12.8,17.5,3.4,10,9.4,7.5,2.76470588235294,0.75
"186277","LOC103693818",0.00372461637533612,0.00868215450154756,17717,28758,8.6,19,15.3,236,8.6,19,6.7,217,0.779069767441861,11.4210526315789
"186295","-",0.0114441769828437,0.00422535312088454,30009,13294,41.2,41.6,1294.7,456.8,41.2,41.6,1253.5,415.2,30.4247572815534,9.98076923076923
"186297","-",0.0130110885343704,0.00510948229388162,30783,17815,4,4.6,18.5,10.8,4,4.6,14.5,6.2,3.625,1.34782608695652
"186377","Gpr137c",0.00357980210957743,0.00626925519235189,17199,22789,2,19.8,3.5,162.7,2,19.8,1.5,142.9,0.75,7.21717171717172
"186394","Psmc6",0.0103253258423625,0.00324637013862012,29195,8873,6,7,61.5,46.5,6,7,55.5,39.5,9.25,5.64285714285714
"186395","Psmc6",0.0053041268351441,0.00727592138884091,22328,25885,40.4,74.6,620.3,2791.3,40.4,74.6,579.9,2716.7,14.3539603960396,36.416890080429
"186397","Psmc6",0.00391466851119313,0.00327968626683271,18567,8994,3.8,15.4,16.7,51.3,3.8,15.4,12.9,35.9,3.39473684210526,2.33116883116883
"186398","Psmc6",0.0011081550441518,0.00383546636179245,6251,11347,43.2,83.2,157.7,1367.2,43.2,83.2,114.5,1284,2.65046296296296,15.4326923076923
"186400","Psmc6",0.000870344473286315,0.00662441331690138,5354,24009,22.2,88.6,66.7,3590.8,22.2,88.6,44.5,3502.2,2.0045045045045,39.5282167042889
"186401","Psmc6",0.00543143539703212,0.00293301264758703,22555,7609,6.2,14.6,34.7,43.3,6.2,14.6,28.5,28.7,4.59677419354839,1.96575342465753
"186408","Styx",0.00241019146996744,0.00509645524670367,12664,17748,3.8,5.4,16.7,19.8,3.8,5.4,12.9,14.4,3.39473684210526,2.66666666666667
"186450","-",0.00249296476096354,0.0055847306070589,12987,19987,16.6,71.6,132.8,6835.3,16.6,71.6,116.2,6763.7,7,94.4650837988827
"186468","-",0.0150028403484394,0.00813157914812227,31339,27810,4.6,9.4,43.8,62.8,4.6,9.4,39.2,53.4,8.52173913043478,5.68085106382979
"186484","Cgrrf1",0,0.00836069673095958,640,28229,0,4.8,0,49.7,0,4.8,0,44.9,NA,9.35416666666667
"186490","Cgrrf1",0.00346215401468464,0.00438560663443777,16810,14106,46,66.6,396.5,1067.3,46,66.6,350.5,1000.7,7.6195652173913,15.0255255255255
"186601","Samd4a",0.00745252197814534,0.00749966304051777,26056,26460,3.6,6.4,6.3,89.3,3.6,6.4,2.7,82.9,0.75,12.953125
"186609","Samd4a",0.0124553524044691,0.00384036018328762,30562,11368,13.8,23.8,84.2,132.7,13.8,23.8,70.4,108.9,5.10144927536232,4.57563025210084
"186627","-",0.00228763615744987,0.00225196156517989,12125,5224,6.6,26,5.3,186,6.6,26,0,160,-0.196969696969697,6.15384615384615
"186647","Mapk1ip1l",0.00349108880626777,0.0141836134147514,16898,31728,3.6,16.4,12.3,230.3,3.6,16.4,8.7,213.9,2.41666666666667,13.0426829268293
"186649","-",0.0034513076555313,0.0062448576262622,16758,22686,2.6,11.6,5.8,119.3,2.6,11.6,3.2,107.7,1.23076923076923,9.28448275862069
"186655","-",0.00194871818605414,0.00454879858193071,10623,15004,3.2,16.6,21.2,105.3,3.2,16.6,18,88.7,5.625,5.3433734939759
"186677","Fbxo34",0,0.00150035954540046,641,3069,0,2,0,3.5,0,2,0,1.5,NA,0.75
"186693","Fbxo34",0.000532282788156754,0.00778364616861568,4005,27111,36,41.4,227.5,754.3,36,41.4,191.5,712.9,5.31944444444444,17.219806763285
"186696","Atg14",0.00454618095550932,0.0024720400581514,20388,5941,10.4,13,26.8,104.5,10.4,13,16.4,91.5,1.57692307692308,7.03846153846154
"186759","Ktn1",0.00133774843747206,0.00663569620303232,7643,24033,31,107,23.5,4817.5,31,107,0,4710.5,-0.241935483870968,44.0233644859813
"186760","-",0.00522330517835577,0.00611160485077404,22121,22147,2.6,6.8,6.8,33.7,2.6,6.8,4.2,26.9,1.61538461538461,3.95588235294118
"186808","Peli2",0.00401111913120227,0.0102159752718537,18888,30504,13,14.4,28,140.3,13,14.4,15,125.9,1.15384615384615,8.74305555555556
"186809","Peli2",0.00348075896277171,2.45473072376526e-05,16868,390,5.4,9.8,33.8,123.2,5.4,9.8,28.4,113.4,5.25925925925926,11.5714285714286
"186852","Tmem260",0.00426994038910377,0.000693855790176977,19554,1537,16.2,21.6,159.7,34.3,16.2,21.6,143.5,12.7,8.85802469135803,0.587962962962963
"186866","-",0.00209352199505713,0.00872458574140962,11253,28820,5,4.6,8,25.8,5,4.6,3,21.2,0.6,4.60869565217391
"186870","-",0.0166175349968776,0.00621886263500218,31543,22566,18.2,8,440.2,80.5,18.2,8,422,72.5,23.1868131868132,9.0625
"186872","-",0.00404540924484336,0.00331020178026634,18965,9122,199.4,94.2,13570.8,1483.2,199.4,94.2,13371.4,1389,67.0581745235707,14.7452229299363
"186887","Ap5m1",0.00385639272577065,0.000539435703740798,18411,1272,2.4,7.6,6.3,38.3,2.4,7.6,3.9,30.7,1.625,4.03947368421053
"186895","Naa30",0.00226622735275337,0.000702029803467655,12038,1555,1.6,2.6,5.3,18.8,1.6,2.6,3.7,16.2,2.3125,6.23076923076923
"186905","Naa30",0.0062950449078479,0.00690290075131579,24337,24841,54.4,112.8,1019.3,5960.7,54.4,112.8,964.9,5847.9,17.7371323529412,51.843085106383
"186906","Naa30",0.0047157236630563,0.00378222212588222,20796,11098,8,18,32.5,114,8,18,24.5,96,3.0625,5.33333333333333
"186909","-",0.0115157809172852,0.0039582908563811,30052,11949,7.8,7.8,35.7,22.7,7.8,7.8,27.9,14.9,3.57692307692308,1.91025641025641
"186962","Parp2",0.00118644091661403,0.00970541419039638,6904,30043,7.6,19,8.3,246.5,7.6,19,0.700000000000001,227.5,0.0921052631578949,11.9736842105263
"186963","-",0.00144069881119353,0.00458718121850383,8289,15183,3.2,1.8,13.7,6.2,3.2,1.8,10.5,4.4,3.28125,2.44444444444444
"186980","Apex1",0.000271660244863189,0.00227668608063673,2893,5284,57.2,66.4,158.7,461.8,57.2,66.4,101.5,395.4,1.77447552447552,5.95481927710843
"186990","Pnp",4.13339451912722e-05,0.00338434451814326,1983,9414,36.8,95.8,109.2,1523.7,36.8,95.8,72.4,1427.9,1.96739130434783,14.9050104384134
"187000","-",0.00225679421925328,0.0075804196832245,11920,26644,1.2,5.8,2.7,84.2,1.2,5.8,1.5,78.4,1.25,13.5172413793103
"187009","LOC120096961",0.000735863371417139,0.00727195277538492,4841,25875,13.2,33.2,94.7,658.2,13.2,33.2,81.5,625,6.17424242424242,18.8253012048193
"187012","Trnay-gua",0.00764298619333438,0.00167385234929486,26232,3479,1.6,3.4,12.8,11.8,1.6,3.4,11.2,8.4,7,2.47058823529412
"187013","LOC108352909",0.000772892322130794,0.00778520815977685,5002,27114,1.8,3.6,7.2,20.3,1.8,3.6,5.4,16.7,3,4.63888888888889
"187017","Rnase4",0.0044117618905971,0.00415990564756718,20040,12971,178.4,371,3759.8,35685.5,178.4,371,3581.4,35314.5,20.0751121076233,95.1873315363881
"187021","LOC120096963",0.00836925533313013,0.00408301548324285,27146,12539,22,19.8,244,121.7,22,19.8,222,101.9,10.0909090909091,5.14646464646465
"187025","Mettl17",0.00555351332713226,0.00389045071760228,22749,11593,31.8,39.8,186.7,307.7,31.8,39.8,154.9,267.9,4.87106918238994,6.73115577889447
"187050","Arhgef40",0.00186629474785407,0.00563045533539911,10291,20193,37.6,97.6,44.3,3087.3,37.6,97.6,6.7,2989.7,0.178191489361702,30.6321721311475
"187059","-",0,0.00440370477769122,642,14192,0,3.8,0,8.2,0,3.8,0,4.4,NA,1.15789473684211
"187067","Rab2b",0,0.00116858919436974,643,2393,0,1.4,0,3.8,0,1.4,0,2.4,NA,1.71428571428571
"187073","Tox4",0.00599590343780449,0.00530817967942427,23645,18763,0.6,4.6,1.8,11.8,0.6,4.6,1.2,7.2,2,1.56521739130435
"187080","Tox4",0.00944837235843664,0.00790691478480218,28387,27382,10.8,5.4,118.7,55.8,10.8,5.4,107.9,50.4,9.99074074074074,9.33333333333333
"187081","Tox4",0.00249749097464213,0.0022978697348431,13007,5411,8.4,12,28.8,30.5,8.4,12,20.4,18.5,2.42857142857143,1.54166666666667
"187082","Tox4",0.00248996661664682,0.00152449969333858,12966,3120,2.8,6.4,15.2,45.8,2.8,6.4,12.4,39.4,4.42857142857143,6.15625
"187083","Tox4",0.000385249775101108,0.00655383265696013,3335,23798,22,54.4,80.5,1872.3,22,54.4,58.5,1817.9,2.65909090909091,33.4172794117647
"187087","Mettl3",0,0.00896701274636895,644,29172,0,9.4,0,57.3,0,9.4,0,47.9,NA,5.09574468085106
"187105","LOC691091",0.00988097146215773,0.00616052866685927,28794,22326,5,3,19,20,5,3,14,17,2.8,5.66666666666667
"187106","LOC691091",0.00365940595565056,0.00141227914641653,17478,2896,39.2,28.8,357.7,584.7,39.2,28.8,318.5,555.9,8.125,19.3020833333333
"187143","LOC100362843",0.00350780642750521,0.00462478695888747,16984,15370,2.4,9.6,15.3,31.8,2.4,9.6,12.9,22.2,5.375,2.3125
"187148","LOC100362843",0,0.00516133431051648,645,18045,0,2.8,0,22.7,0,2.8,0,19.9,NA,7.10714285714286
"187165","Abhd4",0.0024745905878647,0.00480896074691276,12909,16316,62.6,99.2,208.3,2379.7,62.6,99.2,145.7,2280.5,2.32747603833866,22.9889112903226
"187182","Oxa1l",0.000889983881591623,0.00119989013939699,5430,2460,230.6,290.6,5962.3,12717.3,230.6,290.6,5731.7,12426.7,24.8555941023417,42.7622161046111
"187184","Slc7a7",0.00832322303808602,0.00894939557728597,27101,29142,4.2,15,7.7,144,4.2,15,3.5,129,0.833333333333333,8.6
"187192","Mrpl52",0.00102578066298794,0.00432357335080941,5944,13786,89.8,192.2,837.7,8993.7,89.8,192.2,747.9,8801.5,8.32850779510022,45.7934443288241
"187193","Mrpl52",0.013805562275317,0.000880329607492725,31069,1871,17.6,17.6,110.3,116.3,17.6,17.6,92.7,98.7,5.26704545454545,5.60795454545454
"187197","Mmp14",0.00360432632114467,0.00920315039610038,17307,29499,6.2,11.2,9.7,78.7,6.2,11.2,3.5,67.5,0.564516129032258,6.02678571428571
"187199","Mmp14",0.000239733950603602,0.00372760072124311,2757,10834,9,18.6,28.5,158.8,9,18.6,19.5,140.2,2.16666666666667,7.53763440860215
"187206","LOC102550180",0.00482382472237705,0.00315265962047207,21299,8471,40,17.4,698.5,69.8,40,17.4,658.5,52.4,16.4625,3.01149425287356
"187208","LOC102550180",0.00903206873489598,0.00404815807932319,28000,12346,6.8,4.6,23.2,9.3,6.8,4.6,16.4,4.7,2.41176470588235,1.02173913043478
"187219","Lrp10",0.00340207568464191,0.00403306726781237,16570,12254,66,152.4,545,4984.3,66,152.4,479,4831.9,7.25757575757576,31.7053805774278
"187223","-",0,0.00645179422659317,646,23416,0,6.4,0,39.3,0,6.4,0,32.9,NA,5.140625
"187226","Rem2",0.0039287254466617,0.000773957376613513,18619,1686,5.6,8.4,14.3,24.3,5.6,8.4,8.7,15.9,1.55357142857143,1.89285714285714
"187241","RGD1308430",0.00212957440912247,0.00460064992957153,11381,15239,17.6,39.8,94.3,535.2,17.6,39.8,76.7,495.4,4.35795454545454,12.4472361809045
"187280","Bcl2l2",0.005963420723916,0.00616794472039878,23508,22356,236.6,459.6,17923.3,82098.3,236.6,459.6,17686.7,81638.7,74.7535925612849,177.629895561358
"187297","Pabpn1",3.96342366870442e-05,0.00422774028387701,1978,13310,6.4,11.4,100.8,262.8,6.4,11.4,94.4,251.4,14.75,22.0526315789474
"187298","Pabpn1",0.00885382469806789,0.0040761483812211,27785,12508,2.6,4.6,15.8,11.3,2.6,4.6,13.2,6.7,5.07692307692308,1.45652173913044
"187299","Pabpn1",0.00154124285864591,0.00343894049551674,8770,9646,165.6,223.8,1152.8,9691.7,165.6,223.8,987.2,9467.9,5.96135265700483,42.3051831992851
"187303","Pabpn1",0.00250884017761569,0.00517114811335718,13053,18107,35.2,96.6,131.2,5293.3,35.2,96.6,96,5196.7,2.72727272727273,53.796066252588
"187314","Cmtm5",0.000765838329594697,0.00411360298844874,4968,12704,126.4,618.6,105.3,130971.3,126.4,618.6,0,130352.7,-0.166930379746835,210.722114451988
