"feature_id","gene_symbol","rank","abs_loading","mu","variance","nb1","nb2","alpha_mu","log_variance","log_nb1","log_nb2","log_alpha_mu","nb_gap"
"143083","-",88,0,0,0,0,0,NA,0,0,0,NA,0
"145071","-",89,0,0,0,0,0,NA,0,0,0,NA,0
"145259","Ubxn4",90,0,0,0,0,0,NA,0,0,0,NA,0
"146643","Dennd1b",91,0,0,0,0,0,NA,0,0,0,NA,0
"146713","Kcnt2",92,0,0,0,0,0,NA,0,0,0,NA,0
"146908","-",93,0,0,0,0,0,NA,0,0,0,NA,0
"147641","Lamc2",94,0,0,0,0,0,NA,0,0,0,NA,0
"148937","Prrx1",95,0,0,0,0,0,NA,0,0,0,NA,0
"148950","Kifap3",96,0,0,0,0,0,NA,0,0,0,NA,0
"152961","Lrrc8b",97,0,0,0,0,0,NA,0,0,0,NA,0
"153246","Mapk10",98,0,0,0,0,0,NA,0,0,0,NA,0
"154567","LOC689849",99,0,0,0,0,0,NA,0,0,0,NA,0
"154624","-",100,0,0,0,0,0,NA,0,0,0,NA,0
"157801","-",101,0,0,0,0,0,NA,0,0,0,NA,0
"160378","Kremen1",102,0,0,0,0,0,NA,0,0,0,NA,0
"162005","-",103,0,0,0,0,0,NA,0,0,0,NA,0
"164178","-",104,0,0,0,0,0,NA,0,0,0,NA,0
"164319","Rasgef1b",105,0,0,0,0,0,NA,0,0,0,NA,0
"164710","Cxcl10",106,0,0,0,0,0,NA,0,0,0,NA,0
"165513","-",107,0,0,0,0,0,NA,0,0,0,NA,0
"167271","-",108,0,0,0,0,0,NA,0,0,0,NA,0
"167876","Lgi2",109,0,0,0,0,0,NA,0,0,0,NA,0
"167948","-",110,0,0,0,0,0,NA,0,0,0,NA,0
"172218","-",111,0,0,0,0,0,NA,0,0,0,NA,0
"172670","-",112,0,0,0,0,0,NA,0,0,0,NA,0
"172678","-",113,0,0,0,0,0,NA,0,0,0,NA,0
"173032","LOC102550342",114,0,0,0,0,0,NA,0,0,0,NA,0
"173973","-",115,0,0,0,0,0,NA,0,0,0,NA,0
"175299","LOC102550314",116,0,0,0,0,0,NA,0,0,0,NA,0
"176216","LOC100362843",117,0,0,0,0,0,NA,0,0,0,NA,0
"177375","-",118,0,0,0,0,0,NA,0,0,0,NA,0
"179352","-",119,0,0,0,0,0,NA,0,0,0,NA,0
"181282","-",120,0,0,0,0,0,NA,0,0,0,NA,0
"182163","LOC108352964",121,0,0,0,0,0,NA,0,0,0,NA,0
"188598","Xkr6",122,0,0,0,0,0,NA,0,0,0,NA,0
"191050","-",123,0,0,0,0,0,NA,0,0,0,NA,0
"192832","-",124,0,0,0,0,0,NA,0,0,0,NA,0
"193785","Fgf14",125,0,0,0,0,0,NA,0,0,0,NA,0
"198939","-",126,0,0,0,0,0,NA,0,0,0,NA,0
"200239","Ppp2cb",127,0,0,0,0,0,NA,0,0,0,NA,0
"204325","Wapl",128,0,0,0,0,0,NA,0,0,0,NA,0
"205128","Slc5a5",129,0,0,0,0,0,NA,0,0,0,NA,0
"206511","Mfap3l",130,0,0,0,0,0,NA,0,0,0,NA,0
"209591","Eri1",131,0,0,0,0,0,NA,0,0,0,NA,0
"213626","Dapk1",132,0,0,0,0,0,NA,0,0,0,NA,0
"217452","Zkscan4",133,0,0,0,0,0,NA,0,0,0,NA,0
"219016","Chrm3",134,0,0,0,0,0,NA,0,0,0,NA,0
"219795","Ankrd16",135,0,0,0,0,0,NA,0,0,0,NA,0
"221755","Arhgap21",136,0,0,0,0,0,NA,0,0,0,NA,0
"224097","-",137,0,0,0,0,0,NA,0,0,0,NA,0
"226263","Prl3d4",138,0,0,0,0,0,NA,0,0,0,NA,0
"227681","Kif5b",139,0,0,0,0,0,NA,0,0,0,NA,0
"231439","Abi1",140,0,0,0,0,0,NA,0,0,0,NA,0
"234055","-",141,0,0,0,0,0,NA,0,0,0,NA,0
"234287","-",142,0,0,0,0,0,NA,0,0,0,NA,0
"236699","LOC108348736",143,0,0,0,0,0,NA,0,0,0,NA,0
"239156","-",144,0,0,0,0,0,NA,0,0,0,NA,0
"239378","Zfp516",145,0,0,0,0,0,NA,0,0,0,NA,0
"239640","-",146,0,0,0,0,0,NA,0,0,0,NA,0
"239927","-",147,0,0,0,0,0,NA,0,0,0,NA,0
"240818","Trappc8",148,0,0,0,0,0,NA,0,0,0,NA,0
"241384","Fhod3",149,0,0,0,0,0,NA,0,0,0,NA,0
"244404","Tcerg1",150,0,0,0,0,0,NA,0,0,0,NA,0
"245046","LOC120098189",151,0,0,0,0,0,NA,0,0,0,NA,0
"248999","-",152,0,0,0,0,0,NA,0,0,0,NA,0
"253384","Zfhx3",153,0,0,0,0,0,NA,0,0,0,NA,0
"253668","Pdpr",154,0,0,0,0,0,NA,0,0,0,NA,0
"254102","Wwox",155,0,0,0,0,0,NA,0,0,0,NA,0
"254747","Ankrd11",156,0,0,0,0,0,NA,0,0,0,NA,0
"255516","Dync1li2",157,0,0,0,0,0,NA,0,0,0,NA,0
"258449","Arhgap10",158,0,0,0,0,0,NA,0,0,0,NA,0
"259682","Ap1g1",159,0,0,0,0,0,NA,0,0,0,NA,0
"263321","-",160,0,0,0,0,0,NA,0,0,0,NA,0
"264175","Homer1",161,0,0,0,0,0,NA,0,0,0,NA,0
"266766","Rab3c",162,0,0,0,0,0,NA,0,0,0,NA,0
"268168","Mtmr12",163,0,0,0,0,0,NA,0,0,0,NA,0
"268523","-",164,0,0,0,0,0,NA,0,0,0,NA,0
"271734","Nlgn1",165,0,0,0,0,0,NA,0,0,0,NA,0
"272030","Sec62",166,0,0,0,0,0,NA,0,0,0,NA,0
"272032","Sec62",167,0,0,0,0,0,NA,0,0,0,NA,0
"272923","-",168,0,0,0,0,0,NA,0,0,0,NA,0
"273517","-",169,0,0,0,0,0,NA,0,0,0,NA,0
"276997","Ash1l",170,0,0,0,0,0,NA,0,0,0,NA,0
"277440","S100a9",171,0,0,0,0,0,NA,0,0,0,NA,0
"280767","Fnbp1l",172,0,0,0,0,0,NA,0,0,0,NA,0
"281904","Col25a1",173,0,0,0,0,0,NA,0,0,0,NA,0
"282994","Ccn1",174,0,0,0,0,0,NA,0,0,0,NA,0
"283189","Adgrl2",175,0,0,0,0,0,NA,0,0,0,NA,0
"287721","Cwc27",176,0,0,0,0,0,NA,0,0,0,NA,0
"289718","-",177,0,0,0,0,0,NA,0,0,0,NA,0
"291395","-",178,0,0,0,0,0,NA,0,0,0,NA,0
"293108","-",179,0,0,0,0,0,NA,0,0,0,NA,0
"293745","Naaladl2",180,0,0,0,0,0,NA,0,0,0,NA,0
"300214","-",181,0,0,0,0,0,NA,0,0,0,NA,0
"301552","Ensa",182,0,0,0,0,0,NA,0,0,0,NA,0
"301942","Polr3c",183,0,0,0,0,0,NA,0,0,0,NA,0
"302565","-",184,0,0,0,0,0,NA,0,0,0,NA,0
"304391","LOC120100935",185,0,0,0,0,0,NA,0,0,0,NA,0
"306174","-",186,0,0,0,0,0,NA,0,0,0,NA,0
"307948","Lrrc7",187,0,0,0,0,0,NA,0,0,0,NA,0
"308614","RT1-CE16",188,0,0,0,0,0,NA,0,0,0,NA,0
"313849","Cdk19",189,0,0,0,0,0,NA,0,0,0,NA,0
"314148","Ostm1",190,0,0,0,0,0,NA,0,0,0,NA,0
"314423","Hace1",191,0,0,0,0,0,NA,0,0,0,NA,0
"314966","Tmlhe",192,0,0,0,0,0,NA,0,0,0,NA,0
"316181","-",193,0,0,0,0,0,NA,0,0,0,NA,0
"323477","Zbtb26",194,0,0,0,0,0,NA,0,0,0,NA,0
"325069","-",195,0,0,0,0,0,NA,0,0,0,NA,0
"326011","Baz2b",196,0,0,0,0,0,NA,0,0,0,NA,0
"327631","Cir1",197,0,0,0,0,0,NA,0,0,0,NA,0
"329507","Phf21a",198,0,0,0,0,0,NA,0,0,0,NA,0
"329629","-",199,0,0,0,0,0,NA,0,0,0,NA,0
"330409","Trim44",200,0,0,0,0,0,NA,0,0,0,NA,0
"331087","Immp1l",201,0,0,0,0,0,NA,0,0,0,NA,0
"333697","Anapc1",202,0,0,0,0,0,NA,0,0,0,NA,0
"336490","Eif2s2",203,0,0,0,0,0,NA,0,0,0,NA,0
"337169","-",204,0,0,0,0,0,NA,0,0,0,NA,0
"337203","-",205,0,0,0,0,0,NA,0,0,0,NA,0
"337732","Ptprt",206,0,0,0,0,0,NA,0,0,0,NA,0
"342283","LOC102550940",207,0,0,0,0,0,NA,0,0,0,NA,0
"342515","Rc3h2",208,0,0,0,0,0,NA,0,0,0,NA,0
"342983","LOC108350369",209,0,0,0,0,0,NA,0,0,0,NA,0
"344588","-",210,0,0,0,0,0,NA,0,0,0,NA,0
"345116","Csrnp3",211,0,0,0,0,0,NA,0,0,0,NA,0
"346010","Gad1",212,0,0,0,0,0,NA,0,0,0,NA,0
"348696","Lrrc4c",213,0,0,0,0,0,NA,0,0,0,NA,0
"348814","Lrrc4c",214,0,0,0,0,0,NA,0,0,0,NA,0
"350519","-",215,0,0,0,0,0,NA,0,0,0,NA,0
"352240","-",216,0,0,0,0,0,NA,0,0,0,NA,0
"353201","-",217,0,0,0,0,0,NA,0,0,0,NA,0
"353305","Smox",218,0,0,0,0,0,NA,0,0,0,NA,0
"353693","Plcb1",219,0,0,0,0,0,NA,0,0,0,NA,0
"357633","Ndrg3",220,0,0,0,0,0,NA,0,0,0,NA,0
"364996","Fam133b",221,0,0,0,0,0,NA,0,0,0,NA,0
"365592","-",222,0,0,0,0,0,NA,0,0,0,NA,0
"365984","-",223,0,0,0,0,0,NA,0,0,0,NA,0
"366035","Wnt2",224,0,0,0,0,0,NA,0,0,0,NA,0
"368651","Hipk2",225,0,0,0,0,0,NA,0,0,0,NA,0
"369101","-",226,0,0,0,0,0,NA,0,0,0,NA,0
"370928","-",227,0,0,0,0,0,NA,0,0,0,NA,0
"370945","-",228,0,0,0,0,0,NA,0,0,0,NA,0
"374487","-",229,0,0,0,0,0,NA,0,0,0,NA,0
"375097","Cntn3",230,0,0,0,0,0,NA,0,0,0,NA,0
"375156","-",231,0,0,0,0,0,NA,0,0,0,NA,0
"376936","Erc1",232,0,0,0,0,0,NA,0,0,0,NA,0
"377901","Gnb3",233,0,0,0,0,0,NA,0,0,0,NA,0
"383929","Ppp1r9a",234,0,0,0,0,0,NA,0,0,0,NA,0
"385795","-",235,0,0,0,0,0,NA,0,0,0,NA,0
"391779","Mad2l1",236,0,0,0,0,0,NA,0,0,0,NA,0
"392061","LOC102549228",237,0,0,0,0,0,NA,0,0,0,NA,0
"392588","-",238,0,0,0,0,0,NA,0,0,0,NA,0
"400636","-",239,0,0,0,0,0,NA,0,0,0,NA,0
"401132","-",240,0,0,0,0,0,NA,0,0,0,NA,0
"404651","Ankrd6",241,0,0,0,0,0,NA,0,0,0,NA,0
"404898","Zfp292",242,0,0,0,0,0,NA,0,0,0,NA,0
"406755","LOC102551073",243,0,0,0,0,0,NA,0,0,0,NA,0
"410116","Nfib",244,0,0,0,0,0,NA,0,0,0,NA,0
"411807","Dnai4",245,0,0,0,0,0,NA,0,0,0,NA,0
"412588","Elavl4",246,0,0,0,0,0,NA,0,0,0,NA,0
"416490","Srsf10",247,0,0,0,0,0,NA,0,0,0,NA,0
"418302","Agtrap",248,0,0,0,0,0,NA,0,0,0,NA,0
"418936","-",249,0,0,0,0,0,NA,0,0,0,NA,0
"421074","Rb1cc1",250,0,0,0,0,0,NA,0,0,0,NA,0
"421935","Rab2a",251,0,0,0,0,0,NA,0,0,0,NA,0
"423086","Fbxl4",252,0,0,0,0,0,NA,0,0,0,NA,0
"423527","-",253,0,0,0,0,0,NA,0,0,0,NA,0
"424752","Fam166b",254,0,0,0,0,0,NA,0,0,0,NA,0
"424825","Npr2",255,0,0,0,0,0,NA,0,0,0,NA,0
"425959","-",256,0,0,0,0,0,NA,0,0,0,NA,0
"427181","-",257,0,0,0,0,0,NA,0,0,0,NA,0
"427196","-",258,0,0,0,0,0,NA,0,0,0,NA,0
"428485","LOC120103372",259,0,0,0,0,0,NA,0,0,0,NA,0
"429208","-",260,0,0,0,0,0,NA,0,0,0,NA,0
"430108","Sgip1",261,0,0,0,0,0,NA,0,0,0,NA,0
"431138","-",262,0,0,0,0,0,NA,0,0,0,NA,0
"435218","-",263,0,0,0,0,0,NA,0,0,0,NA,0
"438364","Mtm1",264,0,0,0,0,0,NA,0,0,0,NA,0
"439280","Plekhh2",265,0,0,0,0,0,NA,0,0,0,NA,0
"440006","Birc6",266,0,0,0,0,0,NA,0,0,0,NA,0
"440443","Fosl2",267,0,0,0,0,0,NA,0,0,0,NA,0
"440885","Selenoi",268,0,0,0,0,0,NA,0,0,0,NA,0
"441335","Ubxn2a",269,0,0,0,0,0,NA,0,0,0,NA,0
"443615","Nrcam",270,0,0,0,0,0,NA,0,0,0,NA,0
"444705","-",271,0,0,0,0,0,NA,0,0,0,NA,0
"450041","-",272,0,0,0,0,0,NA,0,0,0,NA,0
"453658","-",273,0,0,0,0,0,NA,0,0,0,NA,0
"457067","Cog5",274,0,0,0,0,0,NA,0,0,0,NA,0
"458628","-",275,0,0,0,0,0,NA,0,0,0,NA,0
"460097","Pnn",276,0,0,0,0,0,NA,0,0,0,NA,0
"460677","Mdga2",277,0,0,0,0,0,NA,0,0,0,NA,0
"465555","Calm1",278,0,0,0,0,0,NA,0,0,0,NA,0
"465890","Gon7",279,0,0,0,0,0,NA,0,0,0,NA,0
"468809","-",280,0,0,0,0,0,NA,0,0,0,NA,0
"469410","LOC102551804",281,0,0,0,0,0,NA,0,0,0,NA,0
"470902","Btbd11",282,0,0,0,0,0,NA,0,0,0,NA,0
"471535","-",283,0,0,0,0,0,NA,0,0,0,NA,0
"472859","-",284,0,0,0,0,0,NA,0,0,0,NA,0
"473298","Syt1",285,0,0,0,0,0,NA,0,0,0,NA,0
"476190","Stk3",286,0,0,0,0,0,NA,0,0,0,NA,0
"476872","Lrp12",287,0,0,0,0,0,NA,0,0,0,NA,0
"481083","Zfp251",288,0,0,0,0,0,NA,0,0,0,NA,0
"481724","Kdelr3",289,0,0,0,0,0,NA,0,0,0,NA,0
"483494","Abcd2",290,0,0,0,0,0,NA,0,0,0,NA,0
"485536","Gtsf2",291,0,0,0,0,0,NA,0,0,0,NA,0
"486909","Fgf22",292,0,0,0,0,0,NA,0,0,0,NA,0
"489765","-",293,0,0,0,0,0,NA,0,0,0,NA,0
"498232","RGD1560617",294,0,0,0,0,0,NA,0,0,0,NA,0
"500034","-",295,0,0,0,0,0,NA,0,0,0,NA,0
"500520","Tamalin",296,0,0,0,0,0,NA,0,0,0,NA,0
"501309","Mmp3",297,0,0,0,0,0,NA,0,0,0,NA,0
"502515","-",298,0,0,0,0,0,NA,0,0,0,NA,0
"505902","Thy1",299,0,0,0,0,0,NA,0,0,0,NA,0
"507754","Elmod1",300,0,0,0,0,0,NA,0,0,0,NA,0
"509155","Pias1",301,0,0,0,0,0,NA,0,0,0,NA,0
"510096","-",302,0,0,0,0,0,NA,0,0,0,NA,0
"510716","Tmod3",303,0,0,0,0,0,NA,0,0,0,NA,0
"511592","-",304,0,0,0,0,0,NA,0,0,0,NA,0
"514314","Dock3",305,0,0,0,0,0,NA,0,0,0,NA,0
"515695","-",306,0,0,0,0,0,NA,0,0,0,NA,0
"521173","Ddx6",307,0,0,0,0,0,NA,0,0,0,NA,0
"522426","-",308,0,0,0,0,0,NA,0,0,0,NA,0
"522625","Cyp19a1",309,0,0,0,0,0,NA,0,0,0,NA,0
"522655","Idh3a",310,0,0,0,0,0,NA,0,0,0,NA,0
"523866","Aagab",311,0,0,0,0,0,NA,0,0,0,NA,0
"526529","Senp6",312,0,0,0,0,0,NA,0,0,0,NA,0
"532261","Dpp9",313,0,0,0,0,0,NA,0,0,0,NA,0
"532488","Gtf2f1",314,0,0,0,0,0,NA,0,0,0,NA,0
"532515","Khsrp",315,0,0,0,0,0,NA,0,0,0,NA,0
"533487","Guca1b",316,0,0,0,0,0,NA,0,0,0,NA,0
"535211","Fam135a",317,0,0,0,0,0,NA,0,0,0,NA,0
"537129","-",318,0,0,0,0,0,NA,0,0,0,NA,0
"538138","Hecw2",319,0,0,0,0,0,NA,0,0,0,NA,0
"539336","Mettl21a",320,0,0,0,0,0,NA,0,0,0,NA,0
"540099","Spag16",321,0,0,0,0,0,NA,0,0,0,NA,0
"541262","Slc19a3",322,0,0,0,0,0,NA,0,0,0,NA,0
"541765","-",323,0,0,0,0,0,NA,0,0,0,NA,0
"544539","Acer1",324,0,0,0,0,0,NA,0,0,0,NA,0
"544662","LOC120094619",325,0,0,0,0,0,NA,0,0,0,NA,0
"546544","Efhc1",326,0,0,0,0,0,NA,0,0,0,NA,0
"547057","-",327,0,0,0,0,0,NA,0,0,0,NA,0
"551315","Map2",328,0,0,0,0,0,NA,0,0,0,NA,0
"551404","Map2",329,0,0,0,0,0,NA,0,0,0,NA,0
"551407","Map2",330,0,0,0,0,0,NA,0,0,0,NA,0
"554287","Ube2f",331,0,0,0,0,0,NA,0,0,0,NA,0
"556542","LOC102551714",332,0,0,0,0,0,NA,0,0,0,NA,0
"556737","LOC100363372",333,0,0,0,0,0,NA,0,0,0,NA,0
"557504","RGD1564613",334,0,0,0,0,0,NA,0,0,0,NA,0
"558557","Gnl3l",335,0,0,0,0,0,NA,0,0,0,NA,0
"560110","Dmd",336,0,0,0,0,0,NA,0,0,0,NA,0
"565134","Thoc2",337,0,0,0,0,0,NA,0,0,0,NA,0
"566614","-",338,0,0,0,0,0,NA,0,0,0,NA,0
"566976","Cetn2",339,0,0,0,0,0,NA,0,0,0,NA,0
"569450","Frmpd4",340,0,0,0,0,0,NA,0,0,0,NA,0
"569935","Syap1",341,0,0,0,0,0,NA,0,0,0,NA,0
"571451","Il1rapl1",342,0,0,0,0,0,NA,0,0,0,NA,0
"572064","-",343,0,0,0,0,0,NA,0,0,0,NA,0
"572149","-",344,0,0,0,0,0,NA,0,0,0,NA,0
"573673","RGD1562485",345,0,0,0,0,0,NA,0,0,0,NA,0
"574230","Armcx5",346,0,0,0,0,0,NA,0,0,0,NA,0
"575459","Dcx",347,0,0,0,0,0,NA,0,0,0,NA,0
"576614","Ocrl",348,0,0,0,0,0,NA,0,0,0,NA,0
"577301","RGD1561327",349,0,0,0,0,0,NA,0,0,0,NA,0
"578570","LOC120099585",350,0,0,0,0,0,NA,0,0,0,NA,0
"579484","LOC120099717",351,0,0,0,0,0,NA,0,0,0,NA,0
"45091","Igf1r",352,2.03858573892135e-07,9.2,118.7,9.2,109.5,11.9021739130435,4.78498861256393,2.32238772029023,4.70501552095781,2.47672106520156,2.38262780066758
"563226","-",353,5.91608441946208e-07,3.4,11.8,3.4,8.4,2.47058823529412,2.54944517092557,1.48160454092422,2.24070968927596,0.904456274227152,0.759105148351743
"51987","Tmc5",354,1.67888237724106e-06,5.2,15.2,5.2,10,1.92307692307692,2.78501124223834,1.82454929205105,2.39789527279837,0.653926467406664,0.573345980747325
"38107","LOC103690204",355,3.3917123334279e-06,2.8,19.2,2.8,16.4,5.85714285714286,3.00568260440716,1.33500106673234,2.85647020622048,1.76766191764899,1.52146913948814
"359750","Vapb",356,3.3917123334279e-06,2.8,19.2,2.8,16.4,5.85714285714286,3.00568260440716,1.33500106673234,2.85647020622048,1.76766191764899,1.52146913948814
"429459","Ak4",357,6.12992349933926e-06,6.2,6.7,6.2,0.5,0.0806451612903226,2.04122032885964,1.97408102602201,0.405465108108164,-2.51769647261099,-1.56861591791385
"560954","Mageb5",358,6.17151881998665e-06,16.8,144.7,16.8,127.9,7.61309523809524,4.98154971320116,2.87919845729804,4.85903690994514,2.02986982217558,1.9798384526471
"349093","-",359,7.00139600443162e-06,8.2,192.2,8.2,184,22.4390243902439,5.26372592177842,2.21920348405499,5.22035582507833,3.11080160333878,3.00115234102333
"62680","Nanos1",360,7.42089004360646e-06,4.6,1.3,4.6,0,-0.717391304347826,0.832909122935104,1.7227665977411,0,NA,-1.7227665977411
"503805","Ntm",361,7.58851032756818e-06,11.2,50.2,11.2,39,3.48214285714286,3.93573953204546,2.50143595173921,3.68887945411394,1.2476478678286,1.18744350237473
"193623","Clybl",362,7.81643506860819e-06,17,64,17,47,2.76470588235294,4.17438726989564,2.89037175789616,3.87120101090789,1.01693425765384,0.980829253011726
"124510","Arhgef18",363,8.41317413683501e-06,60.6,1414.3,60.6,1353.7,22.3382838283828,7.25509680173979,4.12066187053947,7.21133530658669,3.10630197011647,3.09067343604722
"481590","Ankrd54",364,8.52000814085872e-06,5.6,26.8,5.6,21.2,3.78571428571429,3.32503602069659,1.88706964903238,3.10009228887823,1.33123458393686,1.21302263984585
"374367","LOC102549269",365,9.69676245734748e-06,11.2,7.7,11.2,0,-0.3125,2.16332302566054,2.50143595173921,0,NA,-2.50143595173921
"334497","Tmx4",366,9.71041626222302e-06,4.2,16.7,4.2,12.5,2.97619047619048,2.87356463957978,1.64865862558738,2.60268968544438,1.09064411901893,0.954031059857002
"276097","Gucy1b1",367,1.03525636611874e-05,22.8,182.7,22.8,159.9,7.01315789473684,5.21330399222108,3.16968558067743,5.08078305399834,1.94778808387951,1.91109747332091
"450806","Cdca4",368,1.17709637520133e-05,17.8,130.2,17.8,112.4,6.31460674157303,4.87672287650999,2.9338568698359,4.73092139129365,1.84286548016155,1.79706452145775
"259998","Ddx19a",369,1.25531382091824e-05,2.8,22.7,2.8,19.9,7.10714285714286,3.16547504814109,1.33500106673234,3.03974915897077,1.96110031454929,1.70474809223843
