"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","center_distance","center_agreement","local_fourier_score"
0.01,308,1,2155,0.657925117704049,0.0697507619437848,1078,1131.5,0.360106025244754,0.573955011118709,53.5,0.018348623853211,0.974946831984046
0.02,616,1,2463,0.70628548200333,0.0656824125234552,1232,2182.5,0.359201923886282,0.576976093348767,950.5,0.00105097214923805,1.01971368972208
0.03,924,1,2771,0.66058213975793,0.0867649837759643,1386,1825.5,0.36301372363559,0.588903179843012,439.5,0.00227014755959137,0.997187779047586
0.04,1231,1,3078,0.666015540147643,0.0850162545822971,1539.5,1910.5,0.364162316292167,0.594884269442438,371,0.00268817204301075,1.00196309744967
0.05,1539,1,3386,0.677999345481168,0.102172823407544,1693.5,1976.5,0.366670151557783,0.603665517024714,283,0.00352112676056338,1.05496251674015
0.06,1847,1,3694,0.668980377310867,0.128311785779,1847.5,2185.5,0.366195782499557,0.606908262748413,338,0.00294985250737463,1.09421595889106
0.07,2155,308,4002,0.413886726273411,0.121010344560425,2155,2099.5,0.363701408774683,0.615221715083399,55.5,0.0176991150442478,0.723337427610594
0.08,2463,616,4310,0.303752434507025,0.12726472439364,2463,2463,0.368553011516746,0.627763476537691,0,1,1.5581973677921
0.09,2771,924,4618,0.269385237613298,0.111993440580326,2771,2450.5,0.372230959492507,0.63894405248284,320.5,0.0031104199066874,0.480419615719941
0.1,3078,1231,4925,0.216533158934453,0.113787708437349,3078,2470,0.374070782231102,0.648327188200666,608,0.00164203612479475,0.405751500615694
0.11,3386,1539,5233,0.171162618206218,0.120734884712379,3386,3386,0.379890885806879,0.659282039024879,0,1,1.35222152640085
0.12,3694,1847,5541,0.14199762034692,0.206778521363133,3270,3694,0.386959104263025,0.672300225484633,424,0.00235294117647059,0.486429495818442
0.13,4002,2155,5849,0.103768993565235,0.224870921840244,3474,4002,0.391156271154253,0.682545695339843,528,0.00189035916824197,0.467032535491672
0.14,4310,2463,6157,0.149387570273516,0.137852660052662,4310,4271.5,0.392936005812419,0.689775816555835,38.5,0.0253164556962025,0.380549122647677
0.15,4618,2771,6465,0.110378829223358,0.141865395918972,4618,4261,0.395826460948456,0.692958738235604,357,0.00279329608938547,0.309443700874481
0.16,4926,3079,6773,0.0726249512753412,0.166698901242336,4915,4926,0.400125793805755,0.70045752455405,11,0.0833333333333333,0.385391446213605
0.17,5233,3386,7080,0.0735650482264479,0.150550742029445,4979,5754.5,0.402215331420887,0.704194819248238,775.5,0.00128783000643915,0.272009741997501
0.18,5541,3694,7388,0.0635571113649466,0.20398625615402,5096,5541,0.40654162051332,0.711955192265985,445,0.00224215246636771,0.366631390024446
0.19,5849,4002,7696,0.071995262934453,0.18520888142199,5240.5,5973,0.410735101839434,0.725190120048321,732.5,0.00136332651670075,0.339991997995886
0.2,6157,4310,8004,0.0342412208165597,0.261876024816266,5979.5,6157,0.413144233482315,0.728056488658755,177.5,0.00560224089635854,0.444610613742919
0.21,6465,4618,8312,0.0364086624225861,0.209273391476439,5981,6465,0.418202419104566,0.738797363111257,484,0.00206185567010309,0.337691553094456
0.22,6773,4926,8620,0.0597202182077211,0.147047812568912,6773,6326.5,0.4224206417916,0.744944503252237,446.5,0.00223463687150838,0.2457356498435
0.23,7081,5234,8928,0.0449767341904915,0.117326700654128,6896.5,7081,0.425412999821399,0.754182217235204,184.5,0.00539083557951483,0.167268105991292
0.24,7388,5541,9235,0.0360902798972779,0.106523452297039,7102,6778.5,0.424914559953481,0.75565997126392,323.5,0.00308166409861325,0.130161819348171
0.25,7696,5849,9543,0.0336319231232354,0.194047813192443,8091,7696,0.424266337497742,0.760344039991217,395,0.00252525252525253,0.303283805973121
0.26,8004,6157,9851,0.0352357082379095,0.112006494163445,8060,7978,0.430412857148532,0.768247634393139,82,0.0120481927710843,0.148990142799792
0.27,8312,6465,10159,0.0507469475018278,0.108650984851788,8871.5,8185,0.433555379144381,0.777200347361304,686.5,0.00145454545454545,0.154150383869285
0.28,8620,6773,10467,0.0374346380469163,0.163786780815332,8023.5,8620,0.434769124399985,0.783031858690352,596.5,0.00167364016736402,0.246676459095187
0.29,8928,7081,10775,0.033593332505898,0.131790378219881,8021,8928,0.435805224545468,0.78702033818044,907,0.00110132158590308,0.175721520458433
0.3,9236,7389,11083,0.036637245966047,0.0884945517329495,9236,9236,0.439100744861824,0.793409649928535,0,1,1.09136361038874
0.31,9543,7696,11390,0.0273400231820893,0.13364613015084,8201.5,9981,0.440409115037231,0.800678076932894,1779.5,0.0005616399887672,0.169849346383009
0.32,9851,8004,11698,0.0190585546234162,0.124096785752921,9996,9849.5,0.4378047559897,0.797840012825543,146.5,0.00677966101694915,0.144689123182242
0.33,10159,8312,12006,0.045925558864759,0.197748110047957,10159,10159,0.436456944360368,0.79865440047751,0,1,1.32612411539614
0.34,10467,8620,12314,0.0277050261307428,0.116849053726935,10467,10456,0.435003796724632,0.801038019482216,11,0.0833333333333333,0.219134627408544
0.35,10775,8928,12622,0.0260991242776548,0.166492912924116,10217.5,10775,0.432921127906974,0.797683069196413,557.5,0.0017905102954342,0.235794777405377
0.36,11083,9236,12930,0.0282777930827297,0.108023096666669,12184.5,11083,0.435032775732049,0.801829426588534,1101.5,0.00090702947845805,0.119666865509076
0.37,11390,9543,13237,0.0372084474595716,0.129129521285231,12410.5,11390,0.434604666124612,0.799768939781974,1020.5,0.000978952520802741,0.175465903081357
0.38,11698,9851,13545,0.0340830317455591,0.0913493774313879,12174.5,11786.5,0.434634148304131,0.799223399209424,388,0.0025706940874036,0.0960026526623774
0.39,12006,10159,13853,0.0495786032357915,0.0818420779933468,12006,11911.5,0.431337081893519,0.791179328880574,94.5,0.0104712041884817,0.107175817417874
0.4,12314,10467,14161,0.0301833029803829,0.225336685294473,12169,12314,0.429914887877123,0.791920279956298,145,0.00684931506849315,0.365959922700732
0.41,12622,10775,14469,0.0328010223269149,0.102991860095455,12181,12622,0.427361905272555,0.790577290855194,441,0.00226244343891403,0.117408762075522
0.42,12930,11083,14777,0.0869933288230543,0.139477929599076,12930,14384.5,0.422429830022067,0.781092048439332,1454.5,0.000687049124012367,0.268505863097118
0.43,13238,11391,15085,0.0445109880186643,0.0835438818224281,13336,14529,0.418860380139287,0.76905295385731,1193,0.000837520938023451,0.0936215664588438
0.44,13545,11698,15392,0.0401317415225627,0.103639956519547,13194.5,13545,0.416918751109507,0.778305814930468,350.5,0.00284495021337127,0.129960773638399
0.45,13853,12006,15700,0.0725795012309564,0.0664588180943925,13853,13157.5,0.415420272339569,0.771433215031982,695.5,0.00143575017946877,0.100423994900895
0.46,14161,12314,16008,0.0305473093496103,0.179272060385404,15578,14161,0.416978875896154,0.773610611085686,1417,0.000705218617771509,0.267056032837462
0.47,14469,12622,16316,0.0260444527807491,0.067938321895358,14284.5,14298,0.41602514013269,0.76746199376987,13.5,0.0689655172413793,0.103299928484712
0.48,14777,12930,16624,0.0281208291808385,0.160360353549977,14709,14777,0.41270023445655,0.773401725016722,68,0.0144927536231884,0.239016552772441
0.49,15085,13238,16932,0.063496991002146,0.0564670559451085,15085,14742,0.410869844328691,0.769618599836526,343,0.00290697674418605,0.0684564932580682
0.5,15392,13545,17239,0.0490851342936479,0.0584284504160307,15392,15672,0.404260942014386,0.76463630242374,280,0.00355871886120996,0.0521292410552877
0.51,15700,13853,17547,0.113402920506214,0.252888198324632,15700,15700,0.404555079102886,0.758834690916888,0,1,1.53588736003657
0.52,16008,14161,17855,0.0436014610399105,0.10821756967181,17029,15315.5,0.403421864634443,0.754245883000584,1713.5,0.000583260425780111,0.142013642462622
