"candidate_id","rank_index","percentile","cutoff_value","cutoff_quantile","selected","selected_reason"
"crossing_1",3646,0.118928702737045,0.000695319500987645,0.884378765776622,TRUE,"first_composite_crossing_inside_group_bracket"
