"comparison_name","feature_id","gene_symbol","pc1_loading_trt_normalized","pc1_loading_ctrl_normalized","pc1_loading_trt_raw","pc1_loading_ctrl_raw"
"RT2_ZT8","100020","Nrip1",0.000251239664737643,0.000495714583748763,7.67076440623847e-05,0.000585909965587952
"RT2_ZT8","100055","-",-7.50371048124061e-05,0.000106050756305334,-6.52548114024624e-05,8.54607353056874e-05
"RT2_ZT8","10008","Mag",1.01720828747403e-05,0.000192175927209255,-6.58684033464493e-06,0.000175922666344212
"RT2_ZT8","100116","-",3.41801069092496e-05,-6.431633058815e-05,-3.72869879814819e-06,-1.87235391147272e-07
"RT2_ZT8","100129","Btg3",-0.00120398927222782,-0.000360006261305773,-0.00128797406777522,0.000149732313532856
"RT2_ZT8","100144","RGD1563888",-0.000135408402740593,1.70591548217369e-05,-0.000142106196745336,3.42445293764641e-05
"RT2_ZT8","100145","RGD1563888",-8.42943136254352e-05,4.73561693353122e-05,-7.50987948576766e-05,2.60914158181226e-05
"RT2_ZT8","10017","Usf2",-0.00122702930218955,0.000501405006500025,-0.00164395137167093,0.00154498482818368
"RT2_ZT8","10018","Usf2",8.51126155994943e-05,-0.000885606418414937,-5.82063418912115e-05,-0.000342609828500056
"RT2_ZT8","100191","-",6.89424224304362e-05,1.2044293518089e-05,3.95774414215697e-05,6.28481579103334e-05
"RT2_ZT8","100193","LOC680960",4.69944421542091e-05,-9.18133801172776e-05,2.424116356949e-05,-3.12770657003046e-05
"RT2_ZT8","100197","-",-1.58823893093651e-05,-2.9442656669083e-06,-6.48627100373571e-05,-6.756185560162e-06
"RT2_ZT8","100213","-",2.74961533365047e-05,0,1.40227898294744e-05,0
"RT2_ZT8","100223","LOC103693510",-0.000176655488899606,-2.29969125726888e-05,-0.000160963236424258,2.24749878402776e-05
"RT2_ZT8","100241","-",9.62365366777664e-05,-0.000153395326018686,4.90797644031604e-05,-6.61214724338562e-05
"RT2_ZT8","100261","-",6.77629109018949e-05,-4.25383126722867e-05,3.64320572148773e-05,1.55871823017395e-06
"RT2_ZT8","100285","Ncam2",6.18663450071355e-05,7.04080741816064e-05,3.15512771163174e-05,6.11425978229878e-05
"RT2_ZT8","100286","Ncam2",7.05282448273895e-05,-6.43078008928386e-05,4.11179900409082e-05,-6.43052132865971e-07
"RT2_ZT8","100301","Ncam2",0.000377791178146284,-0.000817140159885569,0.000187749597250445,-0.000242162257744387
"RT2_ZT8","100329","-",0.000182926850341686,-0.000279401403941848,8.22830724565019e-05,5.99169858628707e-05
"RT2_ZT8","100340","-",-0.000179968669415758,0.00149722166743106,-0.000180017253599566,0.00152545432297002
"RT2_ZT8","10037","Lsr",-0.00016764976380884,0.000115972590231045,-0.000381777474609411,0.000485074100347944
"RT2_ZT8","100384","-",-0.000180089051549775,0.00019465223366309,-0.00015661154736591,0.000139255963622048
"RT2_ZT8","100391","-",-1.7526109550939e-05,0.000123214129817811,-2.51300970120031e-05,0.000106999546190229
"RT2_ZT8","100405","LOC120095602",-0.00039800676258393,0.000617282080507782,-0.000365578378436411,0.000574146602834725
"RT2_ZT8","10041","Fxyd5",-0.000540519165654459,0.000252738559931176,-0.000647309815999803,0.000650984368042216
"RT2_ZT8","100410","Mrpl39",-0.000275412411265678,0.00039145243872107,-0.000323452473585355,0.000451586011982505
"RT2_ZT8","100426","Atp5pf",0.00248085199982109,0.00081769275385206,0.000605106514052642,0.00256347981010067
"RT2_ZT8","100439","App",0.0298987184894003,0.0232160402938337,0.00584355226282057,0.0505465737838346
"RT2_ZT8","10044","Fxyd7",-0.00280007063719808,-0.00589000878239386,-0.0046098503313855,0.000573276876122011
"RT2_ZT8","100441","App",7.60001169847604e-05,-0.000136231952506208,4.46311042042178e-05,-4.4582661549315e-05
"RT2_ZT8","100445","App",9.2168140443331e-05,1.94306016958518e-05,-5.47157544419159e-05,4.88691928701549e-05
"RT2_ZT8","100446","App",-0.000333633377227192,0.000319344954301672,-0.000780258513434976,0.00133858245783094
"RT2_ZT8","100497","App",-1.71121671499476e-05,9.41341831344466e-05,-5.03108291676713e-05,0.000139204095435647
"RT2_ZT8","10050","Fxyd1",0.00178373071901224,0.000292408578671572,0.000640363129087875,0.00244370026196388
"RT2_ZT8","100518","App",-0.00059671032382823,8.89035730673851e-05,-0.000574205873509328,0.000185128843225901
"RT2_ZT8","100524","App",-0.000660326522349173,8.29916501960172e-05,-0.00057424234034167,1.85773217787764e-05
"RT2_ZT8","100600","Cyyr1",5.17427909822217e-05,2.06882255256602e-05,9.94832566314984e-06,7.84514756612497e-05
"RT2_ZT8","10061","Fxyd3",5.79068504980668e-05,0.000228826241090221,3.22281686929715e-05,0.00019871344292471
"RT2_ZT8","100638","Adamts1",-9.05023761253342e-06,0.000122146256278678,-2.24343495330483e-05,8.66654936119952e-05
"RT2_ZT8","10064","Scn1b",-0.000233444020357688,0.000881235676755836,-0.000629257190222256,0.00184602968920131
"RT2_ZT8","100675","-",-4.50222628874436e-05,0,-3.91528868414775e-05,0
"RT2_ZT8","100724","Ltn1",8.8557550784134e-05,2.17990339028762e-05,3.23074743918613e-05,3.84940715943179e-05
"RT2_ZT8","100725","Ltn1",0.000148170667657098,4.61293148184872e-05,3.8429465015711e-05,0.000182372099370157
"RT2_ZT8","100742","Rwdd2b",0.000129595349872628,0.000278892292209833,-6.07376563659668e-05,0.000486541877521218
"RT2_ZT8","100746","-",2.36493488885709e-06,0.000653888661888444,-3.94585056925349e-05,0.000674673150394805
"RT2_ZT8","100752","Usp16",3.14190863249024e-05,0.000264473269858181,-4.86876630380551e-05,0.000321154516633861
"RT2_ZT8","100754","Cct8",-4.70601401463729e-05,1.80549218372904e-05,-5.59471414412173e-05,4.25926700497213e-05
"RT2_ZT8","100757","Cct8",-0.000370089830025975,0.000569701646202847,-0.00166563089956649,0.00230390495002874
"RT2_ZT8","100775","LOC120095604",0.000474670185608783,0.000230084559283253,0.000193735882761705,0.000410153680981078
"RT2_ZT8","100777","-",0.000117239171417944,-0.000313518487066922,6.3948740085798e-05,-0.000106630079000067
"RT2_ZT8","100788","Grik1",-3.83882395597889e-05,-6.28154515722248e-05,-0.000109788233726929,-1.09047726470172e-05
"RT2_ZT8","10080","Gramd1a",-0.00305420045392697,-5.97081386199548e-05,-0.00329928512456159,0.000932582094024882
"RT2_ZT8","100850","Grik1",-0.000292132049677801,0.000424391198983025,-0.000339563923724822,0.000456808581676264
