"feature_id","rank","diff_emp","diff_nb"
"333600",1,391.105831895033,384.255781312858
"90347",1,408.811126126912,1267.87494984542
"402987",2,186.347652686327,182.626093908723
"77636",2,195.7348221002,788.481887346119
"196303",3,89.8215782301528,237.348353516179
"435351",3,1635.48520336904,1818.31853914641
"86681",4,130.990984919866,296.749139328483
"49798",4,82.8338580541603,259.49697385124
"167027",5,163.519644467823,259.443178044094
"25174",5,2543.78851589357,2567.47404711602
"401412",6,98.4767842554631,306.866561641464
"279714",6,156.89294354955,305.784839094108
"157980",7,113.110976976314,280.732590876805
"426214",7,68.0823741827108,149.981281148259
"268905",8,202.391589292312,267.926461611017
"450194",8,245.398884503679,300.013345081518
"351154",9,31.1547708606335,92.9310268182833
"527263",9,141.557227443003,203.432593223921
"579569",10,329.345422128637,699.799422730806
"125852",10,298.852818917553,378.011576663366
"77228",11,24.2890651629181,99.7731180415541
"359590",11,97.9850552667168,97.5067285705323
"80920",12,59.4810572396407,120.221103589383
"73573",12,112.339749477595,382.678856180072
"84957",13,34.7963981877906,105.583400497407
"18054",13,94.4543155967629,187.429129889378
"277415",14,45.1034817618946,108.740924279086
"546051",14,50.1910360698486,118.077657178035
"23285",15,372.56934518772,1393.0538627947
"386531",15,99.8214973035036,151.066905823968
"205134",16,308.239188680602,384.933809968176
"506428",16,39.6991833891848,148.783013634645
"424825",17,38.4475832038736,196.726104643291
"417259",17,116.093728630483,210.15020075718
"537315",18,196.387253684186,443.254809569047
"247243",18,31.1893364658697,135.599665437578
"449384",19,88.6871148023051,163.319580024182
"463187",19,69.05358009626,206.531662755211
"338003",20,57.8274590088971,188.178537590375
"261879",20,56.6635687977522,100.541033687277
"327286",21,28.6572638346898,48.8164123158894
"410853",21,178.04057689123,136.703824033436
"129543",22,28.0516967816402,137.880231641639
"472507",22,51.1145418276803,100.931516154924
"270331",23,93.5403047216264,189.337486306469
"415650",23,39.8862242743155,84.6992292784009
"428544",24,167.638505808941,436.130189544568
"435219",24,38.3775938422389,157.142315170517
"454351",25,35.0622571449099,175.327007779533
"140286",25,59.916239316126,113.028525837527
"445765",26,38.6127905305689,66.5849600974191
"324904",26,49.9657481992649,104.912167184953
"569659",27,48.1008913970256,134.924156286915
"435225",27,97.7388386062227,154.196591445428
"121081",28,28.9071467813391,64.3678136668882
"313448",28,150.663716607845,180.087291324168
"31086",29,17.9927718064642,54.2623202204187
"241222",29,61.2666576001268,85.9765548827248
"483841",30,26.2041889665086,72.8410338862086
"572051",30,27.1915747110404,46.9053872609455
"50131",31,19.1540372587017,32.3097591427215
"174560",31,24.0865866853175,120.343621059899
"60785",32,41.7666677034663,73.4839853704865
"398573",32,NA,NA
"465468",33,35.7860990638255,47.5623152928775
"191991",33,52.2917154248113,109.23581315434
"166510",34,41.0647104895809,101.786532861387
"92007",34,54.8503753795795,108.795952510873
"378914",35,38.7750706964078,92.3857015203097
"546046",35,40.5129782958414,84.0008286709964
"424062",36,NA,NA
"416922",36,149.705970907696,403.142157164247
"15944",37,15.4165886947664,49.3153050542293
"576849",37,336.616207596497,1012.02013562288
"181946",38,56.7680554728903,82.5124047385893
"355829",38,31.6729681863103,55.9455926697797
"237867",39,31.2145023032533,33.0540105732268
"157795",39,147.388935773734,182.635938659529
"59745",40,12.1298365377544,30.2422437471321
"407076",40,33.7694908761615,53.485255203066
"450375",41,221.343810602734,481.954744792812
"95319",41,31.6477855935027,134.542760735778
"278726",42,NA,NA
"433694",42,47.160960726151,136.484871541417
"436077",43,458.648167133507,466.18974233387
"300061",43,51.2390191870423,78.2885401755179
"180237",44,161.896711596584,139.075996843381
"131735",44,32.3485080981501,61.4104420928473
"312769",45,139.187153618698,157.614954087955
"508551",45,23.7694136303061,56.9948300261146
"247267",46,19.7277428457246,38.8573430668979
"415098",46,22.7243913904615,59.903331647409
"431039",47,25.0381273402764,47.6565865130707
"71208",47,61.8345237476647,119.628466910225
"329118",48,14.1205126817578,42.7206093793737
"329996",48,62.9344451054285,90.1830086636462
"485573",49,23.1710005353384,40.6743443882072
"246991",49,55.8718292680013,112.503120660843
"379434",50,782.076235374886,692.398923571525
"485480",50,27.7138493312822,72.1375750948844
"306109",51,23.4235007760402,32.7959572302281
"102677",51,33.5333674191237,70.5633313566714
"419310",52,23.5485853823888,45.6067421995172
"178462",52,286.227287811635,576.254128996574
"577896",53,23.6252702025702,80.0608260322075
"386526",53,56.9076598498704,167.261254210398
"436735",54,61.9084325912446,72.1802900645344
"343726",54,88.7684450134029,83.993266088489
"75794",55,130.860964775329,265.735999608715
"386547",55,30.2145751877098,96.2651195955958
"132847",56,22.8936723951524,35.2307464458251
"570308",56,86.0412281438581,89.4840068702426
"68989",57,103.548816113669,162.518462273139
"540830",57,56.8966453120789,173.500973916615
"122813",58,24.0807711101224,42.6569812116266
"373019",58,87.4609899705934,123.376005252679
"350180",59,41.4513729157638,135.928001092854
"9568",59,29.5748229704508,63.3262990404172
"180982",60,15.2565986674611,29.889623771175
"135666",60,31.0769006073818,72.6640850748192
"34761",61,13.5358010625255,46.0957279236486
"76151",61,62.835896915489,85.8464988497189
"1941",62,111.805661811263,193.80211770126
"143545",62,19.9445331197266,56.2089540510236
"163168",63,17.465027204618,81.0257662028595
"5845",63,31.5518552627407,29.6673073887452
"141038",64,16.937369870439,68.7697958599261
"333145",64,30.0534224647999,76.2785033518218
"275468",65,64.8188681804549,60.4478711500192
"38221",65,62.8436727407737,94.0785936049697
"417902",66,351.818712713078,226.214489017051
"329429",66,975.525540221265,1923.10757411003
"379984",67,133.96963699103,165.421729255323
"503669",67,57.0518242960553,91.9182629230717
"164952",68,31.2012131355706,122.121511117922
"321363",68,31.6408215763202,66.6878495682751
"421686",69,92.2541295354011,110.812103247803
"55979",69,20.6113078648318,55.3188961001687
"25153",70,35.761322376983,59.4440810995896
"336132",70,39.1393402099714,60.9869437648949
"370423",71,24.3800852891366,36.7230935266583
"89852",71,25.3024430429201,124.616145560958
"523865",72,14.0981682220649,20.4205738180749
"15735",72,18.44694169088,48.9591736027164
"378395",73,14.7363869266653,36.7062104238637
"158460",73,24.3318115634899,39.3470412960368
"263350",74,40.2260061287244,91.8653943153973
"259229",74,59.788971912856,82.8983455199212
"421647",75,43.255117615721,81.0841874352765
"157130",75,47.462550111061,37.3006259104308
"287749",76,235.235492780616,655.066011945764
"83253",76,132.322407145542,211.030865023872
"285912",77,10.6504602706362,51.9168998988166
"175354",77,27.5024039508339,39.8691424952213
"365891",78,16.559208631883,36.6829569835337
"241836",78,66.8928110777316,75.5458294041413
"433098",79,2249.61114674072,1592.80978314651
"355309",79,24.6100688618011,56.9653342865475
"94193",80,79.2709626889374,186.368986060709
"541696",80,103.575373493065,143.609777322005
"44964",81,25.773793236251,52.1468069891457
"510799",81,78.9045581770284,99.4378783721677
"56088",82,24.8559382007618,34.4474892297793
"315620",82,28.3375797995976,91.2989269101588
"2104",83,23.4674323294438,47.3137412053385
"452174",83,22.001210631732,73.7070715083621
"220990",84,28.8438490718329,64.9704789258964
"56852",84,28.0660257929081,44.3374982462619
"251492",85,34.0992301802983,54.6228277521836
"315689",86,22.617522918681,45.5891381168374
"326820",86,24.4599783982831,98.8198400194885
"137597",87,16.2380462752783,86.1174619058161
"39274",87,33.0204081081886,86.8077591664973
"26110",88,15.0646460393056,36.646025207791
"340606",88,152.254990354843,133.502755548458
"450590",89,54.1820743777738,79.4107670444447
"350149",89,22.7869816178925,26.8010490992332
"535183",90,8.73191196193397,27.5371782966291
"52693",90,17.3930464825879,28.998810781193
"116696",91,22.1053455581607,45.2485236811528
"36804",91,12.9520084747991,39.1634683458372
"36579",92,14.8533693222338,38.3131044660428
"326798",92,713.973501736393,680.028454951998
"123346",93,13.5549282383529,30.0662432963965
"466764",93,22.7993581131997,73.1369253968677
"80345",94,10.9445523845684,23.9732550098974
"321973",94,35.8289765540332,47.9755613958657
"312430",95,36.5617882161386,49.3260129483769
"282618",95,34.9383033035738,40.6148733934928
"4655",96,10.8682080780686,58.0227888215525
"200961",96,57.709441613212,87.4166364087457
"37827",97,9.8065727748102,24.9588397657016
"443456",97,26.7780669550887,48.2746175709072
"342254",98,13.4830322872778,39.5277693637397
"377134",98,40.5448032293842,116.649442336389
"127016",99,15.2304544576231,33.5947466778503
"93980",99,23.2614141297266,35.7985898544242
"345791",100,18.2003370445727,56.8804260113737
"217484",100,44.307375625451,88.7551750260799
"397665",101,21.8409755357325,40.3588372540899
"449870",101,60.4716460140443,95.0757183907387
"303810",102,17.1388447222576,26.6877720562614
"384549",102,25.2637615684949,73.8135525001902
"196968",103,23.6871822532115,58.9585827064907
"572826",103,20.7711745088218,54.1192939432351
"396053",104,13.0570765935175,56.6632232990616
"179917",104,38.42990820913,69.6120307642917
"9333",105,38.281046208736,102.612647473858
"297497",105,13.8929421799625,37.5957488851709
