"comparison_name","track_key","track_label","dataset_key","dataset_name","evs_split_input","deseq2_input","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT4_ZT10","raw_evs","RawEVS","remainder_dataset","RT4_ZT10_RawEVS_remainder_dataset","Raw counts prior to EVS","raw count subsets; DESeq2 size-factor normalization is run after EVS split",24917,0.0475021845337043,1.3232864175516,2369,43,639,1092,2369,0,639,453,639,0,43,639,5000,0.842554397455679,0.842554397455679,6741,25016
