"comparison_name","track_key","track_label","dataset_key","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_weak_cnh","n_strong_cnh","n_standard","n_hbfss","n_display_weak_cnh","n_display_strong_cnh","n_display_standard","n_display_hbfss_only","n_overlap","n_weak_hbfss_overlap","n_strong_hbfss_overlap","n_standard_hbfss_overlap","top_n_target","trt_cutoff_quantile","ctrl_cutoff_quantile","leading_edge_n","remainder_n"
"RT4_ZT10","raw_evs","RawEVS","leading_edge_dataset","RT4_ZT10_RawEVS_leading_edge_dataset",6741,0.0229484284932837,1.63924704956303,40,15,243,302,40,0,243,54,248,5,15,243,5000,0.842554397455679,0.842554397455679,6741,25016
