"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score","rank_index","candidate_id","cutoff_value","cutoff_quantile","selected","selected_reason"
0.03,927,1.02027798355272,0.949234957022594,0.0684523529549971,0.00259067357512953,930,2.30003189576912,1,0.300031895769121,1,928,3.32030987932184,928,"combined_fourier_candidate_1",0.0032601048676159,0.970614312856238,TRUE,"combined_fourier_max"
