"percentile","center_rank","lo_rank","hi_rank","iod_amplitude","cv2_amplitude","iod_center","cv2_center","iod_residual_sd","cv2_residual_sd","iod_amp_scaled","cv2_amp_scaled","center_distance","center_agreement","local_fourier_score"
0.17,5273,4032,6514,0.024778665027728,0.0301328260374729,5273,5273,0.320879339663677,0.557603933017806,0.0541435862963834,0.139439710425321,0,1,1.1935832967217
0.18,5583,4342,6824,0.0403010555973414,0.0265883719641274,5542,5583,0.327252231233718,0.571139317099181,0.107282438561545,0.114604954218278,41,0.0238095238095238,0.245696916589346
0.19,5893,4652,7134,0.0383649393281036,0.0638150750136197,5893,5953,0.33621832319377,0.584959377632077,0.100654400442171,0.375439507437218,60,0.0163934426229508,0.49248735050234
0.2,6203,4962,7444,0.0201148699049124,0.0283303287314935,6203,6203,0.339830692916035,0.589110535988158,0.0381777001840069,0.126810239078949,0,1,1.16498793926296
0.21,6513,5272,7754,0.0164416728618988,0.0179527825680336,6713.5,6513,0.348444469473461,0.608146961791562,0.0256029956541756,0.0540983845411908,200.5,0.00496277915632754,0.0846641593516939
0.22,6824,5583,8065,0.00899904469590818,0.0181267439102838,6824,6824,0.349253806891518,0.609744405129398,0.000124141942601249,0.0553172711270609,0,1,1.05544141306966
0.23,7134,5893,8375,0.0109669196556701,0.0254041580839467,7134,7134,0.354300024145645,0.617039046329183,0.00686090174091523,0.106307579671251,0,1,1.11316848141217
0.24,7444,6203,8685,0.0250506172281393,0.0495041876545939,7099,7626,0.360604504977002,0.628352443783167,0.0550745787060921,0.275168099961369,527,0.00189393939393939,0.332136618061401
0.25,7754,6513,8995,0.0201055371331659,0.0300882434647238,7754,7509,0.363613929461968,0.634256292521321,0.0381457506735987,0.139127335852991,245,0.0040650406504065,0.181338127176996
0.26,8064,6823,9305,0.0449725818164935,0.0660861673844534,8066.5,8064,0.367687380769159,0.637591086611109,0.123274791060283,0.391352261329976,2.5,0.285714285714286,0.800341338104545
0.27,8374,7133,9615,0.0311107740554027,0.0373645330463888,8024,8538,0.369690825076162,0.639835516513867,0.0758207245335305,0.190109764772414,514,0.00194174757281553,0.26787223687876
0.28,8684,7443,9925,0.0326853143526436,0.0284165767681887,8684,8424,0.375659521012998,0.649676204568793,0.0812109551082215,0.127414549057394,260,0.00383141762452107,0.212456921790136
0.29,8995,7754,10236,0.0220254377109269,0.0434245205646551,8995,8995,0.375128614043234,0.649374318758674,0.0447182765166963,0.232569988411824,0,1,1.27728826492852
0.3,9305,8064,10546,0.0386881539572751,0.0372403877831037,9860.5,9305,0.382659810908413,0.662482836214235,0.101760883000541,0.189239922115647,555.5,0.00179694519317161,0.29279775030936
0.31,9615,8374,10856,0.0318338903219211,0.0401366793960347,9615,9752.5,0.387120390488143,0.672028577104623,0.0782962174857744,0.209533229525822,137.5,0.0072202166064982,0.295049663618094
0.32,9925,8684,11166,0.0400299863606399,0.0647520774796949,10231.5,9925,0.390749585599278,0.678197373628102,0.106354468861381,0.382004757636218,306.5,0.0032520325203252,0.491611259017923
0.33,10235,8994,11476,0.00896278159204,0.0564823031742933,10235,10540,0.395170616651843,0.685010991142785,0,0.324061326994424,305,0.00326797385620915,0.327329300850633
0.34,10545,9304,11786,0.0497231352781538,0.0466152468143891,10361,10927,0.400346383488921,0.696621073538147,0.139537682877416,0.254926296857587,566,0.0017636684303351,0.396227648165339
0.35,10856,9615,12097,0.0188772145668387,0.0229659122195941,10404.5,10856,0.400842424508181,0.698265440602856,0.0339407507353935,0.0892236394195234,451.5,0.00220994475138122,0.125374334906298
0.36,11166,9925,12407,0.0424968938221478,0.0661850595264441,11166,11151,0.401761035173203,0.700762687968919,0.11479960046408,0.392045164154024,15,0.0625,0.569344764618104
0.37,11476,10235,12717,0.0333366867431011,0.0372934939399921,11476,11229,0.40529931178358,0.706233841430265,0.0834408423843402,0.189612018475799,247,0.00403225806451613,0.277085118924655
0.38,11786,10545,13027,0.033122675265003,0.0542095940043493,11786,11786,0.404594904901763,0.706600286429953,0.082708202378492,0.308137244752953,0,1,1.39084544713145
0.39,12096,10855,13337,0.0266851057471839,0.0468724955106763,12712.5,11599,0.404503431114162,0.703503037838059,0.0606700340937846,0.256728748948846,1113.5,0.000897263346792284,0.318296046389423
0.4,12406,11165,13647,0.0415215538031075,0.0599598854189085,12866.5,12381.5,0.405339798479792,0.703191774208364,0.111460652835643,0.348427535569231,485,0.00205761316872428,0.461945801573598
0.41,12717,11476,13958,0.0774614593934684,0.0716818344821328,13613.5,12717,0.409737814589539,0.70792284409001,0.234496168855235,0.430559153367787,896.5,0.0011142061281337,0.666169528351156
0.42,13027,11786,14268,0.0518241711866873,0.0600371182712723,13488,12804.5,0.406615574959433,0.703057619907519,0.146730301581775,0.348968679288387,683.5,0.0014609203798393,0.497159901250002
0.43,13337,12096,14578,0.0461776498374939,0.0604292042385536,13853.5,13762,0.410362976965083,0.708296215196642,0.127400182136498,0.351715889213566,91.5,0.0108108108108108,0.489926882160875
0.44,13647,12406,14888,0.082352097819086,0.152953295798208,13647,13627,0.412869751445983,0.714745536023665,0.25123862302914,1,20,0.0476190476190476,1.29885767064819
0.45,13957,12716,15198,0.0578515138354669,0.0654106982349027,14600.5,13569,0.412654840600138,0.718744229217253,0.167364112406764,0.386619484065172,1031.5,0.000968523002421308,0.554952119474358
0.46,14267,13026,15508,0.0476349291283311,0.0745879914201903,14778,13628.5,0.412718126176275,0.715595850331138,0.132388985156084,0.450921583677949,1149.5,0.000869187309865276,0.584179756143898
0.47,14578,13337,15819,0.0425995225165551,0.0479711452499768,14944,14607,0.413333449459878,0.719794377017225,0.11515093623326,0.264426605337406,337,0.0029585798816568,0.382536121452323
0.48,14888,13647,16129,0.029197654215863,0.0677018471634435,14888,15556,0.415379271947674,0.726547542728614,0.0692714116514116,0.402672767278017,668,0.00149476831091181,0.473438947240341
0.49,15198,13957,16439,0.0238094756672187,0.0675752146762076,15327.5,15463.5,0.411178835741913,0.719335612233632,0.0508256946343935,0.401785497508592,136,0.0072992700729927,0.459910462215979
0.5,15508,14267,16749,0.0459336976853489,0.0970861529817796,15508,14643,0.409608200832922,0.716556346797782,0.126565044190802,0.608558372285387,865,0.00115473441108545,0.736278150887274
