"percentile","center_rank_trt","local_fourier_score_trt","iod_amp_scaled_trt","cv2_amp_scaled_trt","center_agreement_trt","center_rank_ctrl","local_fourier_score_ctrl","iod_amp_scaled_ctrl","cv2_amp_scaled_ctrl","center_agreement_ctrl","combined_center_rank","combined_fourier_score"
0.27,8344,0.214256592942081,0.0498843646061439,0.0998560993036788,0.0645161290322581,8374,0.26787223687876,0.0758207245335305,0.190109764772414,0.00194174757281553,8359,0.482128829820841
0.28,8653,0.107913516808801,0.0497503082820361,0.0553776932064302,0.00278551532033426,8684,0.212456921790136,0.0812109551082215,0.127414549057394,0.00383141762452107,8668,0.320370438598937
0.29,8962,0.364921969401705,0.170874874280533,0.180533581607659,0.0135135135135135,8995,1.27728826492852,0.0447182765166963,0.232569988411824,1,8978,1.64221023433023
0.3,9271,1.11074547446588,0.0252865932475182,0.0854588812183618,1,9305,0.29279775030936,0.101760883000541,0.189239922115647,0.00179694519317161,9288,1.40354322477524
0.31,9580,0.234088437740717,0.0434849270846811,0.189669803839976,0.000933706816059757,9615,0.295049663618094,0.0782962174857744,0.209533229525822,0.0072202166064982,9598,0.529138101358811
0.32,9889,0.123562823903993,0.0324204191074785,0.0889895522669128,0.00215285252960172,9925,0.491611259017923,0.106354468861381,0.382004757636218,0.0032520325203252,9907,0.615174082921917
0.33,10198,0.154512459499522,0,0.137705736810447,0.0168067226890756,10235,0.327329300850633,0,0.324061326994424,0.00326797385620915,10216,0.481841760350155
0.34,10507,0.428527026845591,0.14861835053053,0.272714431710744,0.00719424460431655,10545,0.396227648165339,0.139537682877416,0.254926296857587,0.0017636684303351,10526,0.824754675010929
0.35,10816,0.647800150113298,0.131533311459645,0.316266838653653,0.2,10856,0.125374334906298,0.0339407507353935,0.0892236394195234,0.00220994475138122,10836,0.773174485019596
0.36,11125,0.154776469472692,0.0397903262142065,0.113400100435329,0.00158604282315623,11166,0.569344764618104,0.11479960046408,0.392045164154024,0.0625,11146,0.724121234090797
0.37,11434,0.855768414677646,0.252550583839681,0.602211794620661,0.00100603621730382,11476,0.277085118924655,0.0834408423843402,0.189612018475799,0.00403225806451613,11455,1.1328535336023
0.38,11743,0.484974001760741,0.149346881108879,0.33373676148362,0.00189035916824197,11786,1.39084544713145,0.082708202378492,0.308137244752953,1,11764,1.87581944889219
0.39,12052,0.323740401723283,0.122743537788037,0.184330197268579,0.0166666666666667,12096,0.318296046389423,0.0606700340937846,0.256728748948846,0.000897263346792284,12074,0.642036448112706
0.4,12361,1.88664860641164,0.284194876204982,0.602453730206659,1,12406,0.461945801573598,0.111460652835643,0.348427535569231,0.00205761316872428,12384,2.34859440798524
0.41,12670,0.379099125914387,0.0831659673651172,0.294317649663971,0.00161550888529887,12717,0.666169528351156,0.234496168855235,0.430559153367787,0.0011142061281337,12694,1.04526865426554
0.42,12979,0.412395033770947,0.132501046267882,0.27793320318934,0.00196078431372549,13027,0.497159901250002,0.146730301581775,0.348968679288387,0.0014609203798393,13003,0.909554935020949
0.43,13288,0.41108558888167,0.130414200242467,0.278979341261876,0.00169204737732657,13337,0.489926882160875,0.127400182136498,0.351715889213566,0.0108108108108108,13312,0.901012471042545
0.44,13597,0.337053106233954,0.132013895035548,0.204141142047082,0.000898069151324652,13647,1.29885767064819,0.25123862302914,1,0.0476190476190476,13622,1.63591077688214
0.45,13906,0.22276421048975,0.112693202695716,0.109093490687485,0.000977517106549365,13957,0.554952119474358,0.167364112406764,0.386619484065172,0.000968523002421308,13932,0.777716329964108
0.46,14215,0.582415084680107,0.220260448958613,0.36030961727131,0.0018450184501845,14267,0.584179756143898,0.132388985156084,0.450921583677949,0.000869187309865276,14241,1.166594840824
0.47,14524,1.21064433915733,0.425051518990655,0.784613867645868,0.000978952520802741,14578,0.382536121452323,0.11515093623326,0.264426605337406,0.0029585798816568,14551,1.59318046060965
0.48,14833,0.70754334745775,0.195520727996675,0.483853605376568,0.028169014084507,14888,0.473438947240341,0.0692714116514116,0.402672767278017,0.00149476831091181,14860,1.18098229469809
0.49,15142,1.36485568817818,0.36386066330256,1,0.00099502487562189,15198,0.459910462215979,0.0508256946343935,0.401785497508592,0.0072992700729927,15170,1.82476615039416
