"role","index","rank","d1_here","d2_here","var_fit_here"
"cutoff_anchor",26520,26520,5.46865258347454e-05,4.59830244049927e-09,4.33164148967699
"leading_edge_5000_reference",26758,26758,0.000182226896216756,8.52943814297806e-07,4.35557478471841
"terminal_start",26937,26937,0.000293505957559695,-7.71555563720401e-10,4.40070660852467
