"Comparison","Analysis","Human_TWAS","Rat_Ortholog","Ortholog_mapping_source","TWAS_Disorders","TWAS_n","TWAS_PAS_n","TWAS_APA","WTTS_PAS_n","WTTS_APA","WTTS_DE_PAS","Apeglm_LFC","Std","Strong","Weak","HBFSS","Ovlp","Support","Std_BH","Strong_BH","Weak_BH","EmpP","HBFSS_score"
"RT4_ZT10","NormEVS Rem","ATG14","Atg14","babelgene","PD(1)",1,1,FALSE,2,TRUE,"175612",1.06966630761505,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0135703578716208,1,0.81802674061545,0.00088707308317848,3.26466499772022
"RT4_ZT10","NormEVS Rem","CYP2D7","Cyp2d4","babelgene","SCZ(6)",6,3,TRUE,2,TRUE,"482314",1.95028541758993,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.00798803183420173,1,0.998990562447296,0.000490773170443326,6.45372689601803
"RT4_ZT10","NormEVS Rem","DDHD2","Ddhd2","babelgene","SCZ(18)",18,5,TRUE,2,TRUE,"210841",0.728587370033612,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.00257515521841459,1,0.2423280072154,0.000138308294469924,2.81172924164338
"RT4_ZT10","NormEVS Rem","F11R","F11r","babelgene","AD(1)",1,1,FALSE,1,FALSE,"149735",-1.13602983126441,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.00955859622527667,1,0.863530875554714,0.000613599091178418,3.64905879352056
"RT4_ZT10","NormEVS Rem","GATAD2A","Gatad2a","babelgene","SCZ(1)",1,1,FALSE,3,TRUE,"205543",1.32706659752785,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0692029720441067,1,0.940951197959719,0.00688566943260804,2.86918942084724
"RT4_ZT10","NormEVS Rem","INA","Ina","babelgene","SCZ(1)",1,1,FALSE,3,TRUE,"61328",-1.09512163777384,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.000482517073261646,1,0.828634438853384,2.11645244592162e-05,5.119027258805
"RT4_ZT10","NormEVS Rem","TMA7","LOC100910678","babelgene","DEP(20)",20,2,TRUE,2,TRUE,"369633",1.37250150543014,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.00680367705637231,1,0.953073100348706,0.000415823410431226,4.64055257531261
"RT4_ZT10","NormEVS Rem","MAP1A","Map1a","babelgene","SCZ(1)",1,1,FALSE,11,TRUE,"351502",-1.27904211188562,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",3.80085878302169e-06,1,0.960438305301746,1.58858847409959e-07,8.6961927283835
"RT4_ZT10","NormEVS Rem","MAPT","Mapt","babelgene","AD(1), ANX(2), ASD(1), DEP(2), MDD(2), PD(2), PTSD(2), SCZ(2)",14,2,TRUE,9,TRUE,"95459",1.29736325849225,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.108532254175234,1,0.943765047292378,0.0127977795476755,2.45573399103548
"RT4_ZT10","NormEVS Rem","MARK3","Mark3","babelgene","SCZ(1)",1,1,FALSE,5,TRUE,"467700",2.93642214014687,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Str+HBFSS",2.58188351349852e-05,0.0911994719819368,0.999999998986567,1.03064787126961e-06,17.5800354345919
"RT4_ZT10","NormEVS Rem","MARK3","Mark3","babelgene","SCZ(1)",1,1,FALSE,5,TRUE,"467701",3.11435324103606,TRUE,TRUE,FALSE,TRUE,TRUE,"Std+Str+HBFSS",4.87415165753632e-06,0.0558038257396807,0.999999998986567,2.03489549877034e-07,20.8395635634971
"RT4_ZT10","NormEVS Rem","MFHAS1","Mfhas1","babelgene","ANX(1), DEP(1)",2,1,FALSE,2,TRUE,"200080",-0.924378909513434,FALSE,FALSE,FALSE,TRUE,FALSE,"HBFSS",0.0344411092036776,1,0.703892180230755,0.00291707252164497,2.34334931851507
"RT4_ZT10","NormEVS Rem","NCOR1","Ncor1","babelgene","PD(2)",2,2,TRUE,12,TRUE,"70473",-1.0298540172442,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",0.0019133104045947,1,0.760701564236445,9.89749557356312e-05,4.1240243400686
"RT4_ZT10","NormEVS Rem","NDFIP2","Ndfip2","babelgene","BIP(1), SCZ(1)",2,1,FALSE,5,TRUE,"191750",-1.24553007699748,TRUE,FALSE,FALSE,TRUE,TRUE,"Std+HBFSS",1.3136030107411e-08,1,0.96422160285721,6.82232492721369e-10,11.4166128839294
