"comparison_name","dataset_name","n_features","hc_p_threshold","hbfss_threshold","n_standard_significant","n_HBFSS_significant","n_overlap_significant","n_strong_effect","n_weak_effect","evs_fixed_top_n","evs_cutoff_mode_main","evs_primary_preprocessing"
"RT4_ZT10","RT4_ZT10_leading_edge_dataset",6689,0.0184548920109484,1.73388849174096,270,332,263,15,3613,5000,"matched_curvature_wave","normalized"
