"feature_id","ctrl_abs_loading","trt_abs_loading","rank_ctrl","rank_trt","combined_rank","mu_ctrl","mu_trt","var_ctrl","var_trt","alpha_gene_wise","alpha_fitted","alpha_final","iod_emp_ctrl","iod_emp_trt","cv2_emp_ctrl","cv2_emp_trt","iod_nb_gw_ctrl","iod_nb_gw_trt","cv2_nb_gw_ctrl","cv2_nb_gw_trt","iod_nb_fit_ctrl","iod_nb_fit_trt","cv2_nb_fit_ctrl","cv2_nb_fit_trt","iod_nb_final_ctrl","iod_nb_final_trt","cv2_nb_final_ctrl","cv2_nb_final_trt","gene_symbol"
"401412",0.0222679152827486,0.00722829224137496,6,6557,6,15.6404829493445,16.85849860559,517.15309866616,1210.1677419637,10,0.62933672183194,10,33.0650338829744,71.7838385419701,2.11406732068719,4.2580208487942,157.404829493445,169.5849860559,10.0639366446189,10.0593172632626,10.8431302672088,11.6096722474503,0.693273366450826,0.688653985094542,157.404829493445,169.5849860559,10.0639366446189,10.0593172632626,"LOC102555885"
"279714",0.00301147833415693,0.0236377342704799,18227,6,6,74.9444515700066,132.137601587524,1562.14328833434,18151.2966450716,1.48138633050074,0.210474749718192,1.48138633050074,20.8440152087192,137.366627114453,0.278126195763118,1.03957257785904,112.021686102683,196.746836736911,1.49472954643002,1.48895419905584,16.7739146869643,28.8116286224963,0.223817965647471,0.218042618273287,112.021686102683,196.746836736911,1.49472954643002,1.48895419905584,"Prpf38b"
"157980",0.0222618753245112,0.0146411971226009,7,338,7,49.2054394917049,49.1449382604315,2307.09768165604,3369.97253593645,2.8933281665572,0.296676999785275,2.8933281665572,46.8870455276592,68.5721186193808,0.952883380618182,1.39530379010753,143.367484029176,143.192434112621,2.91365112292808,2.91367614206387,15.5981221615149,15.5801728377374,0.316999956156157,0.317024975291944,143.367484029176,143.192434112621,2.91365112292808,2.91367614206387,"Anapc4"
"426214",0.0112589447127996,0.0229231386790575,1571,7,7,12.2096524707136,35.9822293424778,76.8566221406731,2305.89170855474,3.20599571276843,0.467550849635672,3.20599571276843,6.29474281311641,64.0841812942532,0.515554625998993,1.78099529865985,40.1440934755001,116.358873007834,3.28789812583044,3.23378720924526,6.70863338643841,17.8235219008611,0.549453262697685,0.495342346112503,40.1440934755001,116.358873007834,3.28789812583044,3.23378720924526,"-"
"268905",0.0221494874903778,0.00546178843701983,8,9925,8,71.3523172521494,79.0483347413082,7482.41762622767,7925.69189150933,1.79212910110668,0.239860001274237,1.79212910110668,104.865797137125,100.26386915609,1.46969014007693,1.2683868608265,128.872564178973,142.664821083921,1.80614406289785,1.80477958897936,18.1145669070203,19.9605336717765,0.253874963065403,0.252510489146911,128.872564178973,142.664821083921,1.80614406289785,1.80477958897936,"Myo10"
"450194",0.000650726410407598,0.0228276332851244,27306,8,8,40.2152983997321,122.259546920058,96.3068121649894,29961.9202326211,1.85727794263844,0.231881831187985,1.85727794263844,2.39478049392345,245.068143858019,0.0595489922795004,2.00449085598412,75.6909866744452,228.069959771593,1.882144101533,1.86545726298758,10.3251970347011,29.3497676200365,0.256747990082548,0.240061151537126,75.6909866744452,228.069959771593,1.882144101533,1.86545726298758,"Setd3"
"351154",0.0219586542884529,0.0140727886581399,9,451,9,21.5458659551698,10.8748518333138,410.440039288338,155.561603112379,2.99366357306852,0.63053608134426,1.68586526799181,19.0495958780369,14.3047101235747,0.884141575821237,1.3153935651568,65.5010740602089,33.5556477959091,3.04007618893092,3.08561884890379,14.5854458885414,7.85698646017715,0.676948697206657,0.722491357179524,37.3234270826279,19.3335350003409,1.73227788385421,1.77782054382708,"Rtf1"
"527263",0.00803368988158225,0.0218969190310703,4882,9,9,19.0832766481419,99.2104218815674,550.616408439954,11446.7815296289,1.73263966371344,0.268998608252535,1.73263966371344,28.85334728371,115.378821221963,1.51197028768743,1.16297077498266,34.0644420341872,172.895912005748,1.7850415660931,1.74271924992056,6.13337485924828,27.6874654102885,0.321400510632196,0.279078194459655,34.0644420341872,172.895912005748,1.7850415660931,1.74271924992056,"-"
"579569",0.0219292329731433,0.0012236340780582,10,24427,10,68.6897709859573,3.12364102987025,22216.735404981,48.7856664174445,10,0.357343743726631,10,323.435863682278,15.6182051493513,4.70864670299162,5,687.897709859573,32.2364102987025,10.014558208386,10.3201392190836,25.5458599198469,2.11621357967194,0.371901952112628,0.677482962810181,687.897709859573,32.2364102987025,10.014558208386,10.3201392190836,"-"
"125852",0.010396996294645,0.0218247432880195,2217,10,10,65.443766884347,114.043618056744,12716.7697312113,12368.8352453065,2.11866114122442,0.222462282310773,2.11866114122442,194.315980522401,108.457057536987,2.96920531585229,0.951013825982111,139.653165833215,242.619781981463,2.13394143524794,2.12742971606481,15.558769744106,26.3704035558814,0.2377425763343,0.231230857151168,139.653165833215,242.619781981463,2.13394143524794,2.12742971606481,"Fscn1"
"77228",0.0212057513098089,0.00898808789939274,11,3984,11,19.1221793518071,8.07803397743676,323.133040376992,76.284597179719,3.88684034351938,0.726123019759096,1.96057622179701,16.8983374976271,9.4434607966238,0.883703535393845,1.16902959593892,75.3248581606171,32.3980283598215,3.93913563798358,4.01063284090094,14.8850546153092,6.86564642541296,0.778418314223296,0.849915517140657,38.4904901460907,16.8376013350308,2.01287151626121,2.08436871917857,"-"
"359590",0.00348017209749827,0.021759959450942,16489,11,11,13.6780380516286,49.4919808355903,66.4911938949435,4721.88224391463,1.56285784283878,0.388108162529401,1.01137140380735,4.86116456497403,95.4070167367209,0.355399257307609,1.92772677767046,22.3768290436351,78.3489304065291,1.63596774326642,1.58306313636546,6.30855821522481,20.2082417420413,0.461218062957038,0.408313456056082,14.833576545606,51.0547741348974,1.08448130423499,1.03157669733403,"-"
"80920",0.0210302001084632,0.00101478952020028,12,25416,12,33.8454131428471,15.0764540169748,924.941566488844,532.222849629229,2.52157438410739,0.462551445445643,2.52157438410739,27.3284170763423,35.3015934005432,0.807448175059962,2.34150506218483,86.3437268005349,39.0164002523766,2.55112048525201,2.58790297827642,16.6552447709289,7.97363559774646,0.492097546590263,0.528880039614676,86.3437268005349,39.0164002523766,2.55112048525201,2.58790297827642,"Rbfox3"
"73573",0.0139398492743042,0.0212869850492072,472,12,12,16.6938255127415,30.7234258440918,1265.04547151264,1305.21121172201,8.38384745103214,0.47302435217876,8.38384745103214,75.7792436818691,42.4826065408654,4.5393575980551,1.38274314708413,140.958486472973,258.580515449964,8.4437498382493,8.41639590461523,8.89658599854979,15.5329286066137,0.532926739395924,0.505572805761853,140.958486472973,258.580515449964,8.4437498382493,8.41639590461523,"Psmd11"
"84957",0.0210091713728762,0.0121593086239194,13,1141,13,16.0317212987264,9.50694549613761,395.105395418828,124.183906587226,4.40768221884224,0.76474397341445,4.40768221884224,24.6452260525647,13.0624401536412,1.53727884818723,1.37398917022803,71.6627329058307,42.9035946188281,4.47005855269726,4.51286847455458,13.2601622466611,8.27037927375088,0.82712030726947,0.869930229126789,71.6627329058307,42.9035946188281,4.47005855269726,4.51286847455458,"LOC689641"
"18054",0.0110214074828616,0.0211515039056421,1752,13,13,13.4287540800779,56.3745478101969,429.659609210996,3721.4188669594,2.73616963025363,0.363818439095519,2.73616963025363,31.9954931521467,66.0123940947385,2.38261069949991,1.17096095062244,37.7433490860538,155.250325637542,2.81063670248065,2.75390813173779,5.88562834841154,21.5100999890216,0.438285511322535,0.381556940579679,37.7433490860538,155.250325637542,2.81063670248065,2.75390813173779,"Dlg2"
"277415",0.0209144523970554,0.00243351158529209,14,19156,14,19.6255503481246,7.42267526846507,683.610900680036,103.332060326616,4.26882934609752,0.729458653860945,4.26882934609752,34.8326996468336,13.9211344413271,1.77486485876622,1.87548746749981,84.7781252593888,32.686134012576,4.31978333119662,4.4035516616821,15.3160275382232,6.41453470938146,0.780412638960046,0.864180969445523,84.7781252593888,32.686134012576,4.31978333119662,4.4035516616821,"Chtop"
"546051",0.00213760111407082,0.020858492657204,21223,14,14,2.89722118753784,17.4426586931495,13.873987017195,870.684422473298,6.35119460793502,0.926342139572343,6.35119460793502,4.78872206128851,49.9169557686325,1.65286726532541,2.86177449474701,19.4008155842855,111.781719839982,6.69635292870853,6.40852531752419,3.68381807367813,17.1578697736423,1.27150046034585,0.983672849161515,19.4008155842855,111.781719839982,6.69635292870853,6.40852531752419,"Hsp90ab1"
"23285",0.0208802247964034,0.002428420514055,15,19166,15,52.0019565532056,89.1064749837331,4897.37886987639,25251.3344826689,10,0.246929650043157,10,94.1768193830488,283.383833635868,1.81102453879196,3.18028329240497,521.019565532056,892.064749837331,10.0192300456806,10.0112225290046,13.8408249332425,23.0030306843126,0.266159695723782,0.258152179047728,521.019565532056,892.064749837331,10.0192300456806,10.0112225290046,"-"
"386531",0.00370067119627453,0.0207764615245819,15700,15,15,8.93431727733888,35.0347948304146,111.439728112567,3200.49288509579,3.55517115692489,0.499728685566203,3.55517115692489,12.4732225925337,91.3518375257434,1.39610248946172,2.60746032531175,32.7630270912109,125.554692069871,3.6670991273515,3.58371420976252,5.46473462943597,18.5078919696847,0.61165665599282,0.528271738403831,32.7630270912109,125.554692069871,3.6670991273515,3.58371420976252,"LOC120102252"
"205134",0.0207629255456757,0.0112821179684285,16,1678,16,74.9143415732283,50.2324123365579,8657.62638853347,9954.03936562319,3.10984296259101,0.261524075345086,3.10984296259101,115.567009022841,198.159692171082,1.54265533936349,3.94485717395791,233.971837938643,157.214913998815,3.12319154150127,3.12975042778102,20.5919039100245,14.1369851886714,0.27487265425534,0.281431540535091,233.971837938643,157.214913998815,3.12319154150127,3.12975042778102,"Ccdc124"
"506428",0.00138904759734842,0.0205936427681224,24072,16,16,6.36114541150822,18.8866313798502,44.6351405393575,673.767084409271,6.32289129626722,0.772028283912105,6.32289129626722,7.01684015249929,35.6742857346228,1.10307809342085,1.88886440451647,41.2208309567155,120.418117167462,6.48009568876403,6.37583880076857,5.91098417576206,15.5810136130663,0.929232676408912,0.824975788413458,41.2208309567155,120.418117167462,6.48009568876403,6.37583880076857,"Rnf214"
"424825",0.020681603211191,0.00548127183963935,17,9889,17,16.0223572990592,5.47476008472183,274.683664344988,149.864989926317,10,0.883608005869985,10,17.1437734921263,27.3738004236092,1.06999071186191,5,161.223572990592,55.7476008472183,10.0624127886637,10.1826564058562,15.1574831823581,5.83754184107765,0.946020794533655,1.06626441172613,161.223572990592,55.7476008472183,10.0624127886637,10.1826564058562,"Npr2"
"417259",0.0091299512105251,0.0204489937447341,3453,17,17,3.54772021314328,28.6059724299875,26.9739653606492,3279.42479764946,6.91348260778296,0.634672073390444,6.91348260778296,7.60318281602885,114.641262613105,2.14311793468415,4.00759886396756,25.5271019908461,198.766892873438,7.19535376444725,6.94844034265624,3.25163894348483,19.1554118334901,0.91654323005474,0.669629808263729,25.5271019908461,198.766892873438,7.19535376444725,6.94844034265624,"Padi2"
"537315",0.020602860678551,0.00837553150750597,18,4851,18,38.5838549658922,7.55744972550424,7443.56932014502,73.7556557890516,10,0.482440804068109,10,192.919274829461,9.75933131783163,5,1.29135246310626,386.838549658922,76.5744972550424,10.0259175761697,10.1323197687476,19.6144260137923,4.64602212227657,0.50835838023783,0.614760572815664,386.838549658922,76.5744972550424,10.0259175761697,10.1323197687476,"-"
"247243",0.00381125168157081,0.0204210789305818,15342,18,18,1.31508250400999,16.7357026442161,3.24668081190374,544.618538063748,8.37465739258998,1.02701219362275,8.37465739258998,2.46880389785725,32.5423168445198,1.87729962974132,1.94448464676603,12.013365414073,141.155775869572,9.13506595779465,8.43440988827295,2.3506057672382,18.1877706844544,1.78742075882741,1.08676468930572,12.013365414073,141.155775869572,9.13506595779465,8.43440988827295,"Ldlrad4"
"449384",0.0204257937476546,0.0130738124373596,19,737,19,14.6363312988773,16.8299294000138,467.583104759166,1054.3165064415,5.47905697170137,0.645642783352916,5.47905697170137,31.9467423366559,62.64533150333,2.18270150383289,3.72225753384792,81.1932930432448,93.2121420123874,5.54738010402051,5.53847492742964,10.4498416778825,11.866122461458,0.713965915672058,0.70506073908119,81.1932930432448,93.2121420123874,5.54738010402051,5.53847492742964,"Dglucy"
"463187",0.0126652859471669,0.0203380644315219,853,19,19,6.34153898255751,16.1335945825597,153.240548545691,837.616036401069,10,0.850923302517757,10,24.1645677756112,51.917508656535,3.81052104892459,3.21797528696162,64.4153898255751,162.335945825597,10.1576904285774,10.061982467384,6.39616329408293,14.7284515836743,1.00861373109519,0.912905769901746,64.4153898255751,162.335945825597,10.1576904285774,10.061982467384,"Rbm25"
