"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","alpha_gene_wise"
0.2,6311,5996,6311,316,5,24.95,5.11668928086839,0.861494994003111,8.85905999354108,1.45886480669145,4.31748194831112,6.71079059573605,1.17694092848006
0.21,6626,6312,6626,315,5.4,36.7,5.4047619047619,0.782712879344447,11,1.25044735467641,4.587890625,7.72370574799982,1.00595515878174
0.22,6942,6627,6942,316,7.4,43.25,8.57565284178187,0.725313982570572,11.4852207343722,1.08025748669204,6.810546875,9.76078445740328,0.926284737843224
0.23,7257,6943,7257,315,6.4,34.2,5.70212765957447,0.625,9.71837695917978,0.900840566440226,4.66204986149584,7.662846113824,0.746178011934204
0.24,7573,7258,7573,316,3.8,24.2,7.38804945054945,1.3681774463906,10.7013699013981,1.89591954439317,5.05026989307656,6.375,1.53850237998286
0.25,7888,7574,7888,315,0.8,3.2,4,5,7.7740431497759,3.06541359191874,-0.999999999999999,-0.477639277446568,2.12389950828617
0.26,8204,7889,8204,316,6.8,28.6,6.85714285714286,0.73982981824417,9.70741978719593,1.0284529307085,5,7.40007703410391,0.897335060705059
0.27,8519,8205,8519,315,5.2,27.2,7,0.8648393194707,11.0451787606448,1.29889087332138,4,7.45310998550852,1.15666034080359
0.28,8835,8520,8835,316,12,76.75,7.49425287356322,0.569664830119376,10.8033094943509,0.611599853365816,6.49710108185861,9.12658374329978,0.548293633384693
0.29,9150,8836,9150,315,6.6,34.2,8,0.702171534382628,10.4292871745008,1.07000828149114,4.125,7.00734547890619,0.892877843996272
0.3,9466,9151,9466,316,5.6,28.5,6,0.6030219787768,9.43005330573342,1.10805490856532,3.587890625,5.96034776022784,0.896366130866021
0.31,9781,9467,9781,315,1.2,2.7,3,2.375,5.760892626133,4.67995928449199,0.375,0.583333347333333,3.12228750768395
0.32,10097,9782,10097,316,2,9.8,4.75,2.375,7,3.54231063414379,2,4.03115159947795,2.77771174938809
0.33,10412,10098,10412,315,14,89.5,6.925,0.46,9.58553699524539,0.481681552096718,6.06153549382716,8.5032872824357,0.4091584448582
0.34,10728,10413,10728,316,5.2,21.1,5,0.868764172335601,9.22322739906306,1.47910605636879,3.19363329601051,5.03192935377776,1.35572001634774
0.35,11044,10729,11044,316,2.8,12.2,6,1.41135916891411,9.94578432922999,2.53509934399788,2.45663265306122,4.49873083597109,2.04470809568423
0.36,11359,11045,11359,315,12.8,87,8,0.503864447086801,10.7818691342159,0.485500063648502,6.68822880817936,9.72301792767185,0.438942520210377
0.37,11675,11360,11675,316,14.8,105.45,6.93764076576577,0.455800319095774,8.73630022072356,0.437171742567677,6.41024281509695,7.52027547015184,0.361675996809692
0.38,11990,11676,11990,315,3.2,8,5,1.91358024691358,9.7753996298506,2.38378586820536,1.77777777777778,3.31936251017434,1.85383614974704
0.39,12306,11991,12306,316,2.2,4.8,4,2,8.61557980087217,3.61932864479835,1.16528925619835,2.44850834627501,3.05119444324054
0.4,12621,12307,12621,315,8.4,46.5,5.90441176470588,0.580621301775148,8.20031991903438,0.661990921040287,4.87379972565158,7.02416962781734,0.489238541526219
0.41,12937,12622,12937,316,11.2,69.3,5.96428571428571,0.467171358826579,9.00666203994872,0.532177730794762,5.25192602874538,7.15727484397399,0.43656228199283
0.42,13252,12938,13252,315,12.6,77.5,7.419795221843,0.45755318106068,8.69885519739887,0.492198985540001,6.56668767065742,7.66530222349045,0.385963170458617
0.43,13568,13253,13568,316,0.8,3.2,4,5,7.62837149908301,5.20566723447826,-0.999999999999999,-0.468176662717963,4.24695686366615
0.44,13883,13569,13883,315,10.6,49.2,6.85714285714286,0.462452810937659,8.70895298550112,0.512148484855319,5.6521639444493,7.46408766299017,0.432679739416446
0.45,14199,13884,14199,316,3.8,12.8,3.40584415584416,0.982142857142857,7,1.52461102110574,2.28110726643599,3.51881729532842,1.17038667983102
0.46,14514,14200,14514,315,1.2,2.7,3,2.0703125,6.75179711433531,4.58884165831375,0.375,1.32641063735085,3.70500528765629
0.47,14830,14515,14830,316,12,55.75,6.61085704607046,0.434159329834928,8.82153231386243,0.508276503545404,5.21173469387755,7.61254457750075,0.371457122980544
0.48,15145,14831,15145,315,12.2,66.7,6.85714285714286,0.436507936507937,7.72786499747421,0.432667405456822,6,6.92469263829416,0.349984664073324
0.49,15461,15146,15461,316,14.6,92.05,6.95428696412948,0.407717455981692,8.35394292111382,0.387712657880699,5.63980199923107,7.49197730293877,0.317034122756859
0.5,15776,15462,15776,315,0.6,1.8,3,5,5.26427329992996,7.74989902748365,-2,-3.09995961099346,6.08323236081698
0.51,16092,15777,16092,316,2.6,13.35,4,1.875,8.158947711339,2.36180887844413,2.60128165338701,4.28071762334956,1.82103420813262
0.52,16408,16093,16408,316,8.9,37.25,4.70833333333333,0.566619431707143,7.18506970898051,0.657124343198138,3.98638350661626,5.81826829397739,0.487118104478637
0.53,16723,16409,16723,315,10.2,47.5,6.41176470588235,0.438821787218289,8.5545608330717,0.459405347751833,4.00446428571429,6.375,0.351141825274771
0.54,17039,16724,17039,316,14.6,81.1,5.91210006807352,0.382167477661432,7.29725581502061,0.354250367865566,5.26954446079963,6.35003467589171,0.276597326259952
0.55,17354,17040,17354,315,9,39.3,6.30487804878049,0.458202677259131,8.77606083935111,0.490140465295435,3.83418367346939,5.72886648782156,0.392239796627676
0.56,17670,17355,17670,316,13.3,68.55,5.63333333333333,0.409752711776859,8.03631266416631,0.354150180297794,4.97006643970378,6.37122602779978,0.292336784019138
0.57,17985,17671,17985,315,5.4,17.7,4.92307692307692,0.84,8.48503643178873,1.02562044137546,2.625,4.64171227723661,0.803983953153579
0.58,18301,17986,18301,316,12.2,53.25,4.67086038961039,0.366421614813977,8.14195553866671,0.384180413768854,3.95144566963557,6.59449230747005,0.308864255399975
0.59,18616,18302,18616,315,16.4,98.8,5.72413793103448,0.32470703125,7.06417585524926,0.32585045095714,5.34039971612372,6.25723607494077,0.246152800043239
0.6,18932,18617,18932,316,3.2,10.5,4.65416666666667,0.947893046107332,7.4024731319036,1.52665904274815,1.875,3.63155051572003,1.18556895692634
0.61,19247,18933,19247,315,18.6,95.2,5.8,0.328282828282828,7.60785635518747,0.341815091273938,5.32333717800846,6.71219002535766,0.267436384734041
0.62,19563,19248,19563,316,14.2,64,4.92307692307692,0.33754992135364,6.57893591231575,0.337191905095677,4.41545857124802,5.54296238236665,0.261274467768303
0.63,19878,19564,19878,315,5.6,16.8,3.65625,0.849609375,7.86944810287079,0.922448477516751,2.52892561983471,4.4059872575832,0.706866951680971
0.64,20194,19879,20194,316,7.1,26.3,4,0.586372923535201,8.22268903476811,0.821709046252677,2.94859127400873,3.20088922453618,0.619850218146695
0.65,20509,20195,20509,315,13.6,58.7,4.92307692307692,0.369671537253955,7.13825708212049,0.374691532439562,4.15342964019261,5.47213774031917,0.284956785166375
0.66,20825,20510,20825,316,17.8,79.75,5.16435185185185,0.293928576445468,7.01060480569115,0.283604210526605,4.68478374233036,6.1719437063722,0.216205165947715
0.67,21141,20826,21141,316,5.8,21.5,4,0.735029585798816,7.29414400673749,0.911965346982765,3.02479338842975,5.28312772344002,0.672423647433583
0.68,21456,21142,21456,315,0.6,1.8,3,5,6.27397845937692,6.13748042640252,-2,-2.08142086953032,4.69380414361585
0.69,21772,21457,21772,316,21,107.55,4.58296703296703,0.25406189725153,6.55494423592328,0.256874138076274,4.31644030161084,5.57114671077515,0.197186792900786
0.7,22087,21773,22087,315,13.6,50.2,4.82934131736527,0.368199301123541,7.36182479196762,0.346561917817155,4.2275,6.19304751081268,0.272397599439889
0.71,22403,22088,22403,316,17.9,71.05,4.89473684210526,0.291232638888889,6.32320616604049,0.30653339415733,4.38251133786848,5.34668413715878,0.256699377496811
0.72,22718,22404,22718,315,3,8.2,2.25,0.833333333333333,5.4341968666721,1.42814784357561,1.26388888888889,2.53700310207779,0.884892333660281
0.73,23034,22719,23034,316,20.5,88.25,5.34673913043478,0.210530181182571,6.38250777302667,0.233312986954675,4.85927535076531,5.83772935036059,0.164478096455048
0.74,23349,23035,23349,315,6.8,18,3.44444444444444,0.636094674556213,6.7692458731423,0.729356005607774,2.40625,4.71468840497877,0.610308386560155
0.75,23665,23350,23665,316,15.8,71.85,4.85185185185185,0.248338250894296,5.6333531100023,0.248017012462722,4.17541180029245,4.99586266054835,0.165227408681687
0.76,23980,23666,23980,315,19,86.8,4.67796610169492,0.263703977646285,6.69881018574119,0.289794580502477,4.29783163265306,5.38464203642737,0.234160052925232
0.77,24296,23981,24296,316,3,10.3,2.52124505928854,0.971074380165289,5.65822972336471,1.68052903126875,1.96449704142012,2.86352121724501,1.27456104913574
0.78,24611,24297,24611,315,20.6,82,5.30769230769231,0.2734375,6.37364795554718,0.227557979685912,4.635,5.36909590223093,0.188375940227509
0.79,24927,24612,24927,316,10.8,38.3,4.03703703703704,0.400143174618699,5.9959680635273,0.375116194090058,3.40536818000563,4.19731486987114,0.293381293478263
0.8,25242,24928,25242,315,20.2,84.7,5.33333333333333,0.257329577159154,6.34661975940713,0.258175571108153,4.57142857142857,5.2883488955198,0.190287531718657
0.81,25558,25243,25558,316,13.2,58.85,4.290625,0.295604670159186,6.47335816122875,0.334812548360002,3.90365203761755,4.62481253924629,0.26103765918277
0.82,25873,25559,25873,315,22.4,83.7,4.44444444444444,0.196369362140229,5.32056737931914,0.180821756891491,3.95061728395062,4.87964077479878,0.135017730603723
0.83,26189,25874,26189,316,19.7,89.9,5.60813492063492,0.244388203331537,7.19355855909039,0.22788877045191,4.68398828087681,6.45497699646221,0.173620621888297
0.84,26505,26190,26505,316,19.7,86,4.8556569567355,0.216459240060639,5.58084548829269,0.244922332155903,4.50944759535914,4.9821734283807,0.176564317760952
0.85,26820,26506,26820,315,10.4,28.8,3.7,0.425347222222222,6.79456674016858,0.485803893422487,3.11111111111111,4.80530525338937,0.377958459364658
0.86,27136,26821,27136,316,18.6,78.3,5.03152709359606,0.188088487367334,5.39283866756994,0.201123505676944,4.41022797618316,4.73342059566936,0.130553106331542
0.87,27451,27137,27451,315,21.4,96.7,5.08333333333333,0.235400633770937,6.27153488605426,0.237321140411232,4.365,5.49906514472751,0.186442928824544
0.88,27767,27452,27767,316,12.9,42.4,4.5,0.272379823754952,6.6200183459352,0.318422137114325,3.52054355590628,5.18881054680017,0.250193935297358
0.89,28082,27768,28082,315,23.6,109.3,5.31521739130435,0.204730073282541,6.45290521106804,0.189430299679698,4.95837620027435,5.80545369828856,0.152400096708649
0.9,28398,28083,28398,316,18.6,71.75,4.75,0.2809542443126,6.46576116156167,0.250277030925924,4.28425579085898,5.24846557124312,0.179342162576925
0.91,28713,28399,28713,315,18,74.7,5.07246376811594,0.249505513003956,5.52473680047149,0.264677511516832,4.41156419643984,4.76730859737478,0.185755714207414
0.92,29029,28714,29029,316,21.6,87.15,5.71627906976744,0.217747441708791,6.00746884075075,0.194939118683791,4.90214224229977,5.49088415394016,0.143245058120217
0.93,29344,29030,29344,315,20.4,79.7,5.29176072234763,0.244459833795014,5.84582888856783,0.239358793681321,4.46795444705923,5.1394479761274,0.17563866523604
0.94,29660,29345,29660,316,17.6,61.4,4.92654936110363,0.228060198401982,5.80094815806116,0.214371644478342,4.36569612205976,4.99292850290591,0.15303079415093
0.95,29975,29661,29975,315,1,5,5,5,9,6.96867387504806,0,0,6.16920443202517
0.96,30291,29976,30291,316,0.6,1.8,3,5,5.48474886636256,7.03521443822292,-2,-2.81408577528917,6.23914674776914
0.97,30606,30292,30606,315,0,0,NA,NA,NA,NA,NA,NA,10
0.98,30922,30607,30922,316,0,0,NA,NA,NA,NA,NA,NA,10
0.99,31237,30923,31237,315,0,0,NA,NA,NA,NA,NA,NA,10
1,31553,31238,31553,316,0,0,NA,NA,NA,NA,NA,NA,10
