"percentile","rank_index","lo_rank","hi_rank","n_bin","mu","variance","iod_emp","cv2_emp","iod_nb","cv2_nb","diff_emp","diff_nb","alpha_gene_wise"
0.64,20194,19879,20194,316,0.6,1.8,3,5,7,9.61532951995809,-2,-3.84613180798323,7.94866285329142
0.65,20509,20195,20509,315,5.2,13,3,0.8648393194707,6.95726832554657,1.66666667666667,1.60188137755102,2.61411480776429,0.5857118860883
0.66,20825,20510,20825,316,8.2,33.6,4.06349206349206,0.520780740681689,6.80741910817563,0.957724027584331,3.66061997033842,3.91155291067098,0.429921555911163
0.67,21141,20826,21141,316,30.7,254.55,8.88988896810308,0.292825824579665,8.52070123174916,0.26497527984738,8.08380044567247,7.74645575941752,0.233050023507535
0.68,21456,21142,21456,315,11,54.5,5.04545454545455,0.458984375,8.44250575125298,0.6151601331729,4.62506642576257,4.74312197477424,0.539272814371609
0.69,21772,21457,21772,316,12.8,78.95,6.02173913043478,0.4700552628809,9.48670284996718,0.696274380356938,5.12344549815551,6.58323343049715,0.579445891128559
0.7,22087,21773,22087,315,14,67.7,5.8030303030303,0.427252533666528,8.50290465282933,0.441649754508042,4.8984375,5.9987344159208,0.361188778598577
0.71,22403,22088,22403,316,9.4,50.3,5.90870098039216,0.52976037091168,8.42523199673971,0.707772257717034,5.04765876939011,6.22442640454737,0.60045652615067
0.72,22718,22404,22718,315,19.8,151.3,8.10714285714286,0.344387755102041,10.201013925349,0.336477811342769,6.875,8.75565955809518,0.292132160551074
0.73,23034,22719,23034,316,17.2,126.55,8.08538587848933,0.341156742329934,10.5040583884653,0.351636157153396,7.47407821385004,9.2391586398965,0.300228515790684
0.74,23349,23035,23349,315,12.4,71,5.4375,0.422136713444998,7,0.528101823469027,4.62283737024222,6.28362590606212,0.393584144958552
0.75,23665,23350,23665,316,17.5,99.95,6.28808033385498,0.343634611849307,8.7255460313742,0.398117811853012,5.81692572092714,7.78992254178266,0.338949861329277
0.76,23980,23666,23980,315,21.8,154.3,7.46330275229358,0.313205119806679,8.79260923985003,0.315454161793966,6.90838811784758,7.47009764899576,0.263276314230942
0.77,24296,23981,24296,316,16.9,93.7,6.7740990990991,0.301419632994639,8.37154885501612,0.365926367166665,5.97857320011338,7.64557300594598,0.308373662213989
0.78,24611,24297,24611,315,15.8,79.3,6.1875,0.328125,9.62559992858328,0.474829032348074,5.34375,7.62940890664971,0.419237749855564
0.79,24927,24612,24927,316,16.3,76.25,6.78395061728395,0.408824941530897,11.5782243792956,0.454248359998516,5.68460753644572,9.7103233139649,0.391202505006889
0.8,25242,24928,25242,315,14.6,70.2,6,0.367340868530637,9.45982478329685,0.463216607103586,4.96060090702948,7.62027567388717,0.404133791967869
0.81,25558,25243,25558,316,13.5,67.3,5.9760348583878,0.439478737997257,11.3374320935568,0.537542589770796,5.07839209401709,9.67902541080978,0.477852003295626
0.82,25873,25559,25873,315,9.2,37.7,4.875,0.445415879017013,10.1625555980055,0.602983899731704,3.91420118343195,8.03260120279884,0.546378883968639
0.83,26189,25874,26189,316,12.3,61.5,5.86886993603411,0.42648205898027,10.093702706701,0.622200358890026,4.61577964519141,8.42570713778214,0.532646942374221
0.84,26505,26190,26505,316,11.2,59.4,5.1494646245595,0.464928725152058,10.4880705881452,0.699611853670799,4.55082546766526,8.72049647823765,0.6307698013544
0.85,26820,26506,26820,315,9.4,31.2,5.01515151515152,0.427962962962963,9.88538120953244,0.820325860469359,3.63765097875885,7.44522822206756,0.720598614933467
0.86,27136,26821,27136,316,10.6,38.3,4.56191887494189,0.415040100222593,10.2193341974776,0.632577092617309,3.86218308555585,7.98033556367648,0.549679751738271
0.87,27451,27137,27451,315,7.8,27.8,4.61111111111111,0.459693188100162,9.70462186977274,0.810459916328631,3.41642468964782,7.47036806763231,0.730572387646261
