"comparison","treatment_cutoff_percentile","treatment_cutoff_rank","treatment_cutoff_method","control_cutoff_percentile","control_cutoff_rank","control_cutoff_method","cutoff_range_rank_min","cutoff_range_rank_max"
"RT0_ZT6",0.31,9781,"leading_edge_divergence",0.48,15145,"leading_edge_divergence",9781,15145
