"percentile","center_rank_trt","iod_local_amplitude_trt","cv2_local_amplitude_trt","iod_local_amplitude_scaled_trt","cv2_local_amplitude_scaled_trt","iod_center_trt","cv2_center_trt","center_rank_ctrl","iod_local_amplitude_ctrl","cv2_local_amplitude_ctrl","iod_local_amplitude_scaled_ctrl","cv2_local_amplitude_scaled_ctrl","iod_center_ctrl","cv2_center_ctrl","combined_rank","composite_iod_amplitude","composite_cv2_amplitude","composite_iod_amplitude_scaled","composite_cv2_amplitude_scaled","combined_center_distance","combined_center_agreement","regime_difference","regime_difference_scaled"
0.005,157,0.10998358249846,0.0289850071848788,0.226694486311801,0.00869887355058656,152,154,150,0.0793661590058974,0.0176802445234145,0.172100238220812,0,150,200,154,0.189349741504358,0.0466652517082932,0.398794724532613,0.00869887355058656,26,0.037037037037037,0.142684489796064,0.390095850982026
0.01,314,0.0458297114891928,0.0328991256881316,0.0720357419478849,0.0114164063345436,314,272,299,0.0570561052943418,0.0496438218634986,0.116942893190656,0.025382298452267,299,251,306,0.102885816783535,0.0825429475516302,0.188978635138541,0.0367987047868106,45,0.0217391304347826,0.0203428692319044,0.15217993035173
0.015,471,0.0521276410579834,0.0802116932945428,0.0872184560051681,0.0442650422296382,471,471,449,0.0637510713702228,0.0905534890903162,0.133494917609194,0.0578686929532926,449,449,460,0.115878712428206,0.170765182384859,0.220713373614362,0.102133735182931,0,1,-0.0548864699566528,0.118579638431431
0.02,628,0.0431824383529394,0.0910728814011087,0.0656538364946329,0.0518058549893408,586,587.5,598,0.0267986880634272,0.0890855946903743,0.0421372103579632,0.0567030370143683,550,598,613,0.0699811264163667,0.180158476091483,0.107791046852596,0.108508892003709,24.75,0.0388349514563107,-0.110177349675116,-0.000717845151112936
0.025,785,0.0428146780093233,0.0494458333822599,0.064767259393739,0.0229046176873624,786.5,794.5,748,0.0255266230093155,0.0697973215111883,0.0389922725645547,0.0413862061961546,748,703,766,0.0683413010186388,0.119243154893448,0.103759531958294,0.0642908238835171,18.5,0.0512820512820513,-0.0509018538748095,0.0394687080747766
0.03,942,0.060122697442279,0.0814903786324718,0.106492513237588,0.0451528204926876,991.5,942,897,0.0746153338403375,0.0743680981245821,0.160354730736937,0.0450158630060108,935,899.5,920,0.134738031282617,0.155858476757054,0.266847243974524,0.0901686834986985,42.5,0.0229885057471264,-0.0211204454744374,0.176678560475826
0.035,1099,0.031436560273809,0.0498119042683406,0.0373374975646324,0.0231587769912644,1058.5,1052.5,1047,0.0621463242518026,0.0656791356541902,0.129527486977191,0.0381159520130239,1044,1077,1073,0.0935828845256116,0.115491039922531,0.166864984541823,0.0612747290042882,13.5,0.0689655172413793,-0.0219081553969192,0.105590255537535
0.04,1256,0.0784278910012818,0.016781199642653,0.15062170149444,0.000225893732132106,1283.5,1210,1196,0.0314162757653355,0.0308990143128482,0.0535533136705805,0.0104970340584016,1237.5,1203,1226,0.109844166766617,0.0476802139555012,0.204175015165021,0.0107229277905337,54,0.0181818181818182,0.062163952811116,0.193452087374487
0.045,1413,0.113238882214265,0.32290744877898,0.234542189944555,0.212766244098735,1413,1379,1346,0.047381666488988,0.0852140775784989,0.0930246917349753,0.0536286626490982,1389.5,1297,1380,0.160620548703253,0.408121526357479,0.32756688167953,0.266394906747834,63.25,0.0155642023346304,-0.247500977654225,0.0611719749316965
0.05,1570,0.0981393966691732,0.0527655646795007,0.198141152279848,0.0252094734618319,1619,1519,1496,0.0884113934336702,0.0842483589316989,0.194462852074714,0.0528617848164579,1445,1502.5,1533,0.186550790102843,0.1370139236112,0.392604004354562,0.0780712582782897,21.25,0.0449438202247191,0.0495368664916438,0.314532746076272
