"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT0_ZT6","first_stable_crossing","crossing_3",0.204152977379244,6213,0.2,0.21,0.0495230878372059,-0.0697241011427268
