"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT2_ZT8","first_stable_crossing","crossing_1",0.11,3372,0.11,0.12,0.0727654028163709,-0.0087306498122656
