"feature_id","pc1_loading","pc1_loading_abs","rank","comparison_name","group_label","baseMean","dispGeneEst","dispFit"
"359164",-3.64726206530984,3.64726206530984,15965,"RT4_ZT10","control",2.67194598034771,5.98071050066827,2.54634932314515
"102694",-3.64699411070782,3.64699411070782,15966,"RT4_ZT10","control",4.38036620587593,0.330249192681367,1.59060127867189
"255437",-3.64699411070782,3.64699411070782,15967,"RT4_ZT10","control",4.29938144259945,1.97106484911411,1.61875745828002
"358297",-3.64676873147537,3.64676873147537,15968,"RT4_ZT10","control",5.78680765292513,1.31207495922974,1.22730663345429
"88402",3.64649858584541,3.64649858584541,15969,"RT4_ZT10","control",40.6139314875319,0.051825666355999,0.257041694219809
"419013",3.64647229816779,3.64647229816779,15970,"RT4_ZT10","control",55.1006359703421,0.320725994040264,0.214655466721199
"41577",-3.64642474349399,3.64642474349399,15971,"RT4_ZT10","control",3.55574191201899,1.32568163798789,1.93726012053086
"441137",-3.64642474349399,3.64642474349399,15972,"RT4_ZT10","control",3.59946771792908,1.27177858646019,1.91489062881314
"256182",-3.64597014794105,3.64597014794105,15973,"RT4_ZT10","control",4.17520714610069,1.21501071680405,1.66405081530489
"222701",-3.64590313414921,3.64590313414921,15974,"RT4_ZT10","control",3.6962790923056,3.30717178779394,1.86724641618937
"552787",-3.64590313414921,3.64590313414921,15975,"RT4_ZT10","control",4.18874521093396,1.5510349201371,1.65898229226153
"167588",-3.64570107459311,3.64570107459311,15976,"RT4_ZT10","control",5.01329811639305,0.651148235965187,1.40188478939043
"106277",-3.64505828115468,3.64505828115468,15977,"RT4_ZT10","control",3.5464581077406,1.96893644517524,1.94208057203748
"181180",-3.64505828115468,3.64505828115468,15978,"RT4_ZT10","control",3.73152712716351,0.729603738116291,1.85051354924895
"208529",-3.64494248256344,3.64494248256344,15979,"RT4_ZT10","control",11.1498026560136,3.37806061226918,0.683069749200948
"229695",-3.64470446907885,3.64470446907885,15980,"RT4_ZT10","control",2.36915067530739,5.45242306252611,2.85954487711074
"291395",-3.64470446907885,3.64470446907885,15981,"RT4_ZT10","control",2.1687736745339,10,3.11489011559575
"575148",-3.64470446907885,3.64470446907885,15982,"RT4_ZT10","control",4.50171877572512,0.27669126194022,1.550306664269
"162951",3.64392855575943,3.64392855575943,15983,"RT4_ZT10","control",34.0551273844387,0.172634900028207,0.288091145239718
"488273",-3.64356148794076,3.64356148794076,15984,"RT4_ZT10","control",6.56867640895419,1.31682839144146,1.09262643396755
"272841",3.6435575400895,3.6435575400895,15985,"RT4_ZT10","control",38.4013979005621,0.0301074703153575,0.266330387309829
"272725",-3.64352650535221,3.64352650535221,15986,"RT4_ZT10","control",4.93546073328232,1.03777565224461,1.42248273001799
"380996",-3.64352650535221,3.64352650535221,15987,"RT4_ZT10","control",2.53990776500633,5.46161730380157,2.67374093522822
"545408",3.64337955565259,3.64337955565259,15988,"RT4_ZT10","control",38.4069602789199,0.391848309001354,0.266305693371252
"301786",-3.64305181190338,3.64305181190338,15989,"RT4_ZT10","control",22.9236658097119,2.35557287345743,0.381453634188272
"266845",-3.64300476359969,3.64300476359969,15990,"RT4_ZT10","control",6.86067697341894,2.83687672295177,1.05020106199866
"508466",-3.64295766755322,3.64295766755322,15991,"RT4_ZT10","control",7.62016108312198,0.554371764099184,0.955080507051082
"20416",-3.64242080435877,3.64242080435877,15992,"RT4_ZT10","control",5.39788252192822,7.2973883951945,1.30883154537303
"372135",-3.64194115685744,3.64194115685744,15993,"RT4_ZT10","control",6.31142214871187,0.712380459187178,1.13325619662492
"501309",-3.64153949761905,3.64153949761905,15994,"RT4_ZT10","control",2.23703636019077,10,3.02276396989522
"305986",3.64143975992139,3.64143975992139,15995,"RT4_ZT10","control",42.9923166781569,0.119376495826449,0.248122962111122
"244929",-3.64094596956213,3.64094596956213,15996,"RT4_ZT10","control",3.4057503474268,1.18793381198399e-08,2.01835820607733
"249986",-3.64094596956213,3.64094596956213,15997,"RT4_ZT10","control",5.82603814889534,0.900726607623021,1.21968762887312
"535285",-3.64094596956213,3.64094596956213,15998,"RT4_ZT10","control",4.08390348131755,0.267580773855542,1.69911159100099
"500223",3.64063970116023,3.64063970116023,15999,"RT4_ZT10","control",47.6211128583881,0.238667212743882,0.233319459766957
"123506",-3.64047066372923,3.64047066372923,16000,"RT4_ZT10","control",6.88730933113202,1.39959822047304,1.04651060744078
"308614",-3.64047066372923,3.64047066372923,16001,"RT4_ZT10","control",2.31219222822154,10,2.92762625362903
"439608",-3.64043461220096,3.64043461220096,16002,"RT4_ZT10","control",6.230715891508,1.2618239285347,1.14669401713926
"390608",3.64040103760379,3.64040103760379,16003,"RT4_ZT10","control",38.2503352303809,0.369685422216761,0.26700376959094
"174787",3.63987825742468,3.63987825742468,16004,"RT4_ZT10","control",36.6012642853503,0.0861026653880799,0.274716263148904
"475504",-3.63949714355334,3.63949714355334,16005,"RT4_ZT10","control",3.94544744480645,0.872326657309542,1.75537512017895
"238829",-3.63945061095652,3.63945061095652,16006,"RT4_ZT10","control",3.45416693181306,1.67946773761603,1.99141031249137
"342791",-3.63945061095652,3.63945061095652,16007,"RT4_ZT10","control",4.78253642963119,0.203629747772137,1.46490338120459
"542816",-3.63945061095652,3.63945061095652,16008,"RT4_ZT10","control",2.813531148216,1.55852897325748,2.42303169413076
"175987",-3.63943417222667,3.63943417222667,16009,"RT4_ZT10","control",5.80875136536126,0.973131598933687,1.22303223429403
"90371",-3.63943417222667,3.63943417222667,16010,"RT4_ZT10","control",6.7663949283236,1.02416815086531,1.06349921996853
"269432",-3.63937892886879,3.63937892886879,16011,"RT4_ZT10","control",4.24479149061216,1e-08,1.63834307177888
"20251",-3.6386440742676,3.6386440742676,16012,"RT4_ZT10","control",4.46763871333898,2.0282849785561,1.56140175305105
"565774",-3.63820311466024,3.63820311466024,16013,"RT4_ZT10","control",2.39948320736532,5.39624875091811,2.8246079201137
"536292",3.63810694003179,3.63810694003179,16014,"RT4_ZT10","control",44.6506246557901,0.0620581561943774,0.242466646813937
"93014",-3.63806722797408,3.63806722797408,16015,"RT4_ZT10","control",4.87780992158061,2.45578550797671,1.43816249900458
"513540",-3.63796029861625,3.63796029861625,16016,"RT4_ZT10","control",3.95820991477298,1.26576882840378,1.75002422485541
"102340",-3.63740120718854,3.63740120718854,16017,"RT4_ZT10","control",5.78740007704188,1.14338217289803,1.22719080987439
