"feature_id","pc1_loading","pc1_loading_abs","rank","comparison_name","group_label","baseMean","dispGeneEst","dispFit"
"248551",24.6032070785567,24.6032070785567,1,"RT2_ZT8","control",19735.507968944,0.186550665049719,0.0683120049366094
"55601",23.3776561522107,23.3776561522107,2,"RT2_ZT8","control",17433.8303019249,0.317981555628197,0.068355728010703
"415923",22.0737099718244,22.0737099718244,3,"RT2_ZT8","control",10054.9666271873,0.301721183872171,0.0686308487611414
"335788",22.0444069817533,22.0444069817533,4,"RT2_ZT8","control",8730.40057526432,0.0445886680324168,0.0687294690168398
"179269",21.5457270913793,21.5457270913793,5,"RT2_ZT8","control",8501.38873570543,0.337781561006915,0.0687496360121675
"88697",21.203695888435,21.203695888435,6,"RT2_ZT8","control",6445.73074469242,0.0373487960684683,0.0689948222750077
"378009",20.6079494717423,20.6079494717423,7,"RT2_ZT8","control",5341.32070664827,0.0908308852923432,0.0692044828820682
"163095",20.4180992149872,20.4180992149872,8,"RT2_ZT8","control",5265.29076525962,0.0575870477414898,0.0692221522473875
"8277",19.9166472476774,19.9166472476774,9,"RT2_ZT8","control",5386.07094579363,0.2604421325012,0.0691943161367503
"484755",19.794949875201,19.794949875201,10,"RT2_ZT8","control",3961.06113378325,0.0250991447713454,0.0696308737317804
"308159",19.754799603137,19.754799603137,11,"RT2_ZT8","control",3997.45032719799,0.0861715927828403,0.0696158532066337
"321367",19.6545733848206,19.6545733848206,12,"RT2_ZT8","control",4241.69794753053,0.0353419012408628,0.0695217043967203
"91106",19.578271272057,19.578271272057,13,"RT2_ZT8","control",3918.37458318582,0.0156979674231253,0.0696488492274346
"175929",19.5551079339223,19.5551079339223,14,"RT2_ZT8","control",3952.24899818385,0.097562204968883,0.0696345527559126
"161605",19.380230094723,19.380230094723,15,"RT2_ZT8","control",3621.98046868808,0.0895423898061384,0.069785346768947
"42310",19.3290185338367,19.3290185338367,16,"RT2_ZT8","control",3187.92361950582,0.0972726088547745,0.0700310438010635
"504994",19.2007331887917,19.2007331887917,17,"RT2_ZT8","control",3322.94211646037,0.0822056076791482,0.0699477390264231
"206283",19.0279817231687,19.0279817231687,18,"RT2_ZT8","control",3397.74726385617,0.152293318223507,0.0699044353325596
"323897",18.985823243041,18.985823243041,19,"RT2_ZT8","control",3210.57948780893,0.0535863325406332,0.0700165761946364
"299527",18.9562182615197,18.9562182615197,20,"RT2_ZT8","control",3005.16062238228,0.122674183094046,0.0701557304585794
"485669",18.8980182028988,18.8980182028988,21,"RT2_ZT8","control",3106.31896669849,0.0156335999065397,0.0700849040397852
"130479",18.8894085429501,18.8894085429501,22,"RT2_ZT8","control",3124.12004288543,0.0247335713779337,0.0700729151268621
"278624",18.8729844585234,18.8729844585234,23,"RT2_ZT8","control",3180.86748369195,0.0831774243337247,0.0700355918042025
"437093",18.8686801597073,18.8686801597073,24,"RT2_ZT8","control",2982.24544664696,0.0439541195374277,0.0701724421122555
"436070",18.8529960678423,18.8529960678423,25,"RT2_ZT8","control",2513.86121227038,0.194031976859746,0.0705807849059572
"66014",18.8481055552866,18.8481055552866,26,"RT2_ZT8","control",3199.15983432937,0.0434723543843376,0.0700238429555073
"189904",18.8281024648995,18.8281024648995,27,"RT2_ZT8","control",3166.90536936876,0.0381431434856962,0.0700446507536313
"163596",18.6989004954419,18.6989004954419,28,"RT2_ZT8","control",2799.0212943764,0.0450274103748575,0.0703159052888301
"56157",18.6982110871646,18.6982110871646,29,"RT2_ZT8","control",3051.80880793147,0.0366263560029502,0.0701224861693005
"338869",18.6265515540932,18.6265515540932,30,"RT2_ZT8","control",2898.3065986172,0.0808620571628662,0.0702359141736761
"574524",18.6201970873011,18.6201970873011,31,"RT2_ZT8","control",2676.35092960404,0.0344035953562843,0.0704229333613096
"359893",18.5557703867537,18.5557703867537,32,"RT2_ZT8","control",2941.54422443478,0.0462203499053918,0.0702027667759346
"100439",18.5495819772182,18.5495819772182,33,"RT2_ZT8","control",2864.52889803904,0.0411410993867267,0.0702625054912401
"65320",18.546737023683,18.546737023683,34,"RT2_ZT8","control",2594.58000191219,0.119981200966764,0.0704998988636634
"436469",18.5054089436711,18.5054089436711,35,"RT2_ZT8","control",2891.88388989404,0.0363458701562949,0.0702409225892541
"459697",18.4582156797664,18.4582156797664,36,"RT2_ZT8","control",2840.97937250243,0.122465264329146,0.0702814188291465
"225736",18.2994768610034,18.2994768610034,37,"RT2_ZT8","control",2736.65533798309,0.038678434544308,0.0703691196175535
"475643",18.1585083369739,18.1585083369739,38,"RT2_ZT8","control",2520.02307742097,0.0775130998851388,0.0705744275916548
"412143",18.1247996610192,18.1247996610192,39,"RT2_ZT8","control",3016.6768871985,0.152541943225717,0.0701474276989307
"441714",18.1239459297325,18.1239459297325,40,"RT2_ZT8","control",2087.85815177921,0.153304103667281,0.0711112755648132
"56995",18.0565331245179,18.0565331245179,41,"RT2_ZT8","control",2588.21002110886,0.171536127599419,0.0705060986803867
"469966",17.9853222288033,17.9853222288033,42,"RT2_ZT8","control",2282.04809042634,0.0554288274773841,0.070844891494121
"467791",17.9807741816766,17.9807741816766,43,"RT2_ZT8","control",2246.29018708979,0.0866870031052733,0.0708904835002513
"399260",17.952591115941,17.952591115941,44,"RT2_ZT8","control",2475.00951748337,0.0281203650691152,0.0706215979611408
"196746",17.8990625075257,17.8990625075257,45,"RT2_ZT8","control",2203.65739566635,0.0513461141836268,0.0709467747826524
"465587",17.8947461755672,17.8947461755672,46,"RT2_ZT8","control",2267.73614242086,0.022489226782987,0.0708629669285603
"130753",17.8689456556717,17.8689456556717,47,"RT2_ZT8","control",2317.61145010261,0.0494307584717595,0.0708009429320178
"127268",17.8689255334147,17.8689255334147,48,"RT2_ZT8","control",2269.02372018568,0.0923470741634192,0.0708613314335671
"385935",17.7615273968116,17.7615273968116,49,"RT2_ZT8","control",2166.46129365027,0.133943450424047,0.0709976972840803
"414973",17.7487979788189,17.7487979788189,50,"RT2_ZT8","control",2095.32830158645,0.0966566833574778,0.0711001150673995
"339719",17.6923156543513,17.6923156543513,51,"RT2_ZT8","control",2311.54127293818,0.10043659611448,0.0708083486367907
"469606",17.6036419874077,17.6036419874077,52,"RT2_ZT8","control",1999.75127554273,0.0607434886177031,0.0712491996589825
"214225",17.6034364358222,17.6034364358222,53,"RT2_ZT8","control",2205.95488870211,0.122737633974522,0.070943685762015
"310222",17.5175940399251,17.5175940399251,54,"RT2_ZT8","control",2195.93802875982,0.0301768554001875,0.0709572009534971
"25328",17.5037799093209,17.5037799093209,55,"RT2_ZT8","control",5672.76981473083,1.24996531666247,0.0691329871122396
"65983",17.4653676299036,17.4653676299036,56,"RT2_ZT8","control",1855.71506603894,0.173257036987014,0.0715028828641387
"574506",17.3619353869137,17.3619353869137,57,"RT2_ZT8","control",1841.0646799836,0.0760655582735853,0.0715309098269633
"469006",17.3618364303228,17.3618364303228,58,"RT2_ZT8","control",1796.55714249986,0.0607761297404587,0.0716188588041558
"354252",17.3464437322284,17.3464437322284,59,"RT2_ZT8","control",1967.75328130453,0.0390537351438932,0.0713023472319153
"318776",17.2828608699889,17.2828608699889,60,"RT2_ZT8","control",1847.8726641626,0.0868038261310569,0.0715178305192021
"249918",17.2226759771778,17.2226759771778,61,"RT2_ZT8","control",2288.78316719831,0.269134566613515,0.0708364635738988
"155886",17.2084986173627,17.2084986173627,62,"RT2_ZT8","control",1805.92170531778,0.189937722830785,0.0715999938887229
"349519",17.1646080280088,17.1646080280088,63,"RT2_ZT8","control",1936.53522350799,0.0330821430781782,0.071355892012439
"111059",17.112610990235,17.112610990235,64,"RT2_ZT8","control",1833.31331556996,0.226426473183856,0.0715459197935034
"578161",17.1075509353582,17.1075509353582,65,"RT2_ZT8","control",1854.00514906298,0.0773260206734846,0.0715061311938375
"377785",17.0723741915682,17.0723741915682,66,"RT2_ZT8","control",1783.82370260079,0.0735606324069223,0.0716448280947254
"125576",17.0077968171963,17.0077968171963,67,"RT2_ZT8","control",1733.59711780776,0.052367085050802,0.0717509831915371
"128854",17.0044392283862,17.0044392283862,68,"RT2_ZT8","control",1894.41118515134,0.0904321775896106,0.0714309397592903
"236149",17.0042050711061,17.0042050711061,69,"RT2_ZT8","control",1839.85800319335,0.0327073286913867,0.0715332381590074
