"feature_id","gene_symbol","dataset_name","baseMean","lfc_shrunk","regulation_direction","lfdr","pvalue","padj","empirical_p","empirical_q","HBFSS","hc_p_threshold_dataset","hbfss_threshold_dataset","resLA_padj","resGA_padj","standard_significant","deseq2_strong_call","deseq2_weak_call","HBFSS_significant","effect_class","volcano_display_class","combined_rank","combined_loading"
"9850",NA,"RT8_ZT14 | leading_edge",2874.42055404331,-0.751880915750369,"downregulated",0.104020723180442,5.00904933880619e-06,0.0022917710436858,0.00020927832813622,0.0790064010737306,2.76637721479041,NA,NA,0.196717270794753,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",37,18.4448270854955
"42416",NA,"RT8_ZT14 | leading_edge",655.844007797614,-0.646785182328561,"downregulated",0.104020723180442,4.73270144481448e-06,0.0022917710436858,0.000201439214887911,0.0782738991727664,2.39042488382075,NA,NA,0.0434261125087486,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",379,13.6261842778294
"323897",NA,"RT8_ZT14 | leading_edge",3670.54462873066,0.447686014801006,"upregulated",0.104020723180442,6.9110711343919e-06,0.0022917710436858,0.000259890945194741,0.082888164251773,1.60504786291133,NA,NA,8.87470570579353e-06,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",24,18.975882782421
"503803",NA,"RT8_ZT14 | leading_edge",301.091132177814,0.53420645071005,"upregulated",0.707816933500972,5.16186430620363e-05,0.011415094208576,0.0010082223062915,0.21192828286407,1.60071955281934,NA,NA,0.00768243897115501,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",1083,11.0026256731738
"153462",NA,"RT8_ZT14 | leading_edge",329.164081410006,0.354786056340284,"upregulated",0.707816933500972,0.000103066260163363,0.0199433213416108,0.00160903092649689,0.287009488717405,0.991072003156047,NA,NA,5.87175140594103e-08,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",1028,11.1436579442173
"83794",NA,"RT8_ZT14 | leading_edge",215.771646061081,-0.627934094686972,"downregulated",0.846856039549785,0.000277940490207141,0.0430251878840654,0.00315067149166226,0.421904961926075,1.57083797002501,NA,NA,0.131081601953671,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",1482,10.109075122597
"511134",NA,"RT8_ZT14 | leading_edge",250.039440396999,0.41039759030463,"upregulated",0.846856039549785,0.000407702101547615,0.0573748048359734,0.00408628443097836,0.4766716238928,0.980304989477398,NA,NA,0.000292554349771054,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",1375,10.3207303287435
"65958",NA,"RT8_ZT14 | leading_edge",1047.69646075984,-0.527468177602391,"downregulated",0.846856039549785,0.00055369867260235,0.0659327342452645,0.00503086071286218,0.519291747638189,1.21231055098944,NA,NA,0.0386274095929549,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",212,15.0803394657066
"452377",NA,"RT8_ZT14 | leading_edge",1887.01084421056,-0.370219372309626,"downregulated",0.846856039549785,0.00055204319654435,0.0659327342452645,0.00502063144315801,0.518882823689266,0.851223803541124,NA,NA,3.10761613027486e-05,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",84,16.8307725887892
"125571",NA,"RT8_ZT14 | leading_edge",503.657617871045,0.546552819410248,"upregulated",0.846856039549785,0.000874491508882723,0.0867826159768356,0.00686541837726895,0.579152820831223,1.18237574599095,NA,NA,0.076887245905894,1,FALSE,FALSE,TRUE,FALSE,"weak_effect","weak_deseq2_effect",540,12.7573874330903
