"comparison_name","selected_reason","crossing_id","crossing_percentile","crossing_rank","percentile_left","percentile_right","regime_difference_left","regime_difference_right"
"RT0_ZT6","first_stable_crossing","crossing_1",0.16,4870,0.16,0.17,0.0684473637639533,-0.0217984928768327
