"comparison_name","dataset_name","display_class","n_features"
"RT0_ZT6","leading_edge","strong_and_hbfss",3
"RT0_ZT6","leading_edge","strong_deseq2_only",0
"RT0_ZT6","leading_edge","weak_deseq2_effect",3125
"RT0_ZT6","leading_edge","hbfss_only",1762
"RT0_ZT6","leading_edge","background",1645
